date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,931,872,647,482,238,6
1/10/2021,1275,1210,937,712,515,9
1/11/2021,1335,1298,1002,750,857,9
1/12/2021,1397,1367,1078,803,1181,10
1/13/2021,1482,1441,1154,865,1517,10
1/14/2021,1501,1460,1181,889,1605,10
1/15/2021,1530,1475,1201,918,1695,10
1/16/2021,1534,1476,1205,919,1700,10
1/17/2021,1536,1479,1206,920,1704,10
1/18/2021,1544,1486,1215,924,1722,10
1/19/2021,1587,1512,1246,953,1836,15
1/2/2021,933,873,647,484,239,6
1/20/2021,1601,1520,1255,965,1867,16
1/21/2021,1721,1707,1433,1065,2387,19
1/22/2021,1828,1802,1517,1145,3051,20
1/23/2021,1857,1841,1542,1176,3087,21
1/24/2021,1858,1843,1545,1179,3098,21
1/25/2021,1891,1917,1609,1229,3255,21
1/26/2021,2022,2058,1748,1366,3411,29
1/27/2021,2162,2211,1865,1463,3619,29
1/28/2021,2316,2362,2051,1683,4319,30
1/29/2021,2472,2492,2218,1824,5407,32
1/3/2021,935,873,647,484,239,6
1/30/2021,2510,2525,2255,1897,6268,32
1/31/2021,2511,2526,2255,1898,6285,32
1/4/2021,989,930,687,515,278,6
1/5/2021,1076,1025,754,560,313,6
1/6/2021,1190,1137,851,626,383,9
1/7/2021,1235,1177,908,665,414,9
1/8/2021,1268,1206,933,706,504,9
1/9/2021,1270,1207,937,710,509,9
10/1/2021,30667,17819,17844,19789,31927,15784
10/10/2021,31077,17994,17955,19857,32007,15981
10/11/2021,31126,18024,17973,19877,32016,16011
10/12/2021,31155,18049,17981,19882,32021,16039
10/13/2021,31190,18067,17993,19889,32027,16060
10/14/2021,31258,18090,18022,19905,32039,16089
10/15/2021,31320,18112,18042,19920,32048,16112
10/16/2021,31347,18124,18052,19932,32052,16125
10/17/2021,31361,18131,18056,19934,32052,16133
10/18/2021,31412,18164,18074,19949,32064,16182
10/19/2021,31448,18181,18086,19971,32079,16210
10/2/2021,30688,17827,17855,19795,31932,15808
10/20/2021,31475,18193,18098,19984,32087,16234
10/21/2021,31524,18218,18117,20001,32104,16246
10/22/2021,31620,18263,18142,20018,32134,16286
10/23/2021,31676,18283,18151,20033,32151,16301
10/24/2021,31686,18299,18160,20040,32158,16307
