Category,value
tests,505996
Yuma,10455
Yavapai,13060
Santa Cruz,1881
Pinal,32347
Pima,51893
Navajo,4232
Mohave,10495
Maricopa,350856
La Paz,1571
Greenlee,203
Graham,1082
Gila,5522
Coconino,6422
Cochise,5471
Apache,1191
Unknown,431
65 years and older,119624
55 - 64 years,96155
45 - 54 years,89430
20 - 44 years,175835
Less than 20 years,24521
positive,0.1757998086941399
