Category,value
tests,729322
YUMA,12634
YAVAPAI,21574
SANTA CRUZ,2170
PINAL,44451
PIMA,65464
NAVAJO,5971
MOHAVE,16040
MARICOPA,522099
LA PAZ,1888
GREENLEE,303
GRAHAM,1580
GILA,7133
COCONINO,9736
COCHISE,6586
APACHE,1631
Unknown,664
65 years and older,178318
55 - 64 years,145899
45 - 54 years,131610
20 - 44 years,240900
Less than 20 years,31931
positive,0.2132734238100592
