Category,value
tests,9487846
YUMA,243149
YAVAPAI,200468
SANTA CRUZ,58890
PINAL,581061
PIMA,1621038
NAVAJO,108880
MOHAVE,192075
MARICOPA,5637690
LA PAZ,17075
GREENLEE,2867
GRAHAM,22030
GILA,61998
COCONINO,243995
COCHISE,107163
APACHE,51923
Unknown,17883
65 years and older,1455375
55 - 64 years,1205631
45 - 54 years,1277316
20 - 44 years,4104647
Less than 20 years,1426994
positive,0.1015982974428548
