date,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA
2021-03-05 00:00:00,116,5,0.0431034482758621,3.0,1.0,0.3333333333333333
2021-03-04 00:00:00,150,8,0.0533333333333333,8.0,5.0,0.625
2021-03-03 00:00:00,205,15,0.0731707317073171,11.0,5.0,0.4545454545454546
2021-03-02 00:00:00,211,12,0.0568720379146919,7.0,2.0,0.2857142857142857
2021-03-01 00:00:00,320,15,0.046875,9.0,5.0,0.5555555555555556
2021-02-28 00:00:00,85,9,0.1058823529411765,1.0,0.0,0
2021-02-27 00:00:00,155,4,0.0258064516129032,2.0,1.0,0.5
2021-02-26 00:00:00,238,8,0.0336134453781513,16.0,9.0,0.5625
2021-02-25 00:00:00,223,7,0.031390134529148,19.0,12.0,0.631578947368421
2021-02-24 00:00:00,156,6,0.0384615384615385,15.0,12.0,0.8
2021-02-23 00:00:00,204,13,0.0637254901960784,16.0,12.0,0.75
2021-02-22 00:00:00,283,29,0.1024734982332156,22.0,11.0,0.5
2021-02-21 00:00:00,62,7,0.1129032258064516,1.0,1.0,1
2021-02-20 00:00:00,72,6,0.0833333333333333,1.0,1.0,1
2021-02-19 00:00:00,263,16,0.0608365019011407,16.0,10.0,0.625
2021-02-18 00:00:00,206,14,0.0679611650485437,20.0,11.0,0.55
2021-02-17 00:00:00,227,25,0.1101321585903084,18.0,7.0,0.3888888888888889
2021-02-16 00:00:00,242,26,0.1074380165289256,15.0,10.0,0.6666666666666666
2021-02-15 00:00:00,220,22,0.1,13.0,7.0,0.5384615384615384
2021-02-14 00:00:00,64,10,0.15625,1.0,0.0,0
2021-02-13 00:00:00,117,15,0.1282051282051282,1.0,1.0,1
2021-02-12 00:00:00,251,24,0.0956175298804781,30.0,12.0,0.4
2021-02-11 00:00:00,312,15,0.0480769230769231,71.0,37.0,0.5211267605633804
2021-02-10 00:00:00,247,29,0.1174089068825911,38.0,25.0,0.6578947368421054
2021-02-09 00:00:00,260,28,0.1076923076923077,19.0,11.0,0.5789473684210528
2021-02-08 00:00:00,352,38,0.1079545454545455,32.0,19.0,0.59375
2021-02-07 00:00:00,92,9,0.0978260869565217,2.0,2.0,1
2021-02-06 00:00:00,137,17,0.1240875912408759,,,
2021-02-05 00:00:00,309,42,0.1359223300970874,23.0,11.0,0.4782608695652174
2021-02-04 00:00:00,625,51,0.0816,29.0,18.0,0.6206896551724138
2021-02-03 00:00:00,715,104,0.1454545454545455,32.0,22.0,0.6875
2021-02-02 00:00:00,965,62,0.0642487046632124,31.0,18.0,0.5806451612903226
2021-02-01 00:00:00,462,73,0.158008658008658,21.0,10.0,0.4761904761904762
2021-01-31 00:00:00,156,24,0.1538461538461539,,,
2021-01-30 00:00:00,373,35,0.0938337801608579,3.0,2.0,0.6666666666666666
2021-01-29 00:00:00,385,65,0.1688311688311688,12.0,9.0,0.75
2021-01-28 00:00:00,492,65,0.1321138211382114,26.0,16.0,0.6153846153846154
2021-01-27 00:00:00,468,81,0.1730769230769231,25.0,13.0,0.52
2021-01-26 00:00:00,469,104,0.2217484008528785,25.0,14.0,0.5600000000000002
2021-01-25 00:00:00,535,121,0.2261682242990654,19.0,9.0,0.4736842105263158
2021-01-24 00:00:00,130,19,0.1461538461538462,1.0,0.0,0
2021-01-23 00:00:00,114,34,0.2982456140350877,3.0,0.0,0
2021-01-22 00:00:00,499,114,0.2284569138276553,26.0,18.0,0.6923076923076924
2021-01-21 00:00:00,537,117,0.217877094972067,20.0,13.0,0.65
2021-01-20 00:00:00,510,109,0.2137254901960784,23.0,11.0,0.4782608695652174
2021-01-19 00:00:00,862,220,0.2552204176334107,25.0,16.0,0.64
2021-01-18 00:00:00,414,100,0.2415458937198068,17.0,9.0,0.5294117647058824
2021-01-17 00:00:00,154,37,0.2402597402597403,3.0,1.0,0.3333333333333333
2021-01-16 00:00:00,180,42,0.2333333333333334,20.0,5.0,0.25
2021-01-15 00:00:00,846,191,0.2257683215130024,44.0,17.0,0.3863636363636364
2021-01-14 00:00:00,1041,197,0.1892411143131604,52.0,17.0,0.326923076923077
2021-01-13 00:00:00,817,217,0.2656058751529988,48.0,26.0,0.5416666666666666
2021-01-12 00:00:00,742,197,0.2654986522911052,32.0,19.0,0.59375
2021-01-11 00:00:00,986,268,0.2718052738336714,26.0,15.0,0.576923076923077
2021-01-10 00:00:00,255,74,0.2901960784313726,2.0,2.0,1
2021-01-09 00:00:00,239,86,0.3598326359832636,1.0,1.0,1
2021-01-08 00:00:00,815,169,0.2073619631901841,24.0,9.0,0.375
2021-01-07 00:00:00,859,211,0.2456344586728755,20.0,7.0,0.35
2021-01-06 00:00:00,704,220,0.3125,29.0,15.0,0.517241379310345
2021-01-05 00:00:00,936,263,0.280982905982906,27.0,12.0,0.4444444444444444
