Category,value
tests,10713410
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1633812
20 - 44 years,4630997
45 - 54 years,1443828
55 - 64 years,1352487
65 years and older,1633477
Unknown,18809
positive,0.0971465667793914
