date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,244,,2.0,,1.0,,3.0,,,,,,1.0,,,,144.0,,1.0,,,,5.0,,71,,1.0,,1.0,,7.0,
2020-12-02,267,23.0,3.0,1.0,2.0,1.0,,,,,,,,,,,159.0,15.0,,,1.0,,,,74,3.0,,,,,,
2020-12-03,288,21.0,5.0,2.0,,,,,,,,,,,,,168.0,9.0,,,,,,,80,6.0,,,,,8.0,1.0
2020-12-04,297,9.0,6.0,1.0,,,,,,,,,,,,,172.0,4.0,,,2.0,1.0,,,82,2.0,,,,,9.0,1.0
2020-12-05,301,4.0,,,,,,,,,,,,,,,174.0,2.0,,,,,,,83,1.0,,,,,,
2020-12-06,305,4.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,85,2.0,,,2.0,1.0,,
2020-12-07,326,21.0,8.0,2.0,,,,,,,,,,,,,183.0,9.0,,,4.0,1.0,,,87,2.0,,,,,,
2020-12-08,340,14.0,9.0,1.0,,,,,,,,,,,,,189.0,6.0,,,,,,,89,2.0,,,,,10.0,1.0
2020-12-09,360,20.0,11.0,2.0,,,,,,,,,,,,,197.0,8.0,,,,,6.0,1.0,98,9.0,,,,,,
2020-12-10,382,22.0,,,,,,,,,,,,,,,211.0,14.0,,,5.0,1.0,,,100,2.0,,,,,11.0,1.0
2020-12-11,400,18.0,,,,,,,,,,,,,,,219.0,8.0,,,,,,,109,9.0,,,,,,
2020-12-12,413,13.0,,,3.0,1.0,,,,,,,,,,,222.0,3.0,2.0,1.0,,,,,113,4.0,,,3.0,1.0,13.0,2.0
2020-12-13,423,10.0,12.0,1.0,,,,,,,,,,,,,227.0,5.0,,,,,,,116,3.0,,,,,,
2020-12-14,446,23.0,,,,,,,,,,,,,,,240.0,13.0,,,6.0,1.0,,,123,7.0,,,,,,
2020-12-15,539,93.0,16.0,4.0,12.0,9.0,4.0,1.0,,,,,,,,,274.0,34.0,,,8.0,2.0,,,150,27.0,,,,,,
2020-12-16,1185,646.0,45.0,29.0,144.0,132.0,5.0,1.0,,,,,,,,,324.0,50.0,4.0,2.0,34.0,26.0,11.0,5.0,159,9.0,,,6.0,3.0,19.0,6.0
2020-12-17,4454,3269.0,92.0,47.0,271.0,127.0,16.0,11.0,80.0,,,,69.0,68.0,,,1576.0,1252.0,,,108.0,74.0,48.0,37.0,1376,1217.0,9.0,8.0,10.0,4.0,44.0,25.0
2020-12-18,8184,3730.0,113.0,21.0,472.0,201.0,24.0,8.0,147.0,67.0,2.0,,109.0,40.0,,,3243.0,1667.0,6.0,2.0,176.0,68.0,82.0,34.0,2748,1372.0,15.0,6.0,,,45.0,1.0
2020-12-19,10763,2579.0,114.0,1.0,517.0,45.0,31.0,7.0,,,,,111.0,2.0,,,4899.0,1656.0,,,178.0,2.0,109.0,27.0,3484,736.0,19.0,4.0,13.0,3.0,48.0,3.0
2020-12-20,11851,1088.0,,,521.0,4.0,,,148.0,1.0,,,112.0,1.0,,,5887.0,988.0,,,180.0,2.0,120.0,11.0,3507,23.0,21.0,2.0,16.0,3.0,51.0,3.0
2020-12-21,17438,5587.0,127.0,13.0,529.0,8.0,43.0,12.0,195.0,47.0,16.0,14.0,148.0,36.0,10.0,,9046.0,3159.0,18.0,12.0,187.0,7.0,271.0,151.0,5014,1507.0,24.0,3.0,19.0,3.0,224.0,173.0
2020-12-22,25288,7850.0,134.0,7.0,586.0,57.0,304.0,261.0,241.0,46.0,42.0,26.0,170.0,22.0,29.0,19.0,13125.0,4079.0,79.0,61.0,265.0,78.0,520.0,249.0,6578,1564.0,71.0,47.0,385.0,366.0,870.0,646.0
2020-12-23,35194,9906.0,294.0,160.0,892.0,306.0,719.0,415.0,372.0,131.0,49.0,7.0,224.0,54.0,42.0,13.0,17820.0,4695.0,289.0,210.0,430.0,165.0,892.0,372.0,8460,1882.0,97.0,26.0,826.0,441.0,1600.0,730.0
