date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20881,22892,21047,18338,12993,184,153.0,141.0,184,213.0,246.0,3.0,638.0,737.0,572.0,444,358.0,3.0,333.0,322,275.0,284,207,3.0,176.0,184.0,162.0,189.0,245.0,5.0,15.0,18.0,26.0,21.0,36.0,,159,151.0,165.0,210.0,202.0,5.0,11.0,7.0,20.0,15.0,16.0,,11697,12982,12192,9800,5915,103,294.0,384.0,434.0,501.0,356,7.0,226.0,276.0,294.0,344.0,916.0,6.0,639,989,942,756.0,536,5.0,4333,4479,3751,3539,2334,25.0,312.0,412.0,439.0,641.0,429,8.0,110.0,96.0,57,65.0,56.0,1.0,930,874,647,482.0,238,6.0
1/10/2021,34431,35112,33217,30081,30218,416,190.0,191.0,258,331.0,683.0,10.0,1151.0,1153.0,944.0,798,716.0,14.0,454.0,458,385.0,392,640,6.0,272.0,304.0,299.0,315.0,526.0,6.0,22.0,23.0,38.0,34.0,88.0,1.0,306,339.0,412.0,532.0,1027.0,15.0,28.0,19.0,41.0,38.0,32.0,,19907,19999,19036,15948,11627,208,444.0,553.0,644.0,750.0,824,11.0,377.0,464.0,493.0,589.0,2189.0,32.0,1179,1725,1739,1473.0,2292,13.0,6606,6477,5627,5470,4923,57.0,566.0,700.0,805.0,1118.0,954,12.0,265.0,214.0,159,160.0,188.0,4.0,1273,1213,937,713.0,515,9.0
1/11/2021,36345,36927,35179,31770,34083,473,194.0,198.0,268,347.0,787.0,11.0,1222.0,1238.0,1021.0,850,784.0,15.0,466.0,473,407.0,409,838,6.0,279.0,316.0,307.0,330.0,572.0,6.0,22.0,23.0,38.0,34.0,88.0,1.0,320,356.0,430.0,564.0,1104.0,15.0,28.0,19.0,41.0,39.0,35.0,,21143,21109,20256,16922,13441,241,461.0,567.0,675.0,788.0,923,11.0,413.0,511.0,559.0,640.0,2373.0,35.0,1228,1807,1825,1539.0,2472,17.0,6918,6755,5897,5758,5315,68.0,575.0,708.0,814.0,1134.0,981,13.0,281.0,235.0,185,177.0,204.0,4.0,1333,1301,1002,751.0,857,9.0
1/12/2021,39125,39608,37974,34315,41732,570,203.0,209.0,281,378.0,914.0,11.0,1329.0,1323.0,1094.0,935,982.0,16.0,472.0,479,412.0,420,1053,7.0,288.0,323.0,321.0,358.0,638.0,9.0,25.0,29.0,43.0,40.0,105.0,1.0,328,360.0,440.0,578.0,1139.0,15.0,28.0,19.0,42.0,39.0,41.0,,23130,23082,22271,18602,18234,321,481.0,591.0,703.0,836.0,1086,11.0,439.0,538.0,619.0,709.0,2597.0,36.0,1318,1921,1948,1639.0,2753,17.0,7246,7017,6162,6020,5839,76.0,594.0,732.0,844.0,1181.0,1071,13.0,300.0,251.0,208,204.0,249.0,5.0,1395,1370,1078,804.0,1181,10.0
1/13/2021,41870,42525,41101,37032,50585,653,206.0,221.0,305,410.0,1010.0,13.0,1391.0,1388.0,1175.0,1009,1242.0,17.0,491.0,512,434.0,445,1366,7.0,299.0,332.0,333.0,375.0,736.0,9.0,28.0,35.0,44.0,43.0,133.0,1.0,333,366.0,450.0,585.0,1176.0,15.0,56.0,47.0,79.0,82.0,65.0,,25143,25203,24487,20272,23770,386,499.0,622.0,744.0,883.0,1254,12.0,457.0,561.0,643.0,779.0,2762.0,37.0,1427,2059,2100,1813.0,3162,20.0,7462,7257,6405,6269,6293,84.0,638.0,780.0,931.0,1274.0,1257,14.0,309.0,260.0,215,214.0,417.0,5.0,1480,1444,1154,866.0,1517,10.0
1/14/2021,44603,45569,44342,40054,60052,718,223.0,244.0,326,464.0,1251.0,16.0,1491.0,1474.0,1268.0,1096,1514.0,17.0,496.0,520,447.0,456,1615,7.0,315.0,363.0,359.0,422.0,861.0,10.0,36.0,42.0,59.0,66.0,143.0,1.0,343,381.0,470.0,616.0,1321.0,15.0,57.0,47.0,79.0,83.0,70.0,1.0,27080,27329,26758,22181,29770,426,533.0,652.0,793.0,949.0,1456,13.0,489.0,607.0,682.0,864.0,2969.0,45.0,1526,2242,2258,1962.0,3686,21.0,7765,7567,6723,6563,6726,89.0,671.0,825.0,986.0,1346.0,1370,16.0,320.0,272.0,224,225.0,579.0,5.0,1499,1464,1181,890.0,1605,10.0
1/15/2021,48067,48792,47735,43182,69340,821,231.0,248.0,343,492.0,1337.0,21.0,1605.0,1568.0,1349.0,1188,2260.0,18.0,501.0,527,457.0,466,2043,7.0,424.0,478.0,465.0,549.0,990.0,28.0,39.0,43.0,63.0,68.0,148.0,1.0,400,426.0,512.0,670.0,1357.0,21.0,59.0,47.0,79.0,83.0,73.0,1.0,29282,29334,28883,23957,34653,485,558.0,696.0,830.0,1017.0,1690,14.0,521.0,652.0,738.0,944.0,3216.0,46.0,1647,2398,2437,2096.0,4065,22.0,8387,8137,7305,7130,8045,97.0,686.0,836.0,998.0,1366.0,1418,16.0,336.0,285.0,235,234.0,745.0,6.0,1528,1479,1201,919.0,1695,10.0
1/16/2021,49845,50368,49415,44800,74748,863,231.0,248.0,344,495.0,1351.0,21.0,1616.0,1584.0,1364.0,1212,2363.0,18.0,516.0,533,465.0,478,2401,7.0,427.0,478.0,466.0,549.0,1045.0,28.0,39.0,43.0,63.0,68.0,149.0,1.0,400,427.0,513.0,671.0,1359.0,21.0,59.0,48.0,79.0,84.0,74.0,1.0,30643,30528,30153,25133,37827,517,570.0,713.0,846.0,1056.0,1958,15.0,525.0,653.0,739.0,946.0,3224.0,46.0,1706,2488,2538,2185.0,4682,25.0,8627,8332,7489,7294,8323,100.0,707.0,868.0,1042.0,1413.0,1564,18.0,342.0,287.0,235,234.0,750.0,6.0,1532,1480,1205,920.0,1700,10.0
1/17/2021,50943,51389,50487,45891,78241,893,231.0,248.0,345,495.0,1351.0,21.0,1622.0,1592.0,1372.0,1216,2370.0,18.0,519.0,534,468.0,479,2415,7.0,428.0,478.0,466.0,549.0,1047.0,28.0,39.0,43.0,63.0,68.0,149.0,1.0,400,427.0,513.0,671.0,1362.0,21.0,59.0,48.0,79.0,85.0,75.0,1.0,31605,31428,31112,26101,40960,542,571.0,716.0,846.0,1059.0,1982,15.0,527.0,654.0,739.0,947.0,3226.0,46.0,1725,2520,2580,2221.0,4737,25.0,8709,8391,7535,7351,8459,103.0,709.0,870.0,1045.0,1418.0,1580,19.0,343.0,288.0,235,236.0,754.0,6.0,1534,1483,1206,921.0,1704,10.0
1/18/2021,52594,52907,52239,47631,86266,929,238.0,255.0,357,505.0,1378.0,21.0,1691.0,1664.0,1427.0,1270,2434.0,19.0,522.0,539,475.0,488,2592,7.0,441.0,482.0,480.0,561.0,1125.0,28.0,42.0,44.0,64.0,72.0,156.0,1.0,403,435.0,517.0,696.0,1429.0,21.0,60.0,49.0,80.0,87.0,82.0,1.0,32650,32361,32268,27216,46128,569,589.0,733.0,872.0,1093.0,2215,16.0,540.0,665.0,768.0,974.0,3250.0,46.0,1790,2633,2651,2314.0,4958,26.0,9053,8699,7855,7644,10031,108.0,716.0,873.0,1058.0,1438.0,1730,20.0,345.0,293.0,237,240.0,761.0,6.0,1542,1490,1215,925.0,1722,10.0
