date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,110,96,57,65,56,1
1/10/2021,265,214,159,160,188,4
1/11/2021,281,235,185,177,204,4
1/12/2021,300,251,208,204,249,5
1/13/2021,309,260,215,214,417,5
1/14/2021,320,272,224,225,579,5
1/15/2021,336,285,235,234,745,6
1/16/2021,342,287,235,234,750,6
1/17/2021,343,288,235,236,754,6
1/18/2021,345,293,237,240,761,6
1/19/2021,350,303,239,245,804,6
1/2/2021,111,96,57,66,57,1
1/20/2021,370,318,260,265,1132,8
1/21/2021,386,339,278,282,1448,8
1/22/2021,417,370,316,309,1863,9
1/23/2021,423,375,317,311,1871,9
1/24/2021,423,377,317,313,1873,9
1/25/2021,439,387,333,332,1899,9
1/26/2021,463,404,348,354,2199,11
1/27/2021,483,424,363,378,2265,13
1/28/2021,507,450,404,452,2555,13
1/29/2021,562,513,496,527,2722,14
1/3/2021,113,98,57,67,58,1
1/30/2021,584,527,510,547,2732,14
1/31/2021,596,534,515,559,2742,14
1/4/2021,132,114,67,81,64,1
1/5/2021,159,124,85,93,74,1
1/6/2021,189,157,108,115,83,2
1/7/2021,213,176,125,130,168,3
1/8/2021,262,211,156,158,187,3
1/9/2021,265,212,158,159,188,3
10/1/2021,10220,6385,6423,6275,9654,6317
10/10/2021,10265,6414,6437,6294,9672,6391
10/11/2021,10268,6421,6443,6297,9676,6393
10/12/2021,10280,6422,6445,6298,9678,6426
10/13/2021,10285,6427,6449,6302,9679,6430
10/14/2021,10293,6436,6455,6307,9684,6441
10/15/2021,10312,6442,6462,6310,9687,6447
10/16/2021,10321,6443,6462,6310,9688,6454
10/17/2021,10326,6444,6462,6310,9688,6459
10/18/2021,10334,6450,6466,6313,9693,6463
10/19/2021,10355,6459,6473,6318,9698,6475
10/2/2021,10222,6386,6424,6277,9655,6319
10/20/2021,10359,6460,6476,6319,9699,6483
10/21/2021,10370,6462,6479,6321,9701,6488
