Category,value
tests,9441809
YUMA,242589
YAVAPAI,199326
SANTA CRUZ,58772
PINAL,576494
PIMA,1615488
NAVAJO,108519
MOHAVE,191311
MARICOPA,5608923
LA PAZ,17014
GREENLEE,2859
GRAHAM,21984
GILA,61864
COCONINO,243471
COCHISE,106870
APACHE,51814
Unknown,17844
65 years and older,1448926
55 - 64 years,1200049
45 - 54 years,1271550
20 - 44 years,4084840
Less than 20 years,1418600
positive,0.1018628951295244
