date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2020-09-14 00:00:00,23,1,0.0434782608695652,,,
2020-09-13 00:00:00,16,5,0.3333333333333333,1.0,1.0,1
2020-09-12 00:00:00,19,1,0.0588235294117647,2.0,0.0,0
2020-09-11 00:00:00,51,1,0.0196078431372549,,,
2020-09-10 00:00:00,89,1,0.0114942528735632,2.0,0.0,0
2020-09-09 00:00:00,46,2,0.0465116279069767,3.0,1.0,0.3333333333333333
2020-09-08 00:00:00,50,2,0.0434782608695652,4.0,0.0,0
2020-09-07 00:00:00,7,1,0.25,3.0,0.0,0
2020-09-06 00:00:00,4,0,0,,,
2020-09-05 00:00:00,11,0,0,2.0,0.0,0
2020-09-04 00:00:00,50,0,0,2.0,0.0,0
2020-09-03 00:00:00,44,4,0.0975609756097561,3.0,0.0,0
2020-09-02 00:00:00,51,0,0,4.0,0.0,0
2020-09-01 00:00:00,50,7,0.1666666666666667,8.0,1.0,0.125
2020-08-31 00:00:00,36,1,0.0333333333333333,6.0,1.0,0.1666666666666667
2020-08-30 00:00:00,28,4,0.16,3.0,0.0,0
2020-08-29 00:00:00,24,1,0.0555555555555556,6.0,2.0,0.3333333333333333
2020-08-28 00:00:00,104,3,0.0309278350515464,7.0,1.0,0.1428571428571429
2020-08-27 00:00:00,112,3,0.0272727272727273,2.0,0.0,0
2020-08-26 00:00:00,58,3,0.0535714285714286,2.0,0.0,0
2020-08-25 00:00:00,47,4,0.0930232558139535,4.0,0.0,0
2020-08-24 00:00:00,43,2,0.0512820512820513,4.0,0.0,0
2020-08-23 00:00:00,9,1,0.1111111111111111,,,
2020-08-22 00:00:00,22,1,0.0476190476190476,1.0,0.0,0
2020-08-21 00:00:00,116,8,0.0747663551401869,9.0,4.0,0.4444444444444444
2020-08-20 00:00:00,139,2,0.0144927536231884,1.0,0.0,0
2020-08-19 00:00:00,66,2,0.0338983050847458,7.0,0.0,0
2020-08-18 00:00:00,87,5,0.0595238095238095,3.0,0.0,0
2020-08-17 00:00:00,121,2,0.0172413793103448,5.0,0.0,0
2020-08-16 00:00:00,12,1,0.0909090909090909,1.0,1.0,1
2020-08-15 00:00:00,19,1,0.0666666666666667,4.0,1.0,0.25
2020-08-14 00:00:00,82,5,0.0625,2.0,0.0,0
2020-08-13 00:00:00,43,2,0.0476190476190476,1.0,0.0,0
2020-08-12 00:00:00,69,6,0.0967741935483871,7.0,2.0,0.2857142857142857
2020-08-11 00:00:00,60,2,0.0363636363636364,5.0,0.0,0
2020-08-10 00:00:00,64,9,0.1475409836065574,3.0,2.0,0.6666666666666666
2020-08-09 00:00:00,13,1,0.0833333333333333,1.0,0.0,0
2020-08-08 00:00:00,25,2,0.08,,,
2020-08-07 00:00:00,75,8,0.1095890410958904,2.0,1.0,0.5
2020-08-06 00:00:00,73,8,0.16,23.0,1.0,0.0434782608695652
2020-08-05 00:00:00,59,6,0.1132075471698113,6.0,0.0,0
2020-08-04 00:00:00,58,4,0.0769230769230769,6.0,1.0,0.1666666666666667
2020-08-03 00:00:00,42,4,0.1052631578947368,4.0,2.0,0.5
2020-08-02 00:00:00,24,3,0.1428571428571429,3.0,0.0,0
2020-08-01 00:00:00,240,6,0.0252100840336134,2.0,2.0,1
2020-07-31 00:00:00,212,4,0.0196078431372549,8.0,0.0,0
2020-07-30 00:00:00,52,8,0.1818181818181818,8.0,3.0,0.375
2020-07-29 00:00:00,51,4,0.0930232558139535,8.0,3.0,0.375
2020-07-28 00:00:00,43,4,0.1111111111111111,7.0,1.0,0.1428571428571429
2020-07-27 00:00:00,56,4,0.0851063829787234,9.0,5.0,0.5555555555555556
2020-07-26 00:00:00,209,10,0.0478468899521531,,,
2020-07-25 00:00:00,356,18,0.0514285714285714,6.0,1.0,0.1666666666666667
2020-07-24 00:00:00,57,4,0.0869565217391304,11.0,2.0,0.1818181818181818
2020-07-23 00:00:00,61,7,0.1372549019607843,10.0,1.0,0.1
2020-07-22 00:00:00,69,11,0.1746031746031746,6.0,2.0,0.3333333333333333
2020-07-21 00:00:00,73,12,0.1846153846153846,8.0,3.0,0.375
2020-07-20 00:00:00,89,12,0.15,9.0,1.0,0.1111111111111111
2020-07-19 00:00:00,11,2,0.2,1.0,1.0,1
2020-07-18 00:00:00,36,9,0.25,,,
2020-07-17 00:00:00,76,9,0.1363636363636364,10.0,0.0,0
2020-07-16 00:00:00,76,16,0.2253521126760564,5.0,3.0,0.6
2020-07-15 00:00:00,65,11,0.1864406779661017,6.0,1.0,0.1666666666666667
2020-07-14 00:00:00,79,9,0.1285714285714286,9.0,1.0,0.1111111111111111
2020-07-13 00:00:00,117,19,0.1775700934579439,10.0,4.0,0.4
2020-07-12 00:00:00,24,2,0.0909090909090909,2.0,0.0,0
2020-07-11 00:00:00,43,7,0.1794871794871795,4.0,1.0,0.25
2020-07-10 00:00:00,114,28,0.2857142857142857,16.0,4.0,0.25
2020-07-09 00:00:00,99,15,0.1666666666666667,9.0,3.0,0.3333333333333333
2020-07-08 00:00:00,114,27,0.2523364485981308,7.0,1.0,0.1428571428571429
2020-07-07 00:00:00,142,32,0.2519685039370079,15.0,4.0,0.2666666666666667
2020-07-06 00:00:00,134,39,0.3070866141732284,7.0,0.0,0
2020-07-05 00:00:00,29,8,0.2962962962962963,2.0,0.0,0
2020-07-04 00:00:00,17,6,0.4,2.0,0.0,0
2020-07-03 00:00:00,60,12,0.2068965517241379,2.0,0.0,0
2020-07-02 00:00:00,164,44,0.2802547770700637,7.0,0.0,0
2020-07-01 00:00:00,140,39,0.2867647058823529,4.0,0.0,0
2020-06-30 00:00:00,151,53,0.3785714285714286,11.0,1.0,0.0909090909090909
2020-06-29 00:00:00,189,53,0.3063583815028902,16.0,3.0,0.1875
2020-06-28 00:00:00,25,7,0.3333333333333333,4.0,0.0,0
2020-06-27 00:00:00,62,27,0.4426229508196721,1.0,0.0,0
2020-06-26 00:00:00,166,50,0.3164556962025317,8.0,1.0,0.125
2020-06-25 00:00:00,194,63,0.3387096774193548,8.0,2.0,0.25
2020-06-24 00:00:00,162,38,0.2483660130718955,9.0,1.0,0.1111111111111111
