date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2021-02-04 00:00:00,29,1,0.0344827586206897,,,
2021-02-03 00:00:00,245,24,0.0979591836734694,5.0,2.0,0.4
2021-02-02 00:00:00,462,64,0.1385281385281385,21.0,2.0,0.0952380952380952
2021-02-01 00:00:00,636,85,0.1336477987421384,16.0,6.0,0.375
2021-01-31 00:00:00,219,29,0.1324200913242009,2.0,1.0,0.5
2021-01-30 00:00:00,279,49,0.1756272401433692,,,
2021-01-29 00:00:00,479,83,0.1732776617954071,28.0,10.0,0.3571428571428572
2021-01-28 00:00:00,991,288,0.2906155398587286,21.0,10.0,0.4761904761904762
2021-01-27 00:00:00,1436,351,0.2444289693593315,37.0,18.0,0.4864864864864866
2021-01-26 00:00:00,335,63,0.1880597014925373,23.0,9.0,0.391304347826087
2021-01-25 00:00:00,614,116,0.1889250814332248,23.0,11.0,0.4782608695652174
2021-01-24 00:00:00,338,62,0.1834319526627219,10.0,3.0,0.3
2021-01-23 00:00:00,420,73,0.1738095238095238,30.0,7.0,0.2333333333333334
2021-01-22 00:00:00,579,108,0.1865284974093264,35.0,14.0,0.4
2021-01-21 00:00:00,718,133,0.1852367688022284,31.0,12.0,0.3870967741935484
2021-01-20 00:00:00,724,125,0.1726519337016575,23.0,11.0,0.4782608695652174
2021-01-19 00:00:00,690,155,0.2246376811594203,26.0,7.0,0.2692307692307692
2021-01-18 00:00:00,758,170,0.2242744063324538,27.0,9.0,0.3333333333333333
2021-01-17 00:00:00,402,111,0.2761194029850747,3.0,0.0,0
2021-01-16 00:00:00,450,98,0.2177777777777778,3.0,2.0,0.6666666666666666
2021-01-15 00:00:00,754,174,0.2307692307692308,22.0,10.0,0.4545454545454546
2021-01-14 00:00:00,815,181,0.2220858895705522,20.0,9.0,0.45
2021-01-13 00:00:00,910,197,0.2164835164835165,25.0,8.0,0.32
2021-01-12 00:00:00,869,205,0.23590333716916,24.0,9.0,0.375
2021-01-11 00:00:00,941,244,0.2592986184909671,20.0,3.0,0.15
2021-01-10 00:00:00,478,132,0.2761506276150628,3.0,2.0,0.6666666666666666
2021-01-09 00:00:00,668,160,0.2395209580838324,1.0,0.0,0
2021-01-08 00:00:00,1012,235,0.2322134387351779,32.0,8.0,0.25
2021-01-07 00:00:00,880,197,0.2238636363636364,95.0,22.0,0.2315789473684211
2021-01-06 00:00:00,970,230,0.2371134020618557,105.0,30.0,0.2857142857142857
2021-01-05 00:00:00,1067,280,0.2624179943767573,39.0,21.0,0.5384615384615384
2021-01-04 00:00:00,1210,324,0.2677685950413224,20.0,4.0,0.2
2021-01-03 00:00:00,528,170,0.321969696969697,1.0,0.0,0
2021-01-02 00:00:00,662,228,0.3444108761329306,2.0,1.0,0.5
2021-01-01 00:00:00,758,233,0.3073878627968338,1.0,0.0,0
2020-12-31 00:00:00,668,155,0.2320359281437126,28.0,5.0,0.1785714285714286
2020-12-30 00:00:00,632,169,0.2674050632911392,12.0,6.0,0.5
2020-12-29 00:00:00,618,192,0.3106796116504854,18.0,9.0,0.5
2020-12-28 00:00:00,693,198,0.2857142857142857,17.0,6.0,0.3529411764705883
2020-12-27 00:00:00,440,140,0.3181818181818182,2.0,2.0,1
2020-12-26 00:00:00,189,73,0.3862433862433862,1.0,0.0,0
2020-12-25 00:00:00,55,14,0.2545454545454545,1.0,0.0,0
2020-12-24 00:00:00,453,144,0.3178807947019868,12.0,1.0,0.0833333333333333
2020-12-23 00:00:00,630,169,0.2682539682539683,20.0,6.0,0.3
2020-12-22 00:00:00,750,191,0.2546666666666667,36.0,6.0,0.1666666666666667
2020-12-21 00:00:00,714,196,0.2745098039215687,59.0,9.0,0.152542372881356
2020-12-20 00:00:00,367,97,0.2643051771117167,1.0,0.0,0
2020-12-19 00:00:00,433,119,0.2748267898383372,3.0,0.0,0
2020-12-18 00:00:00,644,178,0.2763975155279504,24.0,5.0,0.2083333333333334
2020-12-17 00:00:00,619,153,0.247172859450727,14.0,4.0,0.2857142857142857
2020-12-16 00:00:00,613,163,0.265905383360522,24.0,4.0,0.1666666666666667
2020-12-15 00:00:00,587,151,0.2572402044293015,36.0,4.0,0.1111111111111111
2020-12-14 00:00:00,711,193,0.2714486638537271,13.0,2.0,0.1538461538461539
2020-12-13 00:00:00,357,90,0.2521008403361345,1.0,0.0,0
2020-12-12 00:00:00,357,100,0.2801120448179272,51.0,8.0,0.1568627450980392
2020-12-11 00:00:00,677,138,0.2038404726735598,18.0,3.0,0.1666666666666667
2020-12-10 00:00:00,600,124,0.2066666666666667,29.0,6.0,0.2068965517241379
2020-12-09 00:00:00,669,121,0.1808669656203289,33.0,7.0,0.2121212121212121
2020-12-08 00:00:00,776,136,0.1752577319587629,75.0,5.0,0.0666666666666667
2020-12-07 00:00:00,668,137,0.2050898203592815,77.0,16.0,0.2077922077922078
2020-12-06 00:00:00,274,67,0.2445255474452555,,,
2020-12-05 00:00:00,283,82,0.2897526501766785,,,
2020-12-04 00:00:00,484,115,0.237603305785124,23.0,1.0,0.0434782608695652
2020-12-03 00:00:00,530,122,0.230188679245283,28.0,5.0,0.1785714285714286
2020-12-02 00:00:00,661,141,0.2133131618759456,18.0,2.0,0.1111111111111111
2020-12-01 00:00:00,585,152,0.2598290598290599,54.0,6.0,0.1111111111111111
2020-11-30 00:00:00,640,136,0.2125,41.0,8.0,0.1951219512195122
2020-11-29 00:00:00,323,87,0.2693498452012384,1.0,0.0,0
2020-11-28 00:00:00,248,64,0.2580645161290323,,,
2020-11-27 00:00:00,369,86,0.2330623306233062,6.0,2.0,0.3333333333333333
2020-11-26 00:00:00,110,21,0.1909090909090909,1.0,0.0,0
2020-11-25 00:00:00,395,69,0.1746835443037975,12.0,0.0,0
2020-11-24 00:00:00,446,79,0.1771300448430494,19.0,4.0,0.2105263157894737
2020-11-23 00:00:00,577,97,0.1681109185441941,19.0,2.0,0.1052631578947368
2020-11-22 00:00:00,240,30,0.125,1.0,0.0,0
2020-11-21 00:00:00,255,46,0.1803921568627451,2.0,0.0,0
2020-11-20 00:00:00,495,58,0.1171717171717172,36.0,6.0,0.1666666666666667
2020-11-19 00:00:00,456,53,0.1162280701754386,14.0,2.0,0.1428571428571429
2020-11-18 00:00:00,514,49,0.0953307392996109,84.0,4.0,0.0476190476190476
2020-11-17 00:00:00,506,77,0.1521739130434783,48.0,3.0,0.0625
2020-11-16 00:00:00,450,78,0.1733333333333334,31.0,3.0,0.0967741935483871
2020-11-15 00:00:00,215,43,0.2,,,
2020-11-14 00:00:00,239,38,0.1589958158995816,23.0,0.0,0
2020-11-13 00:00:00,350,44,0.1257142857142857,17.0,0.0,0
2020-11-12 00:00:00,395,55,0.1392405063291139,14.0,1.0,0.0714285714285714
2020-11-11 00:00:00,328,49,0.149390243902439,18.0,2.0,0.1111111111111111
2020-11-10 00:00:00,395,68,0.1721518987341772,18.0,3.0,0.1666666666666667
2020-11-09 00:00:00,297,41,0.1380471380471381,16.0,3.0,0.1875
2020-11-08 00:00:00,100,15,0.15,,,
2020-11-07 00:00:00,244,28,0.1147540983606558,3.0,0.0,0
2020-11-06 00:00:00,281,26,0.0925266903914591,11.0,0.0,0
2020-11-05 00:00:00,366,43,0.1174863387978142,13.0,0.0,0
2020-11-04 00:00:00,288,33,0.1145833333333333,33.0,3.0,0.0909090909090909
2020-11-03 00:00:00,368,43,0.1168478260869565,38.0,4.0,0.1052631578947368
2020-11-02 00:00:00,301,41,0.1362126245847176,19.0,1.0,0.0526315789473684
2020-11-01 00:00:00,126,19,0.1507936507936508,1.0,0.0,0
2020-10-31 00:00:00,148,20,0.1351351351351352,2.0,1.0,0.5
2020-10-30 00:00:00,277,27,0.0974729241877256,7.0,3.0,0.4285714285714286
2020-10-29 00:00:00,257,21,0.0817120622568093,126.0,7.0,0.0555555555555556
2020-10-28 00:00:00,226,23,0.1017699115044248,110.0,8.0,0.0727272727272727
2020-10-27 00:00:00,213,22,0.1032863849765258,128.0,12.0,0.09375
2020-10-26 00:00:00,192,27,0.140625,28.0,4.0,0.1428571428571429
2020-10-25 00:00:00,83,11,0.1325301204819277,,,
2020-10-24 00:00:00,113,8,0.0707964601769912,,,
2020-10-23 00:00:00,211,21,0.0995260663507109,14.0,1.0,0.0714285714285714
2020-10-22 00:00:00,221,9,0.0407239819004525,20.0,4.0,0.2
2020-10-21 00:00:00,190,10,0.0526315789473684,34.0,0.0,0
2020-10-20 00:00:00,210,7,0.0333333333333333,22.0,2.0,0.0909090909090909
2020-10-19 00:00:00,208,11,0.0528846153846154,12.0,1.0,0.0833333333333333
2020-10-18 00:00:00,85,2,0.0235294117647059,,,
2020-10-17 00:00:00,86,4,0.0465116279069767,4.0,1.0,0.25
2020-10-16 00:00:00,201,10,0.0497512437810945,13.0,2.0,0.1538461538461539
2020-10-15 00:00:00,213,9,0.0422535211267606,19.0,2.0,0.1052631578947368
2020-10-14 00:00:00,288,7,0.0243055555555556,13.0,1.0,0.0769230769230769
2020-10-13 00:00:00,190,6,0.0315789473684211,15.0,2.0,0.1333333333333333
2020-10-12 00:00:00,201,13,0.0646766169154229,17.0,2.0,0.1176470588235294
2020-10-11 00:00:00,92,3,0.0326086956521739,,,
2020-10-10 00:00:00,76,1,0.0131578947368421,20.0,2.0,0.1
2020-10-09 00:00:00,156,4,0.0256410256410256,104.0,6.0,0.0576923076923077
2020-10-08 00:00:00,199,3,0.0150753768844221,82.0,6.0,0.0731707317073171
2020-10-07 00:00:00,227,7,0.0308370044052863,90.0,8.0,0.0888888888888889
2020-10-06 00:00:00,210,3,0.0142857142857143,101.0,7.0,0.0693069306930693
2020-10-05 00:00:00,181,2,0.0110497237569061,46.0,1.0,0.0217391304347826
2020-10-04 00:00:00,93,6,0.0645161290322581,1.0,1.0,1
2020-10-03 00:00:00,101,5,0.0495049504950495,,,
2020-10-02 00:00:00,230,7,0.0304347826086957,51.0,2.0,0.0392156862745098
2020-10-01 00:00:00,212,6,0.0283018867924528,54.0,2.0,0.037037037037037
2020-09-30 00:00:00,167,6,0.0359281437125749,38.0,5.0,0.1315789473684211
2020-09-29 00:00:00,119,9,0.0756302521008403,58.0,8.0,0.1379310344827586
2020-09-28 00:00:00,137,8,0.0583941605839416,104.0,8.0,0.0769230769230769
2020-09-27 00:00:00,79,2,0.0253164556962025,1.0,0.0,0
2020-09-26 00:00:00,63,6,0.0952380952380952,2.0,0.0,0
2020-09-25 00:00:00,137,5,0.0364963503649635,11.0,0.0,0
2020-09-24 00:00:00,173,4,0.023121387283237,28.0,0.0,0
2020-09-23 00:00:00,141,6,0.0425531914893617,39.0,2.0,0.0512820512820513
2020-09-22 00:00:00,132,5,0.0378787878787879,39.0,1.0,0.0256410256410256
2020-09-21 00:00:00,186,8,0.043010752688172,32.0,4.0,0.125
2020-09-20 00:00:00,59,4,0.0677966101694915,2.0,0.0,0
2020-09-19 00:00:00,106,6,0.0566037735849057,3.0,0.0,0
2020-09-18 00:00:00,138,2,0.0144927536231884,21.0,2.0,0.0952380952380952
2020-09-17 00:00:00,174,1,0.0057471264367816,17.0,4.0,0.2352941176470588
2020-09-16 00:00:00,123,3,0.024390243902439,22.0,4.0,0.1818181818181818
2020-09-15 00:00:00,131,9,0.0687022900763359,10.0,1.0,0.1
2020-09-14 00:00:00,185,5,0.027027027027027,15.0,2.0,0.1333333333333333
2020-09-13 00:00:00,175,2,0.0114285714285714,,,
2020-09-12 00:00:00,194,6,0.0309278350515464,,,
