date,Pima_cume,Pima
1/1/2021,27,
1/10/2021,29,2
1/11/2021,33,4
1/12/2021,35,2
1/13/2021,36,1
1/14/2021,42,6
1/15/2021,43,1
1/16/2021,48,5
1/17/2021,49,1
1/18/2021,50,1
1/19/2021,54,4
1/2/2021,74,20
1/20/2021,80,6
1/21/2021,1315,1235
1/22/2021,2725,1410
1/23/2021,3466,741
1/24/2021,3475,9
1/25/2021,5002,1527
1/26/2021,6514,1512
1/27/2021,8375,1861
1/28/2021,9418,1043
1/29/2021,9420,2
1/3/2021,10215,795
1/30/2021,10384,169
1/31/2021,12245,1861
1/4/2021,14338,2093
1/5/2021,16613,2275
1/6/2021,18274,1661
1/7/2021,18737,463
1/8/2021,19371,634
1/9/2021,19811,440
10/1/2021,21653,1842
10/2/2021,23406,1753
10/3/2021,25577,2171
10/4/2021,27838,2261
10/5/2021,30506,2668
10/6/2021,32033,1527
12/1/2020,32444,411
12/10/2020,35235,2791
12/11/2020,37982,2747
12/12/2020,40483,2501
12/13/2020,42930,2447
12/14/2020,47032,4102
12/15/2020,48446,1414
12/16/2020,48955,509
12/17/2020,52935,3980
12/18/2020,57059,4124
12/19/2020,61816,4757
12/2/2020,67178,5362
12/20/2020,73756,6578
12/21/2020,76324,2568
12/22/2020,77333,1009
12/23/2020,84692,7359
12/24/2020,91711,7019
12/25/2020,99291,7580
12/26/2020,106272,6981
12/27/2020,113582,7310
12/28/2020,117416,3834
12/29/2020,118942,1526
12/3/2020,124851,5909
12/30/2020,131216,6365
12/31/2020,138243,7027
12/4/2020,145515,7272
12/5/2020,154364,8849
12/9/2020,158738,4374
2/1/2021,159837,1099
2/10/2021,166738,6901
2/11/2021,172955,6217
2/12/2021,180495,7540
2/13/2021,188255,7760
2/14/2021,197069,8814
2/15/2021,201378,4309
2/16/2021,202311,933
2/17/2021,208486,6175
2/18/2021,215387,6901
2/19/2021,222951,7564
2/2/2021,230227,7276
2/20/2021,234572,4345
2/21/2021,236693,2121
2/22/2021,237383,690
2/23/2021,241231,3848
2/24/2021,245793,4562
2/25/2021,252204,6411
2/26/2021,260460,8256
2/27/2021,270669,10209
2/28/2021,275068,4399
2/3/2021,277256,2188
2/4/2021,284899,7643
2/5/2021,291610,6711
2/6/2021,299786,8176
2/7/2021,306136,6350
2/8/2021,314088,7952
2/9/2021,318819,4731
3/1/2021,321118,2299
3/10/2021,329091,7973
3/11/2021,337057,7966
3/12/2021,346962,9905
3/13/2021,356584,9622
3/14/2021,367081,10497
3/15/2021,372279,5198
3/16/2021,374127,1848
3/17/2021,380919,6792
3/18/2021,388593,7674
3/19/2021,397451,8858
3/2/2021,406090,8639
3/20/2021,415178,9088
3/21/2021,419614,4436
3/22/2021,423184,3570
3/23/2021,429667,6483
3/24/2021,436960,7293
3/25/2021,445750,8790
3/26/2021,455894,10144
3/27/2021,466263,10369
3/28/2021,471921,5658
3/29/2021,474899,2978
3/3/2021,481658,6759
3/30/2021,490073,8415
3/31/2021,499762,9689
3/4/2021,507823,8061
3/5/2021,516594,8771
3/6/2021,521659,5065
3/7/2021,523483,1824
3/8/2021,531517,8034
3/9/2021,540306,8789
4/1/2021,551162,10856
4/10/2021,561753,10591
4/11/2021,572970,11217
4/12/2021,578593,5623
4/13/2021,580548,1955
4/14/2021,589054,8506
4/15/2021,596308,7254
4/16/2021,604617,8309
4/17/2021,613326,8709
4/18/2021,622395,9069
4/19/2021,625974,3579
4/2/2021,628611,2637
4/20/2021,635024,6413
4/21/2021,641929,6905
4/22/2021,649872,7943
4/23/2021,657572,7700
4/24/2021,666031,8459
4/25/2021,670856,4825
4/26/2021,672418,1562
4/27/2021,679985,7567
4/28/2021,687331,7346
4/29/2021,694614,7283
4/3/2021,701607,6993
4/30/2021,707969,6362
4/4/2021,710208,2239
4/5/2021,711417,1209
4/6/2021,717152,5735
4/7/2021,722640,5488
4/8/2021,728846,6206
4/9/2021,734013,5167
5/1/2021,739414,5401
5/10/2021,741890,2476
5/11/2021,742880,990
5/12/2021,746797,3917
5/13/2021,750076,3279
5/14/2021,753763,3687
5/15/2021,758429,4666
5/16/2021,763810,5381
5/17/2021,767122,3312
5/18/2021,769021,1899
5/19/2021,773353,4332
5/2/2021,776651,3298
5/20/2021,779899,3248
5/21/2021,783098,3199
5/22/2021,787604,4506
5/23/2021,790344,2740
5/24/2021,791995,1651
5/25/2021,795018,3023
5/26/2021,798026,3008
5/27/2021,800856,2830
5/28/2021,803403,2547
5/29/2021,806762,3359
5/3/2021,808577,1815
5/30/2021,809506,929
5/31/2021,810215,709
5/4/2021,813090,2875
5/5/2021,815514,2424
5/6/2021,818143,2629
5/7/2021,821567,3424
5/8/2021,824235,2668
5/9/2021,825889,1654
6/1/2021,828630,2741
6/10/2021,831098,2468
6/11/2021,833450,2352
6/12/2021,835839,2389
6/13/2021,838736,2897
6/14/2021,841013,2277
6/15/2021,842168,1155
6/16/2021,844877,2709
6/17/2021,846780,1903
6/18/2021,848853,2073
6/19/2021,850807,1954
6/2/2021,853378,2571
6/20/2021,855023,1645
6/21/2021,855781,758
6/22/2021,857567,1786
6/23/2021,859580,2013
6/24/2021,861505,1925
6/25/2021,863294,1789
6/26/2021,865652,2358
6/27/2021,867080,1428
6/28/2021,867686,606
6/29/2021,869155,1469
6/3/2021,870760,1605
6/30/2021,872413,1653
6/4/2021,873744,1331
6/5/2021,875368,1624
6/6/2021,876220,852
6/7/2021,876435,215
6/8/2021,877413,978
6/9/2021,878877,1464
7/1/2021,880580,1703
7/10/2021,882396,1816
7/11/2021,884343,1947
7/12/2021,885458,1115
7/13/2021,885924,466
7/14/2021,887264,1340
7/15/2021,888652,1388
7/16/2021,889908,1256
7/17/2021,891137,1229
7/18/2021,892849,1712
7/19/2021,893994,1145
7/2/2021,894487,493
7/20/2021,895988,1501
7/21/2021,897484,1496
7/22/2021,899035,1551
7/23/2021,900497,1462
7/24/2021,902404,1907
7/25/2021,903510,1106
7/26/2021,904161,651
7/27/2021,905791,1630
7/28/2021,907849,2058
7/29/2021,909886,2037
7/3/2021,911686,1800
7/30/2021,914213,2527
7/31/2021,915761,1548
7/4/2021,916498,737
7/5/2021,918347,1849
7/6/2021,920346,1999
7/7/2021,922141,1795
7/8/2021,923676,1535
7/9/2021,926273,2597
8/1/2021,927703,1430
8/10/2021,928428,725
8/11/2021,930222,1794
8/12/2021,931960,1738
8/13/2021,933660,1700
8/14/2021,935321,1661
8/15/2021,937981,2660
8/16/2021,939538,1557
8/17/2021,940582,1044
8/18/2021,942763,2181
8/19/2021,944891,2128
8/2/2021,947257,2366
8/20/2021,949289,2032
8/21/2021,952070,2781
8/22/2021,953506,1436
8/23/2021,954672,1166
8/24/2021,957008,2336
8/25/2021,959509,2501
8/26/2021,961691,2182
8/27/2021,963552,1861
8/28/2021,966074,2522
8/29/2021,967495,1421
8/3/2021,968496,1001
8/30/2021,970190,1694
8/31/2021,971939,1749
8/4/2021,973504,1565
8/5/2021,974882,1378
8/6/2021,977070,2188
8/7/2021,978152,1082
8/8/2021,978876,724
8/9/2021,979110,234
9/1/2021,980489,1379
9/10/2021,981937,1448
9/11/2021,983233,1296
9/12/2021,985309,2076
9/13/2021,986731,1422
9/14/2021,987486,755
9/15/2021,988986,1500
9/16/2021,990580,1594
9/17/2021,991439,859
9/18/2021,992747,1308
9/19/2021,994839,2092
9/2/2021,995978,1139
9/20/2021,996500,522
9/21/2021,997380,880
9/22/2021,998826,1446
9/23/2021,1000263,1437
9/24/2021,1001449,1186
9/25/2021,1003615,2166
9/26/2021,1005547,1932
9/27/2021,1006568,1021
9/28/2021,1008611,2043
9/29/2021,1011248,2637
9/3/2021,1013461,2213
9/30/2021,1015326,1865
9/4/2021,1017899,2573
9/5/2021,1019244,1345
9/6/2021,1019900,656
9/7/2021,1022287,2387
9/8/2021,1024679,2392
9/9/2021,1025239,560
