date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,940,868,641,482,229,7
1/10/2021,1288,1204,929,711,506,10
1/11/2021,1348,1291,994,749,847,10
1/12/2021,1411,1360,1070,802,1169,11
1/13/2021,1496,1434,1145,864,1505,11
1/14/2021,1516,1451,1174,887,1593,11
1/15/2021,1545,1466,1195,914,1683,11
1/16/2021,1549,1467,1199,915,1688,11
1/17/2021,1551,1470,1200,916,1692,11
1/18/2021,1559,1477,1209,920,1709,11
1/19/2021,1602,1504,1239,949,1822,16
1/2/2021,942,869,641,484,230,7
1/20/2021,1617,1511,1248,961,1852,17
1/21/2021,1738,1702,1421,1061,2374,20
1/22/2021,1846,1796,1504,1141,3036,21
1/23/2021,1875,1835,1529,1172,3071,22
1/24/2021,1876,1837,1532,1175,3082,22
1/25/2021,1911,1910,1596,1224,3239,22
1/26/2021,2042,2052,1737,1360,3393,30
1/27/2021,2181,2207,1853,1456,3597,30
1/28/2021,2338,2358,2041,1674,4294,31
1/29/2021,2496,2490,2205,1814,5378,33
1/3/2021,944,869,641,484,230,7
1/30/2021,2536,2521,2243,1887,6238,33
1/31/2021,2537,2522,2243,1888,6254,33
1/4/2021,1000,924,681,516,268,7
1/5/2021,1088,1017,747,561,303,7
1/6/2021,1202,1132,841,626,373,10
1/7/2021,1248,1171,899,664,404,10
1/8/2021,1281,1200,925,705,495,10
1/9/2021,1283,1201,929,709,500,10
10/1/2021,30589,17709,17857,19725,31659,15887
10/2/2021,30610,17715,17866,19730,31664,15909
10/3/2021,30617,17718,17871,19731,31666,15917
10/4/2021,30658,17737,17890,19741,31674,15941
10/5/2021,30690,17760,17907,19754,31689,15973
10/6/2021,30713,17770,17911,19759,31692,15998
12/1/2020,1,1,2,,2,
12/10/2020,1,2,4,,3,
12/11/2020,1,2,4,,3,
12/12/2020,1,2,6,,3,
12/13/2020,1,2,6,,3,
12/14/2020,1,2,6,,3,
12/15/2020,1,2,6,,3,
12/16/2020,3,3,7,1,4,
12/17/2020,9,7,11,7,7,
12/18/2020,9,7,12,7,7,
12/19/2020,9,7,13,7,9,
12/2/2020,1,1,2,,2,
12/20/2020,9,9,13,8,9,
12/21/2020,74,46,51,25,24,
12/22/2020,252,245,174,136,57,1
12/23/2020,441,460,331,254,98,4
12/24/2020,502,514,389,294,105,4
12/25/2020,502,514,389,294,105,4
12/26/2020,526,549,404,313,111,4
12/27/2020,526,549,404,313,112,4
12/28/2020,669,661,482,362,139,6
12/29/2020,767,751,539,410,172,7
12/3/2020,1,1,3,,2,
12/30/2020,904,850,621,463,207,7
12/31/2020,936,865,635,477,215,7
12/4/2020,1,1,4,,2,
12/5/2020,1,1,4,,2,
12/6/2020,1,1,4,,2,
12/7/2020,1,1,4,,2,
12/8/2020,1,1,4,,3,
12/9/2020,1,1,4,,3,
2/1/2021,2580,2547,2265,1912,6859,35
2/10/2021,2917,2851,2641,2357,9967,50
2/11/2021,3045,2966,2772,2511,10981,61
2/12/2021,3101,3016,2830,2566,12065,62
2/13/2021,3128,3039,2847,2600,12713,64
2/14/2021,3133,3043,2847,2601,12719,64
2/15/2021,3139,3047,2851,2608,12757,64
2/16/2021,3164,3051,2860,2612,12802,66
2/17/2021,3202,3087,2910,2671,12856,67
2/18/2021,3231,3109,2926,2689,12986,67
2/19/2021,3300,3181,3011,2784,13134,69
2/2/2021,2611,2582,2299,1968,7554,39
2/20/2021,3340,3202,3035,2819,13184,73
2/21/2021,3341,3203,3038,2819,13195,73
2/22/2021,3344,3206,3039,2821,13204,73
2/23/2021,3385,3260,3075,2875,13382,77
2/24/2021,3406,3293,3099,2917,14386,80
2/25/2021,3479,3350,3165,2994,15380,82
2/26/2021,3539,3408,3208,3094,16383,84
2/27/2021,3568,3434,3224,3128,16748,87
2/28/2021,3588,3459,3261,3158,16867,87
2/3/2021,2735,2716,2468,2136,8252,42
2/4/2021,2784,2758,2525,2198,8576,45
2/5/2021,2821,2788,2557,2229,8707,47
2/6/2021,2832,2789,2558,2234,8730,48
2/7/2021,2833,2790,2559,2235,8748,48
2/8/2021,2853,2813,2577,2264,8851,48
2/9/2021,2874,2833,2611,2305,8892,48
3/1/2021,3615,3483,3278,3187,17021,89
3/10/2021,4578,4288,4274,4995,20041,117
3/11/2021,4798,4397,4394,5225,20363,127
3/12/2021,4850,4456,4509,5854,20707,131
3/13/2021,4926,4513,4557,5978,20857,132
3/14/2021,4938,4518,4567,6044,20924,132
3/15/2021,5061,4618,4696,6247,21031,138
3/16/2021,5302,4836,4933,6594,21207,148
3/17/2021,5884,5061,5139,6868,21765,156
3/18/2021,6259,5295,5484,7804,22549,177
3/19/2021,6603,5590,5880,8741,23164,196
3/2/2021,3645,3498,3306,3220,17145,91
3/20/2021,6686,5648,5968,9076,23475,203
3/21/2021,6703,5658,5989,9115,23507,205
3/22/2021,6736,5708,6029,9212,23584,210
3/23/2021,6986,5914,6256,9500,23727,228
3/24/2021,7502,6226,6629,9873,23983,291
3/25/2021,8003,6473,6907,10205,24153,328
3/26/2021,8289,6653,7173,10455,24352,372
3/27/2021,8330,6666,7196,10488,24385,377
3/28/2021,8351,6677,7210,10507,24398,378
3/29/2021,8621,6832,7403,10696,24574,494
3/3/2021,3671,3531,3336,3268,17308,94
3/30/2021,9433,7349,8104,11316,24956,684
3/31/2021,10331,7849,8733,11760,25283,888
3/4/2021,3780,3649,3464,3468,17646,99
3/5/2021,4101,3898,3752,3922,18547,108
3/6/2021,4118,3909,3766,3993,18620,108
3/7/2021,4129,3918,3779,4048,18667,110
3/8/2021,4156,3941,3814,4198,19126,111
3/9/2021,4374,4143,4050,4541,19678,114
4/1/2021,11013,8223,9194,12151,25597,1099
4/10/2021,14686,10309,11352,14259,27264,2239
4/11/2021,14821,10382,11410,14354,27333,2311
4/12/2021,14963,10455,11514,14460,27442,2352
4/13/2021,15155,10556,11644,14600,27565,2403
4/14/2021,15528,10753,11850,14765,27689,2478
4/15/2021,15694,10962,12043,14867,27785,2567
4/16/2021,15892,11112,12184,14971,27872,2614
4/17/2021,16019,11185,12249,15039,27923,2665
4/18/2021,16063,11208,12278,15075,27947,2689
4/19/2021,16202,11308,12370,15147,28016,2712
4/2/2021,11508,8523,9533,12455,25792,1268
4/20/2021,16300,11364,12425,15237,28085,2747
4/21/2021,16428,11443,12522,15316,28175,2794
