date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,216,260,270,321,899,6
1/10/2021,366,445,465,563,2163,32
1/11/2021,402,494,530,613,2344,35
1/12/2021,428,521,590,683,2562,36
1/13/2021,448,542,613,749,2720,37
1/14/2021,479,588,652,833,2919,46
1/15/2021,511,633,709,912,3159,47
1/16/2021,515,634,710,914,3167,47
1/17/2021,517,635,710,915,3169,47
1/18/2021,530,646,740,941,3193,47
1/19/2021,561,672,779,1022,3346,48
1/2/2021,217,260,270,321,900,6
1/20/2021,584,709,831,1106,3494,54
1/21/2021,665,785,932,1249,3684,70
1/22/2021,733,841,982,1348,3808,86
1/23/2021,738,843,985,1353,3933,120
1/24/2021,739,844,985,1354,3946,122
1/25/2021,751,858,1010,1404,4060,124
1/26/2021,778,877,1040,1455,4200,126
1/27/2021,799,896,1064,1493,4360,139
1/28/2021,946,982,1174,1614,4571,189
1/29/2021,1019,1029,1239,1709,4803,248
1/3/2021,217,260,270,322,902,6
1/30/2021,1031,1048,1290,1738,4823,248
1/31/2021,1031,1049,1292,1739,4831,248
1/4/2021,231,280,288,350,1028,6
1/5/2021,274,313,327,385,1250,6
1/6/2021,287,335,346,413,1591,25
1/7/2021,326,404,433,509,1965,31
1/8/2021,365,444,464,558,2160,32
1/9/2021,366,445,464,563,2163,32
10/1/2021,5686,4345,4777,7009,14333,6379
10/2/2021,5687,4346,4779,7011,14336,6379
10/3/2021,5688,4347,4779,7011,14337,6379
10/4/2021,5694,4352,4781,7017,14339,6385
10/5/2021,5698,4355,4783,7020,14343,6387
10/6/2021,5702,4359,4787,7020,14348,6390
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,6,5,6,5,2,1
12/17/2020,9,12,15,15,6,1
12/18/2020,17,24,26,21,18,1
12/19/2020,18,24,26,22,18,1
12/2/2020,,,,,,1
12/20/2020,18,24,26,23,18,1
12/21/2020,19,24,26,23,21,2
12/22/2020,22,36,42,31,59,2
12/23/2020,51,67,65,62,108,2
12/24/2020,64,84,80,77,154,2
12/25/2020,66,85,81,77,154,2
12/26/2020,66,85,82,77,154,2
12/27/2020,67,85,82,77,154,2
12/28/2020,105,136,140,152,272,2
12/29/2020,127,182,195,215,457,3
12/3/2020,,,,,,1
12/30/2020,168,222,238,268,642,4
12/31/2020,213,257,270,318,819,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,1,,,1,,1
12/8/2020,1,,,1,,1
12/9/2020,1,,,1,,1
2/1/2021,1050,1068,1324,1824,5085,261
2/10/2021,1255,1313,1720,2468,6779,456
2/11/2021,1376,1400,1790,2571,7039,494
2/12/2021,1439,1449,1835,2645,7290,511
2/13/2021,1642,1552,1927,2724,7397,549
2/14/2021,1645,1553,1930,2730,7427,551
2/15/2021,1653,1558,1936,2745,7517,552
2/16/2021,1681,1581,1969,2783,7802,574
2/17/2021,1730,1624,2020,2828,8044,658
2/18/2021,1766,1653,2054,2886,8251,678
2/19/2021,1815,1683,2091,2932,8335,693
2/2/2021,1065,1082,1352,1853,5325,268
2/20/2021,1848,1698,2106,2947,8355,713
2/21/2021,1850,1699,2108,2948,8367,716
2/22/2021,1904,1740,2147,2985,8421,728
2/23/2021,1973,1781,2180,3054,8547,763
2/24/2021,2009,1804,2198,3101,8672,773
2/25/2021,2056,1852,2246,3175,8961,904
2/26/2021,2117,1896,2292,3210,9081,986
2/27/2021,2132,1905,2300,3225,9119,988
2/28/2021,2135,1905,2304,3229,9125,990
2/3/2021,1087,1108,1385,1915,5633,271
2/4/2021,1103,1137,1431,1969,5852,290
2/5/2021,1118,1154,1464,2098,6009,297
2/6/2021,1159,1210,1602,2335,6113,396
2/7/2021,1159,1210,1603,2335,6121,397
2/8/2021,1189,1250,1642,2363,6318,410
2/9/2021,1199,1275,1674,2407,6527,421
3/1/2021,2176,1929,2326,3255,9217,999
3/10/2021,2421,2083,2538,3770,10164,1156
3/11/2021,2453,2115,2559,3891,10359,1164
3/12/2021,2476,2126,2577,3964,10459,1169
3/13/2021,2486,2129,2585,3984,10490,1172
3/14/2021,2486,2130,2586,3992,10505,1173
3/15/2021,2513,2152,2640,4148,10668,1185
3/16/2021,2540,2169,2666,4191,10744,1191
3/17/2021,2583,2209,2712,4301,10855,1194
3/18/2021,2630,2240,2750,4443,11065,1220
3/19/2021,2656,2264,2780,4513,11155,1229
3/2/2021,2213,1949,2346,3300,9339,1007
3/20/2021,2665,2267,2782,4522,11179,1234
3/21/2021,2667,2267,2786,4525,11196,1238
3/22/2021,2700,2296,2808,4578,11272,1243
3/23/2021,2739,2339,2864,4695,11482,1280
3/24/2021,2789,2398,2915,4794,11597,1315
3/25/2021,2828,2422,2956,4869,11701,1350
3/26/2021,2860,2448,3001,4931,11761,1388
3/27/2021,2899,2469,3020,4947,11774,1393
3/28/2021,2907,2471,3022,4953,11777,1395
3/29/2021,2950,2502,3065,5010,11862,1403
3/3/2021,2233,1966,2383,3370,9502,1049
