date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21005,22780,20805,18115,12428,199
1/10/2021,34662,34915,32926,29806,29340,453
1/11/2021,36593,36723,34878,31489,33118,510
1/12/2021,39389,39414,37653,34023,40683,612
1/13/2021,42153,42327,40762,36715,49471,700
1/14/2021,44905,45362,43994,39722,58852,769
1/15/2021,48382,48602,47354,42849,68014,880
1/16/2021,50175,50174,49034,44455,73398,926
1/17/2021,51282,51196,50102,45544,76866,964
1/18/2021,52935,52725,51843,47269,84656,1004
1/19/2021,54972,54591,53876,49444,94746,1100
1/2/2021,22907,24478,22349,19529,13488,229
1/20/2021,57391,57090,56802,52394,107017,1222
1/21/2021,60090,59956,60154,55872,122733,1364
1/22/2021,64586,64083,64772,60727,138429,1518
1/23/2021,67871,66844,67862,63906,148962,1665
1/24/2021,69393,68229,69386,65590,156610,1718
1/25/2021,71775,70373,71985,68540,170231,1799
1/26/2021,74692,72884,74885,71781,187510,1907
1/27/2021,77799,75498,77819,75151,206415,2004
1/28/2021,80832,78068,80779,78793,227671,2142
1/29/2021,84681,81206,84135,82521,247636,2338
1/3/2021,23805,25219,22998,20077,13841,248
1/30/2021,87502,83332,86476,84974,259058,2511
1/31/2021,88407,84069,87345,85996,265044,2554
1/4/2021,25525,26858,24598,21566,15739,271
1/5/2021,27320,28494,26186,23133,17861,301
1/6/2021,29518,30432,28227,25165,20942,364
1/7/2021,31322,32058,30004,26948,24279,400
1/8/2021,33039,33629,31661,28608,26700,423
1/9/2021,34129,34468,32503,29406,28867,448
10/1/2021,813436,555925,574114,657158,1161574,374906
10/2/2021,814261,556317,574480,657446,1161882,375304
10/3/2021,814693,556529,574632,657574,1162057,375514
10/4/2021,815954,557122,575149,657956,1162769,376073
10/5/2021,817171,557732,575614,658365,1163517,376611
10/6/2021,817555,557948,575773,658484,1163671,376847
12/1/2020,48,36,45,24,40,1
12/10/2020,68,51,66,48,72,3
12/11/2020,69,55,69,54,74,3
12/12/2020,71,55,71,58,77,3
12/13/2020,72,56,73,60,79,3
12/14/2020,74,62,76,63,88,3
12/15/2020,89,78,91,83,99,3
12/16/2020,201,232,257,213,157,3
12/17/2020,824,1065,1058,865,426,8
12/18/2020,1674,2073,1903,1526,727,9
12/19/2020,2283,2793,2484,1958,932,14
12/2/2020,51,39,47,29,45,2
12/20/2020,2494,3059,2741,2175,1031,16
12/21/2020,3851,4482,4008,3154,1515,23
12/22/2020,5680,6526,5815,4598,2167,32
12/23/2020,7921,9091,8063,6421,3079,48
12/24/2020,8872,10072,8878,7154,3443,51
12/25/2020,8909,10107,8906,7180,3461,51
12/26/2020,10407,11841,10344,8453,4019,64
12/27/2020,11031,12488,10956,8961,4272,73
12/28/2020,13151,14665,12961,10813,5512,96
12/29/2020,15988,17600,15693,13330,7676,140
12/3/2020,56,40,53,33,49,2
12/30/2020,19123,20925,18915,16303,10008,172
12/31/2020,20807,22585,20567,17846,11416,192
12/4/2020,57,40,55,36,51,2
12/5/2020,58,40,55,36,52,2
12/6/2020,59,40,55,37,52,2
12/7/2020,62,41,60,39,57,3
12/8/2020,64,42,61,43,60,3
12/9/2020,66,45,64,44,68,3
2/1/2021,90270,85780,89166,88331,281012,2666
2/10/2021,109806,101723,107312,111925,444957,4492
2/11/2021,112514,103961,109617,115104,467638,4853
2/12/2021,115788,106641,112461,118817,494864,5165
2/13/2021,119443,109487,115461,122177,514258,5562
2/14/2021,120367,110192,116376,123328,521641,5612
2/15/2021,121509,111193,117438,124779,535947,5678
2/16/2021,123401,112528,118941,126807,552686,5832
2/17/2021,125818,114388,120758,129092,569353,6454
2/18/2021,127299,115608,122031,130833,585456,6572
2/19/2021,129240,117094,123580,132754,597450,6983
2/2/2021,92339,87629,91207,90988,299201,2766
2/20/2021,132024,119101,125545,134938,607324,7321
2/21/2021,132705,119727,126222,135752,613227,7376
2/22/2021,133717,120526,127006,136800,621044,7473
2/23/2021,135418,121797,128470,138744,632931,7645
2/24/2021,137718,123640,130397,141403,649884,7875
2/25/2021,139841,125368,132222,143947,668907,8402
2/26/2021,142532,127532,134425,147147,687191,8673
2/27/2021,144559,129221,136149,149583,699438,8901
2/28/2021,145374,129845,136951,151143,707244,8971
2/3/2021,94767,89700,93494,93927,320059,2915
2/4/2021,97290,91739,96039,97106,339928,3080
2/5/2021,99994,94037,98588,100384,357501,3232
2/6/2021,102749,96110,101077,103429,374107,3887
2/7/2021,103419,96720,101704,104227,382041,3924
2/8/2021,105270,98177,103359,106434,399739,4077
2/9/2021,107174,99823,105147,108982,419804,4246
3/1/2021,146950,131161,138478,153593,718778,9185
3/10/2021,166316,145862,154835,235899,824158,11509
3/11/2021,169995,148736,157887,250879,838827,11828
3/12/2021,173738,151430,161026,264350,851635,12128
3/13/2021,176231,153411,163350,275493,859052,12355
3/14/2021,177998,154859,164907,283732,864041,12487
3/15/2021,180547,156939,167422,296799,873059,12727
3/16/2021,184413,159925,170926,309892,883096,13137
3/17/2021,189798,164010,175550,324903,895709,13611
3/18/2021,194872,168039,180420,339209,907447,14016
3/19/2021,201038,172624,185558,352764,917576,14594
3/2/2021,148881,132594,140063,156837,731790,9466
3/20/2021,205378,176061,189842,362167,924909,14978
3/21/2021,208602,178866,193031,368646,928695,15321
3/22/2021,213906,183199,197927,377420,935811,15914
3/23/2021,220911,188598,203765,387126,943044,16791
3/24/2021,231074,196425,212262,396628,950508,18746
3/25/2021,242815,205252,221846,405986,958093,20858
3/26/2021,253351,213217,230503,414315,963972,23050
3/27/2021,261831,219749,237437,419318,967052,25394
3/28/2021,268506,224745,242927,421970,968767,27386
3/29/2021,280035,233119,252261,426236,972015,30166
3/3/2021,150806,134110,141820,162080,746936,9765
3/30/2021,292570,242005,262172,431396,976096,33172
3/31/2021,306165,251545,273416,437497,981035,36705
3/4/2021,152852,135808,143622,172244,761082,10047
3/5/2021,155833,137949,145944,183641,773552,10404
3/6/2021,157700,139291,147415,192284,782243,10714
3/7/2021,158933,140242,148448,199174,787784,10801
3/8/2021,160741,141589,149970,210511,798791,10954
3/9/2021,163309,143657,152273,222421,810755,11180
4/1/2021,319119,260488,284423,443091,986162,39913
4/10/2021,404320,315691,346504,484824,1020970,61057
4/11/2021,408943,318523,349607,486852,1022429,62737
4/12/2021,416718,323430,355351,491233,1026405,64500
4/13/2021,423355,327384,359787,494649,1029374,66124
4/14/2021,430791,331849,364458,497890,1032086,67851
4/15/2021,438834,337326,369610,501545,1034975,69442
4/16/2021,445809,341905,374390,504935,1037609,71031
4/17/2021,450486,345102,378053,507418,1039551,72539
4/18/2021,453186,346715,379887,508652,1040438,73518
4/19/2021,458286,350042,383402,511507,1042930,74874
4/2/2021,329978,268007,293146,447852,989983,42874
4/20/2021,463163,353108,386813,514097,1045319,76151
4/21/2021,469464,357218,390970,517168,1048004,77646
4/22/2021,475484,361099,394857,520112,1050492,78974
4/23/2021,481425,365112,398843,523137,1052780,80583
4/24/2021,485149,367416,401370,525076,1054288,82108
4/25/2021,487552,368818,402868,526083,1054989,83117
4/26/2021,491915,371661,405866,528487,1057011,84519
4/27/2021,496566,374584,409046,531018,1059236,85691
4/28/2021,501497,377442,412239,533644,1061706,86947
4/29/2021,506144,380167,415131,536105,1064089,88006
4/3/2021,337187,272879,298849,450939,992203,45096
4/30/2021,511233,383139,418466,538917,1066503,89294
4/4/2021,340913,274965,301297,452175,993040,46187
4/5/2021,350190,280760,308000,457033,997311,48540
4/6/2021,360702,287283,315764,462783,1002696,51062
4/7/2021,373003,295799,324592,468844,1007873,53604
4/8/2021,384533,303322,332805,475093,1013387,55970
4/9/2021,396128,310426,340854,481006,1018168,58680
5/1/2021,514172,384899,420478,540566,1067597,90248
5/10/2021,540447,400091,436222,554005,1079579,97433
5/11/2021,543409,401662,437910,555508,1081017,98291
5/12/2021,546461,403412,439704,556995,1082455,99765
5/13/2021,549809,405365,441645,558534,1083778,107496
5/14/2021,553729,407726,443967,560346,1085282,115657
5/15/2021,556418,409435,445709,561712,1086119,125445
5/16/2021,558315,410501,446790,562490,1086650,129986
5/17/2021,561847,412512,448962,564155,1088173,134968
5/18/2021,565235,414450,450864,565749,1089659,139140
5/19/2021,568829,416440,452954,567467,1091159,144648
5/2/2021,516168,386094,421688,541470,1068218,90923
5/20/2021,572043,418344,454805,568980,1092503,148878
5/21/2021,575645,420506,456954,570596,1093755,155074
5/22/2021,578416,422100,458618,571790,1094480,161198
5/23/2021,580046,423018,459481,572424,1094857,163362
5/24/2021,582801,424563,460999,573694,1095932,166584
5/25/2021,585343,426086,462481,574922,1096921,169388
5/26/2021,588142,427586,463923,575994,1097879,172529
5/27/2021,590644,429005,465276,577103,1098770,175659
5/28/2021,593392,430610,466873,578357,1099719,179116
5/29/2021,595116,431574,467900,579115,1100179,181135
5/3/2021,519283,387786,423540,543139,1069814,91697
5/30/2021,596192,432199,468491,579565,1100398,182169
5/31/2021,596711,432509,468786,579787,1100558,182629
