date,La Paz_cume,La Paz
1/11/2021,30,
1/13/2021,70,40
1/14/2021,88,18
1/19/2021,111,23
1/20/2021,151,40
1/25/2021,212,61
1/26/2021,213,1
1/27/2021,400,187
1/28/2021,402,2
1/29/2021,445,43
1/30/2021,554,109
1/6/2021,577,23
1/7/2021,600,23
10/1/2021,1145,545
10/2/2021,1805,660
10/3/2021,1827,22
10/4/2021,1828,1
10/5/2021,1853,25
10/6/2021,1887,34
12/21/2020,2597,710
12/22/2020,2781,184
12/23/2020,2834,53
12/30/2020,2878,44
2/1/2021,2915,37
2/10/2021,3495,580
2/11/2021,3705,210
2/12/2021,3706,1
2/16/2021,3709,3
2/17/2021,3804,95
2/18/2021,4331,527
2/19/2021,4332,1
2/2/2021,4366,34
2/22/2021,4392,26
2/23/2021,4728,336
2/24/2021,5392,664
2/25/2021,5414,22
2/26/2021,5415,1
2/28/2021,5490,75
2/3/2021,5567,77
2/4/2021,6332,765
2/5/2021,7058,726
2/8/2021,7115,57
2/9/2021,7139,24
3/1/2021,7198,59
3/10/2021,7292,94
3/11/2021,7967,675
3/12/2021,8591,624
3/13/2021,8649,58
3/15/2021,8659,10
3/16/2021,8706,47
3/17/2021,8763,57
3/18/2021,9235,472
3/19/2021,9829,594
3/2/2021,9877,48
3/21/2021,9878,1
3/22/2021,9929,51
3/23/2021,9991,62
3/24/2021,10345,354
3/25/2021,10841,496
3/26/2021,10843,2
3/28/2021,10845,2
3/29/2021,10903,58
3/3/2021,11152,249
3/30/2021,11676,524
3/31/2021,11736,60
3/4/2021,11762,26
3/5/2021,11774,12
3/6/2021,11775,1
3/8/2021,11821,46
3/9/2021,11922,101
4/1/2021,12193,271
4/10/2021,12542,349
4/11/2021,12668,126
4/12/2021,12725,57
4/13/2021,12739,14
4/14/2021,12806,67
4/15/2021,12863,57
4/16/2021,13317,454
4/17/2021,13837,520
4/18/2021,13882,45
4/19/2021,13887,5
4/2/2021,13889,2
4/20/2021,13948,59
4/21/2021,14047,99
4/22/2021,14188,141
4/23/2021,14620,432
4/24/2021,14651,31
4/25/2021,14662,11
4/26/2021,14663,1
4/27/2021,14697,34
4/28/2021,14742,45
4/29/2021,15175,433
4/3/2021,15230,55
4/30/2021,15304,74
4/4/2021,15342,38
4/5/2021,15348,6
4/6/2021,15378,30
4/7/2021,15440,62
4/8/2021,15641,201
4/9/2021,15815,174
5/1/2021,15832,17
5/10/2021,15835,3
5/11/2021,15836,1
5/12/2021,15859,23
5/13/2021,15897,38
5/14/2021,15980,83
5/15/2021,16000,20
5/16/2021,16021,21
5/17/2021,16029,8
5/18/2021,16030,1
5/19/2021,16069,39
5/2/2021,16094,25
5/20/2021,16278,184
5/21/2021,16311,33
5/22/2021,16345,34
5/23/2021,16357,12
5/24/2021,16360,3
5/25/2021,16376,16
5/26/2021,16412,36
5/27/2021,16465,53
5/28/2021,16478,13
5/29/2021,16494,16
5/3/2021,16497,3
5/31/2021,16498,1
5/4/2021,16541,43
5/5/2021,16599,58
5/6/2021,16655,56
5/7/2021,16662,7
5/8/2021,16668,6
5/9/2021,16672,4
6/1/2021,16681,9
6/10/2021,16701,20
6/11/2021,16750,49
6/12/2021,16760,10
6/13/2021,16764,4
6/14/2021,16766,2
6/15/2021,16767,1
6/16/2021,16787,20
6/17/2021,16808,21
6/18/2021,16841,33
6/19/2021,16857,16
6/2/2021,16869,12
6/20/2021,16874,5
6/21/2021,16875,1
6/22/2021,16881,6
6/23/2021,16900,19
6/24/2021,16922,22
6/25/2021,16937,15
6/26/2021,16939,2
6/27/2021,16953,14
6/28/2021,16956,3
6/29/2021,16959,3
6/3/2021,16993,34
6/30/2021,17003,10
6/4/2021,17010,7
6/5/2021,17011,1
6/6/2021,17012,1
6/7/2021,17013,1
6/8/2021,17016,3
6/9/2021,17029,13
7/1/2021,17060,31
7/10/2021,17089,29
7/11/2021,17091,2
7/12/2021,17096,5
7/13/2021,17098,2
7/14/2021,17115,17
7/15/2021,17131,16
7/16/2021,17146,15
7/17/2021,17156,10
7/19/2021,17159,3
7/2/2021,17182,23
7/20/2021,17187,5
7/21/2021,17209,22
7/22/2021,17241,32
7/23/2021,17258,17
7/24/2021,17269,11
7/25/2021,17271,2
7/26/2021,17275,4
7/27/2021,17285,10
7/28/2021,17311,26
7/29/2021,17326,15
7/3/2021,17383,57
7/30/2021,17395,12
7/4/2021,17407,12
7/5/2021,17429,22
7/6/2021,17469,40
7/7/2021,17504,35
7/8/2021,17517,13
7/9/2021,17523,6
8/10/2021,17524,1
8/11/2021,17544,20
8/12/2021,17559,15
8/13/2021,17579,20
8/14/2021,17614,35
8/15/2021,17625,11
8/16/2021,17634,9
8/17/2021,17636,2
8/18/2021,17643,7
8/19/2021,17671,28
8/2/2021,17729,58
8/20/2021,17751,22
8/21/2021,17763,12
8/22/2021,17771,8
8/23/2021,17773,2
8/24/2021,17799,26
8/25/2021,17813,14
8/26/2021,17851,38
8/27/2021,17922,71
8/28/2021,17969,47
8/29/2021,17983,14
8/3/2021,17986,3
8/30/2021,18004,18
8/31/2021,18025,21
8/4/2021,18074,49
8/5/2021,18086,12
8/6/2021,18095,9
8/7/2021,18096,1
8/8/2021,18099,3
8/9/2021,18106,7
9/1/2021,18123,17
9/10/2021,18158,35
9/11/2021,18187,29
9/12/2021,18202,15
9/13/2021,18208,6
9/14/2021,18211,3
9/15/2021,18237,26
9/16/2021,18272,35
9/17/2021,18316,44
9/18/2021,18335,19
9/19/2021,18352,17
9/2/2021,18361,9
9/20/2021,18362,1
9/21/2021,18383,21
9/22/2021,18401,18
9/23/2021,18429,28
9/24/2021,18452,23
9/25/2021,18469,17
9/26/2021,18473,4
9/27/2021,18475,2
9/28/2021,18487,12
9/29/2021,18505,18
9/3/2021,18543,38
9/30/2021,18553,10
9/4/2021,18556,3
9/5/2021,18558,2
9/6/2021,18563,5
9/7/2021,18583,20
9/8/2021,18603,20
9/9/2021,18611,8
