date,Coconino_cume,Coconino
2020-12-01,1,
2020-12-02,2,1
2020-12-12,3,1
2020-12-15,12,9
2020-12-16,144,132
2020-12-17,272,128
2020-12-18,473,201
2020-12-19,518,45
2020-12-20,523,5
2020-12-21,531,8
2020-12-22,588,57
2020-12-23,895,307
2020-12-24,1219,324
2020-12-25,1318,99
2020-12-26,1386,68
2020-12-27,1466,80
2020-12-28,1670,204
2020-12-29,1999,329
2020-12-30,2425,426
2020-12-31,2655,230
2021-01-01,2771,116
2021-01-02,2846,75
2021-01-03,2851,5
2021-01-04,3196,345
2021-01-05,3564,368
2021-01-06,4005,441
2021-01-07,4599,594
2021-01-08,5202,603
2021-01-09,5300,98
2021-01-10,5309,9
2021-01-11,5674,365
2021-01-12,6234,560
2021-01-13,6800,566
2021-01-14,7464,664
2021-01-15,8607,1143
2021-01-16,8778,171
2021-01-17,8814,36
2021-01-18,9141,327
2021-01-19,9737,596
2021-01-20,11289,1552
2021-01-21,12214,925
2021-01-22,13199,985
2021-01-23,13695,496
2021-01-24,13727,32
2021-01-25,14447,720
2021-01-26,15148,701
2021-01-27,16591,1443
2021-01-28,18030,1439
2021-01-29,19093,1063
2021-01-30,19463,370
2021-01-31,19510,47
2021-02-01,20644,1134
2021-02-02,21618,974
2021-02-03,23393,1775
2021-02-04,25536,2143
2021-02-05,27789,2253
2021-02-06,29490,1701
2021-02-07,29582,92
2021-02-08,30693,1111
2021-02-09,31789,1096
2021-02-10,34601,2812
2021-02-11,36303,1702
2021-02-12,38981,2678
2021-02-13,40591,1610
2021-02-14,40662,71
2021-02-15,41960,1298
2021-02-16,43783,1823
2021-02-17,46490,2707
2021-02-18,47650,1160
2021-02-19,49016,1366
2021-02-20,50023,1007
2021-02-21,50057,34
2021-02-22,50590,533
2021-02-23,51341,751
2021-02-24,53501,2160
2021-02-25,55387,1886
2021-02-26,57230,1843
2021-02-27,58948,1718
2021-02-28,59084,136
2021-03-01,60962,1878
2021-03-02,62778,1816
2021-03-03,64606,1828
2021-03-04,66778,2172
2021-03-05,68565,1787
2021-03-06,69512,947
2021-03-07,69627,115
2021-03-08,70784,1157
2021-03-09,71860,1076
2021-03-10,74761,2901
2021-03-11,76738,1977
2021-03-12,79290,2552
2021-03-13,80531,1241
2021-03-14,80633,102
2021-03-15,81964,1331
2021-03-16,83855,1891
2021-03-17,85569,1714
2021-03-18,86908,1339
2021-03-19,88332,1424
2021-03-20,89252,920
2021-03-21,89343,91
2021-03-22,90120,777
2021-03-23,91563,1443
2021-03-24,93138,1575
2021-03-25,94847,1709
2021-03-26,96814,1967
2021-03-27,97362,548
2021-03-28,97518,156
2021-03-29,99133,1615
2021-03-30,100730,1597
2021-03-31,102310,1580
2021-04-01,103613,1303
2021-04-02,105010,1397
2021-04-03,105530,520
2021-04-04,105626,96
2021-04-05,106470,844
2021-04-06,107664,1194
2021-04-07,108685,1021
2021-04-08,109922,1237
2021-04-09,111122,1200
2021-04-10,111689,567
2021-04-11,111802,113
2021-04-12,112331,529
2021-04-13,113204,873
2021-04-14,114138,934
2021-04-15,115042,904
2021-04-16,116126,1084
2021-04-17,116467,341
2021-04-18,116547,80
2021-04-19,117522,975
2021-04-20,118451,929
2021-04-21,119383,932
2021-04-22,120352,969
2021-04-23,121467,1115
2021-04-24,121828,361
2021-04-25,122002,174
2021-04-26,122598,596
2021-04-27,123422,824
2021-04-28,124247,825
2021-04-29,125035,788
2021-04-30,125808,773
2021-05-01,126217,409
2021-05-02,126314,97
2021-05-03,126765,451
2021-05-04,127339,574
2021-05-05,127946,607
2021-05-06,128380,434
2021-05-07,129003,623
2021-05-08,129217,214
2021-05-09,129304,87
2021-05-10,129781,477
2021-05-11,130091,310
2021-05-12,130568,477
2021-05-13,131365,797
2021-05-14,132459,1094
2021-05-15,132921,462
2021-05-16,133001,80
2021-05-17,133510,509
2021-05-18,133862,352
2021-05-19,134539,677
2021-05-20,134982,443
2021-05-21,135568,586
2021-05-22,135956,388
2021-05-23,136025,69
2021-05-24,136254,229
2021-05-25,136483,229
2021-05-26,137044,561
2021-05-27,137335,291
2021-05-28,137795,460
2021-05-29,137926,131
2021-05-30,137974,48
2021-05-31,138009,35
2021-06-01,138227,218
2021-06-02,138710,483
2021-06-03,139109,399
2021-06-04,139761,652
2021-06-05,140097,336
2021-06-06,140160,63
2021-06-07,140468,308
2021-06-08,140653,185
2021-06-09,141328,675
2021-06-10,141679,351
2021-06-11,142174,495
2021-06-12,142366,192
2021-06-13,142408,42
2021-06-14,142768,360
2021-06-15,142928,160
2021-06-16,143300,372
2021-06-17,143536,236
2021-06-18,143856,320
2021-06-19,144016,160
2021-06-20,144062,46
2021-06-21,144206,144
2021-06-22,144341,135
2021-06-23,144643,302
2021-06-24,144828,185
2021-06-25,145118,290
2021-06-26,145223,105
2021-06-27,145275,52
2021-06-28,145470,195
2021-06-29,145614,144
2021-06-30,145870,256
2021-07-01,146030,160
2021-07-02,146304,274
2021-07-03,146391,87
2021-07-04,146401,10
2021-07-05,146489,88
2021-07-06,146647,158
2021-07-07,146897,250
2021-07-08,147043,146
2021-07-09,147265,222
2021-07-10,147464,199
2021-07-11,147496,32
2021-07-12,147666,170
2021-07-13,147789,123
2021-07-14,147969,180
2021-07-15,148182,213
2021-07-16,148442,260
2021-07-17,148539,97
2021-07-18,148580,41
2021-07-19,148762,182
2021-07-20,148948,186
2021-07-21,149169,221
2021-07-22,149341,172
2021-07-23,149562,221
2021-07-24,149681,119
2021-07-25,149732,51
2021-07-26,149959,227
2021-07-27,150131,172
2021-07-28,150405,274
2021-07-29,150618,213
2021-07-30,150895,277
2021-07-31,151021,126
2021-08-01,151083,62
2021-08-02,151343,260
2021-08-03,151543,200
2021-08-04,151866,323
2021-08-05,152063,197
2021-08-06,152380,317
2021-08-07,152717,337
2021-08-08,152783,66
2021-08-09,152994,211
2021-08-10,153146,152
2021-08-11,153441,295
2021-08-12,153704,263
2021-08-13,153991,287
2021-08-14,154144,153
2021-08-15,154240,96
2021-08-16,154453,213
2021-08-17,154633,180
2021-08-18,154959,326
2021-08-19,155211,252
2021-08-20,155490,279
2021-08-21,155653,163
2021-08-22,155706,53
2021-08-23,155945,239
2021-08-24,156161,216
2021-08-25,156434,273
2021-08-26,156686,252
2021-08-27,157026,340
2021-08-28,157188,162
2021-08-29,157279,91
2021-08-30,157469,190
2021-08-31,157624,155
2021-09-01,157877,253
2021-09-02,158024,147
2021-09-03,158282,258
2021-09-04,158386,104
2021-09-05,158442,56
2021-09-06,158460,18
2021-09-07,158668,208
2021-09-08,158885,217
2021-09-09,159039,154
2021-09-10,159209,170
2021-09-11,159461,252
2021-09-12,159561,100
2021-09-13,159724,163
2021-09-14,159879,155
2021-09-15,160064,185
2021-09-16,160201,137
2021-09-17,160412,211
2021-09-18,160556,144
2021-09-19,160652,96
2021-09-20,160741,89
2021-09-21,160866,125
2021-09-22,161052,186
2021-09-23,161182,130
2021-09-24,161372,190
2021-09-25,161556,184
2021-09-26,161640,84
2021-09-27,161792,152
2021-09-28,161970,178
2021-09-29,162308,338
2021-09-30,162621,313
2021-10-01,163009,388
2021-10-02,163257,248
2021-10-03,163351,94
2021-10-04,163591,240
2021-10-05,163847,256
2021-10-06,164127,280
2021-10-07,164450,323
2021-10-08,164733,283
2021-10-09,164833,100
2021-10-10,164892,59
2021-10-11,164982,90
2021-10-12,165106,124
2021-10-13,165312,206
2021-10-14,165485,173
2021-10-15,165717,232
2021-10-16,165785,68
2021-10-17,165845,60
2021-10-18,166021,176
2021-10-19,166193,172
2021-10-20,166418,225
2021-10-21,166569,151
2021-10-22,167118,549
2021-10-23,167447,329
2021-10-24,167631,184
2021-10-25,168237,606
2021-10-26,168827,590
2021-10-27,169741,914
2021-10-28,170358,617
2021-10-29,171362,1004
2021-10-30,171846,484
2021-10-31,172031,185
2021-11-01,172507,476
2021-11-02,172942,435
2021-11-03,173700,758
2021-11-04,174204,504
2021-11-05,175090,886
2021-11-06,175992,902
2021-11-07,176274,282
2021-11-08,176932,658
2021-11-09,177637,705
2021-11-10,178450,813
2021-11-11,178951,501
2021-11-12,180205,1254
2021-11-13,180715,510
2021-11-14,180996,281
2021-11-15,181666,670
2021-11-16,182373,707
2021-11-17,183110,737
2021-11-18,183696,586
2021-11-19,184918,1222
2021-11-20,185487,569
2021-11-21,185808,321
2021-11-22,186501,693
2021-11-23,187202,701
2021-11-24,187757,555
2021-11-26,188214,457
2021-11-27,188485,271
2021-11-28,188658,173
2021-11-29,189350,692
2021-11-30,190036,686
2021-12-01,190921,885
2021-12-02,191432,511
2021-12-03,192434,1002
2021-12-04,193235,801
2021-12-05,193625,390
2021-12-06,194172,547
2021-12-07,194655,483
2021-12-08,195524,869
2021-12-09,196544,1020
2021-12-10,197829,1285
2021-12-11,198420,591
2021-12-12,198743,323
2021-12-13,199325,582
2021-12-14,199808,483
2021-12-15,200289,481
2021-12-16,200749,460
2021-12-17,201585,836
2021-12-18,201830,245
2021-12-19,201906,76
