date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20772,22999,21161,18492,13333,177
1/10/2021,34281,35258,33417,30354,30943,398
1/11/2021,36200,37080,35393,32054,35315,453
1/12/2021,38966,39768,38208,34610,43183,548
1/13/2021,41710,42701,41359,37368,52206,628
1/14/2021,44456,45761,44617,40419,61840,689
1/15/2021,47918,49021,48036,43581,71297,786
1/16/2021,49696,50592,49714,45204,76724,823
1/17/2021,50791,51608,50791,46293,80229,853
1/18/2021,52435,53126,52543,48041,88291,889
1/19/2021,54479,54998,54601,50245,98466,977
1/2/2021,22655,24712,22726,19915,14456,202
1/20/2021,57007,57559,57655,53462,110951,1087
1/21/2021,59805,60507,61154,57118,126921,1224
1/22/2021,64268,64676,65772,62049,142816,1359
1/23/2021,67522,67426,68847,65240,153432,1495
1/24/2021,69023,68812,70363,66927,161135,1545
1/25/2021,71378,70969,72957,69877,174873,1614
1/26/2021,74277,73482,75850,73110,192274,1707
1/27/2021,77395,76132,78823,76544,211317,1797
1/28/2021,80488,78788,81886,80301,232765,1924
1/29/2021,84339,81959,85291,84091,252896,2100
1/3/2021,23535,25454,23389,20464,14837,219
1/30/2021,87122,84088,87634,86548,264376,2262
1/31/2021,88032,84816,88499,87590,270444,2298
1/4/2021,25237,27110,25012,21989,16862,239
1/5/2021,27009,28783,26611,23581,19087,267
1/6/2021,29187,30719,28674,25647,22287,325
1/7/2021,30979,32375,30457,27465,25722,356
1/8/2021,32685,33969,32135,29149,28241,374
1/9/2021,33759,34816,32983,29945,30441,393
10/1/2021,817704,559128,576780,658980,1183895,366764
10/10/2021,827311,564196,580870,662290,1188829,371377
10/11/2021,828648,564963,581444,662797,1189651,372049
10/12/2021,829412,565333,581745,663033,1190055,372474
10/13/2021,830460,565897,582229,663421,1190702,372963
10/14/2021,831785,566550,582813,663916,1191456,373475
10/15/2021,833338,567304,583491,664439,1192075,374057
10/16/2021,834314,567727,583857,664743,1192347,375323
10/17/2021,835034,568023,584078,664902,1192518,375584
10/18/2021,836299,568738,584652,665403,1193244,376072
10/19/2021,837384,569357,585113,665875,1193898,376599
10/2/2021,818682,559616,577231,659328,1184291,367303
10/20/2021,838449,569914,585554,666312,1194542,377120
10/21/2021,839573,570525,586086,666761,1195169,377560
10/22/2021,840999,571363,586775,667379,1196463,378178
10/23/2021,841837,571830,587207,667777,1197247,378566
10/24/2021,842303,572113,587435,668029,1197759,378804
10/25/2021,843526,572790,588034,668646,1199407,379269
10/26/2021,844745,573507,588648,669239,1200994,379881
10/27/2021,846033,574240,589346,669935,1202584,380598
10/28/2021,847338,574950,589933,670614,1204120,381062
