date,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA
2021-02-27 00:00:00,21,0,0,,,
2021-02-26 00:00:00,2026,47,0.0231984205330701,2.0,2.0,1
2021-02-25 00:00:00,4378,150,0.0342622201918684,46.0,25.0,0.5434782608695652
2021-02-24 00:00:00,6093,167,0.0274085015591663,77.0,27.0,0.3506493506493507
2021-02-23 00:00:00,6543,166,0.0253706250955219,83.0,39.0,0.4698795180722892
2021-02-22 00:00:00,8751,221,0.0252542566563821,62.0,22.0,0.3548387096774194
2021-02-21 00:00:00,2167,126,0.0581449007844947,10.0,7.0,0.7
2021-02-20 00:00:00,2198,181,0.0823475887170155,7.0,2.0,0.2857142857142857
2021-02-19 00:00:00,7026,241,0.0343011670936522,94.0,33.0,0.3510638297872341
2021-02-18 00:00:00,7355,244,0.0331747110808974,78.0,36.0,0.4615384615384616
2021-02-17 00:00:00,6611,302,0.0456814400242021,62.0,27.0,0.435483870967742
2021-02-16 00:00:00,8070,278,0.0344485749690211,76.0,37.0,0.486842105263158
2021-02-15 00:00:00,7868,278,0.0353329944077275,77.0,28.0,0.3636363636363637
2021-02-14 00:00:00,2000,148,0.074,11.0,5.0,0.4545454545454546
2021-02-13 00:00:00,2423,255,0.105241436236071,13.0,5.0,0.3846153846153847
2021-02-12 00:00:00,7404,368,0.0497028633171259,96.0,39.0,0.40625
2021-02-11 00:00:00,8264,333,0.0402952565343659,96.0,43.0,0.4479166666666667
2021-02-10 00:00:00,8560,457,0.0533878504672897,90.0,42.0,0.4666666666666668
2021-02-09 00:00:00,8944,406,0.0453935599284437,85.0,32.0,0.3764705882352941
2021-02-08 00:00:00,8995,457,0.0508060033351862,114.0,45.0,0.3947368421052632
2021-02-07 00:00:00,2306,237,0.1027753686036427,8.0,2.0,0.25
2021-02-06 00:00:00,2886,290,0.1004851004851005,17.0,7.0,0.4117647058823529
2021-02-05 00:00:00,8316,538,0.0646945646945647,119.0,35.0,0.2941176470588236
2021-02-04 00:00:00,7735,525,0.0678733031674208,110.0,51.0,0.4636363636363636
2021-02-03 00:00:00,6779,422,0.0622510694792742,123.0,43.0,0.3495934959349594
2021-02-02 00:00:00,9147,630,0.0688750409970482,137.0,51.0,0.3722627737226278
2021-02-01 00:00:00,10571,731,0.0691514520858954,128.0,43.0,0.3359375
2021-01-31 00:00:00,2937,336,0.1144024514811032,6.0,2.0,0.3333333333333333
2021-01-30 00:00:00,3438,501,0.1457242582897033,11.0,4.0,0.3636363636363637
2021-01-29 00:00:00,8826,731,0.0828234760933605,122.0,68.0,0.5573770491803278
2021-01-28 00:00:00,8449,723,0.0855722570718428,103.0,41.0,0.3980582524271845
2021-01-27 00:00:00,8794,849,0.0965430975665226,115.0,47.0,0.4086956521739131
2021-01-26 00:00:00,9184,776,0.0844947735191638,141.0,71.0,0.5035460992907802
2021-01-25 00:00:00,11474,959,0.0835802684329789,107.0,45.0,0.4205607476635514
2021-01-24 00:00:00,3406,459,0.134762184380505,8.0,4.0,0.5
2021-01-23 00:00:00,3763,636,0.1690140845070423,14.0,6.0,0.4285714285714286
2021-01-22 00:00:00,10099,1196,0.1184275670858501,97.0,37.0,0.3814432989690722
2021-01-21 00:00:00,10576,1031,0.0974848714069592,118.0,36.0,0.3050847457627119
2021-01-20 00:00:00,9232,1156,0.1252166377816291,100.0,24.0,0.24
2021-01-19 00:00:00,10312,1270,0.1231574864235842,117.0,38.0,0.3247863247863248
2021-01-18 00:00:00,8170,765,0.0936352509179927,106.0,36.0,0.339622641509434
2021-01-17 00:00:00,4786,734,0.1533639782699541,31.0,8.0,0.2580645161290323
2021-01-16 00:00:00,5084,970,0.1907946498819827,14.0,6.0,0.4285714285714286
2021-01-15 00:00:00,9581,1253,0.1307796680931009,120.0,42.0,0.35
2021-01-14 00:00:00,9008,1114,0.1236678507992895,115.0,23.0,0.2
2021-01-13 00:00:00,9121,1340,0.1469137156013595,155.0,26.0,0.167741935483871
2021-01-12 00:00:00,11219,1396,0.1244317675372137,218.0,31.0,0.1422018348623853
2021-01-11 00:00:00,12327,1507,0.1222519672264136,206.0,45.0,0.2184466019417476
2021-01-10 00:00:00,5655,933,0.1649867374005305,11.0,3.0,0.2727272727272727
2021-01-09 00:00:00,5960,1037,0.173993288590604,10.0,6.0,0.6
2021-01-08 00:00:00,10682,1440,0.1348062160644074,230.0,37.0,0.1608695652173913
2021-01-07 00:00:00,9697,1455,0.1500464061049809,244.0,40.0,0.1639344262295082
2021-01-06 00:00:00,10698,1626,0.1519910263600673,229.0,32.0,0.1397379912663756
2021-01-05 00:00:00,11319,1837,0.1622934888241011,226.0,29.0,0.1283185840707965
2021-01-04 00:00:00,12457,1985,0.1593481576623585,253.0,33.0,0.1304347826086957
2021-01-03 00:00:00,4953,1045,0.2109832424793055,4.0,0.0,0
2021-01-02 00:00:00,5241,1193,0.2276283152070216,8.0,1.0,0.125
2021-01-01 00:00:00,1722,308,0.1788617886178862,3.0,1.0,0.3333333333333333
