date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2020-12-23 00:00:00,195,26,0.1333333333333333,1.0,0.0,0
2020-12-22 00:00:00,1295,141,0.1088803088803089,9.0,2.0,0.2222222222222222
2020-12-21 00:00:00,1456,176,0.1208791208791209,44.0,3.0,0.0681818181818182
2020-12-20 00:00:00,152,31,0.2039473684210526,28.0,2.0,0.0714285714285714
2020-12-19 00:00:00,839,59,0.0703218116805721,,,
2020-12-18 00:00:00,1681,208,0.1237358715050565,39.0,9.0,0.2307692307692308
2020-12-17 00:00:00,1466,182,0.1241473396998636,37.0,1.0,0.027027027027027
2020-12-16 00:00:00,1603,195,0.1216469120399252,5.0,2.0,0.4
2020-12-15 00:00:00,1395,153,0.1096774193548387,50.0,8.0,0.16
2020-12-14 00:00:00,1550,219,0.1412903225806452,8.0,1.0,0.125
2020-12-13 00:00:00,174,22,0.1264367816091954,,,
2020-12-12 00:00:00,672,87,0.1294642857142857,29.0,2.0,0.0689655172413793
2020-12-11 00:00:00,1182,178,0.1505922165820643,22.0,1.0,0.0454545454545455
2020-12-10 00:00:00,1454,196,0.1348005502063274,10.0,3.0,0.3
2020-12-09 00:00:00,1435,183,0.1275261324041812,51.0,2.0,0.0392156862745098
2020-12-08 00:00:00,1484,140,0.0943396226415094,15.0,5.0,0.3333333333333333
2020-12-07 00:00:00,1773,212,0.119571347997744,7.0,2.0,0.2857142857142857
2020-12-06 00:00:00,164,24,0.1463414634146342,,,
2020-12-05 00:00:00,694,84,0.1210374639769453,2.0,0.0,0
2020-12-04 00:00:00,1341,136,0.1014168530947054,21.0,1.0,0.0476190476190476
2020-12-03 00:00:00,1384,180,0.1300578034682081,8.0,0.0,0
2020-12-02 00:00:00,1505,194,0.1289036544850499,78.0,13.0,0.1666666666666667
2020-12-01 00:00:00,1280,163,0.12734375,72.0,8.0,0.1111111111111111
2020-11-30 00:00:00,1544,202,0.1308290155440415,46.0,1.0,0.0217391304347826
2020-11-29 00:00:00,171,20,0.1169590643274854,3.0,1.0,0.3333333333333333
2020-11-28 00:00:00,171,12,0.0701754385964912,29.0,5.0,0.1724137931034483
2020-11-27 00:00:00,399,68,0.1704260651629073,33.0,1.0,0.0303030303030303
2020-11-26 00:00:00,138,7,0.0507246376811594,,,
2020-11-25 00:00:00,1129,83,0.0735163861824624,50.0,7.0,0.14
2020-11-24 00:00:00,1816,113,0.0622246696035242,69.0,7.0,0.1014492753623189
2020-11-23 00:00:00,2463,170,0.0690215184734064,67.0,5.0,0.0746268656716418
2020-11-22 00:00:00,123,8,0.0650406504065041,,,
2020-11-21 00:00:00,1336,51,0.0381736526946108,1.0,0.0,0
2020-11-20 00:00:00,1719,93,0.0541012216404887,57.0,6.0,0.1052631578947368
2020-11-19 00:00:00,1687,112,0.0663900414937759,7.0,2.0,0.2857142857142857
2020-11-18 00:00:00,1748,100,0.05720823798627,17.0,3.0,0.1764705882352941
2020-11-17 00:00:00,1518,93,0.0612648221343874,10.0,0.0,0
2020-11-16 00:00:00,1708,147,0.0860655737704918,18.0,6.0,0.3333333333333333
2020-11-15 00:00:00,120,13,0.1083333333333333,33.0,5.0,0.1515151515151515
2020-11-14 00:00:00,814,37,0.0454545454545455,1.0,0.0,0
2020-11-13 00:00:00,1388,98,0.0706051873198847,11.0,2.0,0.1818181818181818
2020-11-12 00:00:00,1784,162,0.0908071748878924,30.0,0.0,0
2020-11-11 00:00:00,326,35,0.1073619631901841,45.0,5.0,0.1111111111111111
2020-11-10 00:00:00,1186,84,0.0708263069139966,16.0,6.0,0.375
2020-11-09 00:00:00,1369,156,0.1139517896274653,8.0,2.0,0.25
2020-11-08 00:00:00,112,12,0.1071428571428571,,,
2020-11-07 00:00:00,736,74,0.1005434782608696,1.0,0.0,0
2020-11-06 00:00:00,1228,88,0.0716612377850163,12.0,0.0,0
2020-11-05 00:00:00,1112,97,0.0872302158273381,57.0,6.0,0.1052631578947368
2020-11-04 00:00:00,1243,117,0.0941271118262269,12.0,0.0,0
2020-11-03 00:00:00,1087,72,0.0662373505059798,71.0,19.0,0.2676056338028169
2020-11-02 00:00:00,1265,130,0.1027667984189723,21.0,6.0,0.2857142857142857
2020-11-01 00:00:00,100,15,0.15,,,
2020-10-31 00:00:00,432,24,0.0555555555555556,1.0,1.0,1
2020-10-30 00:00:00,965,49,0.0507772020725389,7.0,2.0,0.2857142857142857
2020-10-29 00:00:00,958,44,0.0459290187891441,70.0,8.0,0.1142857142857143
2020-10-28 00:00:00,1065,82,0.0769953051643193,7.0,0.0,0
2020-10-27 00:00:00,1087,44,0.0404783808647654,54.0,3.0,0.0555555555555556
2020-10-26 00:00:00,1284,103,0.0802180685358255,12.0,0.0,0
2020-10-25 00:00:00,90,6,0.0666666666666667,4.0,0.0,0
2020-10-24 00:00:00,537,37,0.068901303538175,2.0,1.0,0.5
2020-10-23 00:00:00,934,65,0.069593147751606,10.0,1.0,0.1
2020-10-22 00:00:00,1066,81,0.075984990619137,71.0,7.0,0.0985915492957746
2020-10-21 00:00:00,1200,70,0.0583333333333333,7.0,0.0,0
2020-10-20 00:00:00,910,60,0.0659340659340659,37.0,4.0,0.1081081081081081
2020-10-19 00:00:00,1061,88,0.0829406220546654,13.0,0.0,0
2020-10-18 00:00:00,68,5,0.0735294117647059,2.0,0.0,0
2020-10-17 00:00:00,440,35,0.0795454545454546,1.0,0.0,0
2020-10-16 00:00:00,779,43,0.055198973042362,15.0,2.0,0.1333333333333333
2020-10-15 00:00:00,997,64,0.0641925777331996,5.0,0.0,0
2020-10-14 00:00:00,1072,65,0.060634328358209,9.0,1.0,0.1111111111111111
2020-10-13 00:00:00,666,37,0.0555555555555556,14.0,0.0,0
2020-10-12 00:00:00,956,58,0.0606694560669456,13.0,1.0,0.0769230769230769
2020-10-11 00:00:00,90,11,0.1222222222222222,,,
2020-10-10 00:00:00,392,34,0.086734693877551,2.0,0.0,0
2020-10-09 00:00:00,872,47,0.0538990825688073,95.0,4.0,0.0421052631578947
2020-10-08 00:00:00,618,44,0.0711974110032363,10.0,1.0,0.1
2020-10-07 00:00:00,847,36,0.0425029515938607,8.0,1.0,0.125
2020-10-06 00:00:00,876,32,0.0365296803652968,10.0,2.0,0.2
2020-10-05 00:00:00,918,42,0.0457516339869281,18.0,3.0,0.1666666666666667
2020-10-04 00:00:00,51,1,0.0196078431372549,1.0,0.0,0
2020-10-03 00:00:00,410,13,0.0317073170731707,2.0,0.0,0
2020-10-02 00:00:00,689,35,0.0507982583454282,5.0,0.0,0
2020-10-01 00:00:00,562,27,0.0480427046263345,6.0,0.0,0
2020-09-30 00:00:00,924,44,0.0476190476190476,10.0,1.0,0.1
2020-09-29 00:00:00,708,35,0.0494350282485876,53.0,6.0,0.1132075471698113
2020-09-28 00:00:00,846,41,0.0484633569739953,15.0,1.0,0.0666666666666667
