date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2021-04-02 00:00:00,1,0,0,,,
2021-04-01 00:00:00,208,3,0.0144230769230769,1.0,1.0,1
2021-03-31 00:00:00,476,24,0.0504201680672269,14.0,7.0,0.5
2021-03-30 00:00:00,446,30,0.0672645739910314,23.0,7.0,0.3043478260869566
2021-03-29 00:00:00,663,33,0.0497737556561086,33.0,14.0,0.4242424242424243
2021-03-28 00:00:00,208,13,0.0625,,,
2021-03-27 00:00:00,167,10,0.0598802395209581,2.0,2.0,1
2021-03-26 00:00:00,430,18,0.0418604651162791,26.0,7.0,0.2692307692307692
2021-03-25 00:00:00,536,19,0.0354477611940299,34.0,18.0,0.5294117647058824
2021-03-24 00:00:00,499,26,0.0521042084168337,60.0,20.0,0.3333333333333333
2021-03-23 00:00:00,498,31,0.0622489959839357,60.0,33.0,0.55
2021-03-22 00:00:00,727,18,0.0247592847317744,26.0,5.0,0.1923076923076923
2021-03-21 00:00:00,229,14,0.0611353711790393,,,
2021-03-20 00:00:00,225,20,0.0888888888888889,,,
2021-03-19 00:00:00,558,29,0.0519713261648746,54.0,31.0,0.5740740740740742
2021-03-18 00:00:00,721,30,0.0416088765603329,55.0,28.0,0.509090909090909
2021-03-17 00:00:00,543,21,0.0386740331491713,41.0,18.0,0.4390243902439025
2021-03-16 00:00:00,597,31,0.0519262981574539,18.0,5.0,0.2777777777777778
2021-03-15 00:00:00,759,29,0.0382081686429513,22.0,5.0,0.2272727272727273
2021-03-14 00:00:00,288,15,0.0520833333333333,,,
2021-03-13 00:00:00,207,18,0.0869565217391304,,,
2021-03-12 00:00:00,708,24,0.0338983050847458,24.0,16.0,0.6666666666666666
2021-03-11 00:00:00,957,44,0.0459770114942529,9.0,3.0,0.3333333333333333
2021-03-10 00:00:00,679,42,0.0618556701030928,23.0,10.0,0.4347826086956522
2021-03-09 00:00:00,698,42,0.0601719197707736,33.0,13.0,0.3939393939393939
