date,pcr_tests_COCONINO,pcr_pos_test_COCONINO,pcr_positivity_COCONINO
2022-02-17 00:00:00,8,0,0
2022-02-16 00:00:00,124,18,0.1451612903225807
2022-02-15 00:00:00,577,46,0.0797227036395147
2022-02-14 00:00:00,758,92,0.1213720316622691
2022-02-13 00:00:00,157,25,0.1592356687898089
2022-02-12 00:00:00,347,50,0.1440922190201729
2022-02-11 00:00:00,745,94,0.1261744966442953
2022-02-10 00:00:00,839,90,0.1072705601907032
2022-02-09 00:00:00,916,112,0.1222707423580786
2022-02-08 00:00:00,874,107,0.1224256292906179
2022-02-07 00:00:00,1152,162,0.140625
2022-02-06 00:00:00,280,86,0.3071428571428572
2022-02-05 00:00:00,420,72,0.1714285714285714
2022-02-04 00:00:00,1012,156,0.1541501976284585
2022-02-03 00:00:00,1046,182,0.1739961759082218
2022-02-02 00:00:00,1230,251,0.2040650406504065
2022-02-01 00:00:00,1242,203,0.1634460547504026
2022-01-31 00:00:00,1625,320,0.1969230769230769
2022-01-30 00:00:00,403,123,0.3052109181141439
2022-01-29 00:00:00,620,152,0.2451612903225807
2022-01-28 00:00:00,1445,325,0.2249134948096886
2022-01-27 00:00:00,1567,321,0.2048500319081047
2022-01-26 00:00:00,1732,369,0.2130484988452656
2022-01-25 00:00:00,1806,489,0.2707641196013289
2022-01-24 00:00:00,2208,642,0.2907608695652174
2022-01-23 00:00:00,559,188,0.3363148479427549
2022-01-22 00:00:00,966,271,0.2805383022774327
2022-01-21 00:00:00,1997,548,0.2744116174261393
2022-01-20 00:00:00,2141,608,0.283979448855675
2022-01-19 00:00:00,2309,603,0.2611520138588133
2022-01-18 00:00:00,2464,746,0.3027597402597403
2022-01-17 00:00:00,1408,469,0.3330965909090909
2022-01-16 00:00:00,811,294,0.3625154130702836
2022-01-15 00:00:00,1420,405,0.2852112676056338
2022-01-14 00:00:00,2407,609,0.2530120481927711
2022-01-13 00:00:00,2484,664,0.2673107890499195
2022-01-12 00:00:00,2469,745,0.3017415957877683
2022-01-11 00:00:00,2572,736,0.2861586314152411
2022-01-10 00:00:00,2824,778,0.2754957507082153
2022-01-09 00:00:00,729,247,0.3388203017832647
2022-01-08 00:00:00,1507,464,0.3078964830789649
2022-01-07 00:00:00,2464,687,0.2788149350649351
2022-01-06 00:00:00,2365,592,0.2503171247357294
2022-01-05 00:00:00,2485,725,0.2917505030181087
2022-01-04 00:00:00,2278,624,0.2739244951712028
2022-01-03 00:00:00,2340,638,0.2726495726495726
2022-01-02 00:00:00,809,243,0.3003708281829419
2022-01-01 00:00:00,241,57,0.2365145228215768
2021-12-31 00:00:00,811,205,0.2527743526510481
2021-12-30 00:00:00,1768,431,0.2437782805429864
2021-12-29 00:00:00,1458,303,0.2078189300411523
2021-12-28 00:00:00,1474,343,0.2327001356852103
2021-12-27 00:00:00,1872,446,0.2382478632478633
2021-12-26 00:00:00,490,132,0.2693877551020409
2021-12-25 00:00:00,183,33,0.180327868852459
2021-12-24 00:00:00,337,65,0.1928783382789318
2021-12-23 00:00:00,1266,180,0.1421800947867299
2021-12-22 00:00:00,1451,222,0.1529979324603722
2021-12-21 00:00:00,1144,150,0.1311188811188811
2021-12-20 00:00:00,1510,172,0.1139072847682119
2021-12-19 00:00:00,228,39,0.1710526315789474
2021-12-18 00:00:00,456,57,0.125
2021-12-17 00:00:00,715,96,0.1342657342657343
2021-12-16 00:00:00,750,84,0.112
2021-12-15 00:00:00,731,73,0.0998632010943912
2021-12-14 00:00:00,679,70,0.1030927835051546
2021-12-13 00:00:00,1208,124,0.1026490066225166
2021-12-12 00:00:00,280,40,0.1428571428571429
2021-12-11 00:00:00,388,37,0.095360824742268
2021-12-10 00:00:00,742,49,0.0660377358490566
2021-12-09 00:00:00,781,56,0.0717029449423816
2021-12-08 00:00:00,954,90,0.0943396226415094
2021-12-07 00:00:00,1031,81,0.0785645004849661
2021-12-06 00:00:00,1332,118,0.0885885885885886
