date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-10,2,1
2020-12-12,4,2
2020-12-16,6,2
2020-12-18,8,2
2020-12-21,20,12
2020-12-22,81,61
2020-12-23,291,210
2020-12-24,427,136
2020-12-26,592,165
2020-12-27,653,61
2020-12-28,922,269
2020-12-29,1306,384
2020-12-30,1642,336
2020-12-31,1918,276
2021-01-01,1999,81
2021-01-02,2047,48
2021-01-03,2073,26
2021-01-04,2265,192
2021-01-05,2398,133
2021-01-06,2653,255
2021-01-07,2908,255
2021-01-08,3169,261
2021-01-09,3226,57
2021-01-10,3278,52
2021-01-11,3477,199
2021-01-12,3767,290
2021-01-13,4072,305
2021-01-14,4455,383
2021-01-15,4872,417
2021-01-16,5229,357
2021-01-17,5260,31
2021-01-18,5631,371
2021-01-19,5956,325
2021-01-20,6523,567
2021-01-21,6984,461
2021-01-22,7402,418
2021-01-23,8210,808
2021-01-24,8826,616
2021-01-25,9377,551
2021-01-26,10009,632
2021-01-27,10819,810
2021-01-28,11725,906
2021-01-29,12273,548
2021-01-30,12735,462
2021-01-31,13265,530
2021-02-01,13937,672
2021-02-02,14570,633
2021-02-03,15733,1163
2021-02-04,16455,722
2021-02-05,17081,626
2021-02-06,17395,314
2021-02-07,17580,185
2021-02-08,17979,399
2021-02-09,18426,447
2021-02-10,19392,966
2021-02-11,20036,644
2021-02-12,20949,913
2021-02-13,21449,500
2021-02-14,21558,109
2021-02-15,22104,546
2021-02-16,22672,568
2021-02-17,23208,536
2021-02-18,23592,384
2021-02-19,24011,419
2021-02-20,24171,160
2021-02-21,24237,66
2021-02-22,24544,307
2021-02-23,24786,242
2021-02-24,25534,748
2021-02-25,26564,1030
2021-02-26,27466,902
2021-02-27,28296,830
2021-02-28,28837,541
2021-03-01,29745,908
2021-03-02,30708,963
2021-03-03,32983,2275
2021-03-04,34496,1513
2021-03-05,36060,1564
2021-03-06,36899,839
2021-03-07,37332,433
2021-03-08,38139,807
2021-03-09,39118,979
2021-03-10,41064,1946
2021-03-11,42660,1596
2021-03-12,44089,1429
2021-03-13,44923,834
2021-03-14,45295,372
2021-03-15,46106,811
2021-03-16,47115,1009
2021-03-17,48930,1815
2021-03-18,50253,1323
2021-03-19,51453,1200
2021-03-20,52636,1183
2021-03-21,53192,556
2021-03-22,54459,1267
2021-03-23,55701,1242
2021-03-24,57239,1538
2021-03-25,58668,1429
2021-03-26,60223,1555
2021-03-27,61268,1045
2021-03-28,62099,831
2021-03-29,63642,1543
2021-03-30,65158,1516
2021-03-31,67417,2259
2021-04-01,69171,1754
2021-04-02,70697,1526
2021-04-03,71427,730
2021-04-04,71719,292
2021-04-05,72953,1234
2021-04-06,74330,1377
2021-04-07,76023,1693
2021-04-08,77521,1498
2021-04-09,79134,1613
2021-04-10,80112,978
2021-04-11,80548,436
2021-04-12,82544,1996
2021-04-13,83617,1073
2021-04-14,85366,1749
2021-04-15,86882,1516
2021-04-16,88145,1263
2021-04-17,89028,883
2021-04-18,89464,436
2021-04-19,90491,1027
2021-04-20,91668,1177
2021-04-21,93055,1387
2021-04-22,94329,1274
2021-04-23,95640,1311
2021-04-24,96443,803
2021-04-25,96775,332
2021-04-26,97980,1205
2021-04-27,99334,1354
2021-04-28,100593,1259
2021-04-29,101771,1178
2021-04-30,103001,1230
2021-05-01,103679,678
2021-05-02,103921,242
2021-05-03,104741,820
2021-05-04,105603,862
2021-05-05,106553,950
2021-05-06,107367,814
2021-05-07,108217,850
2021-05-08,108820,603
2021-05-09,108955,135
2021-05-10,109537,582
2021-05-11,110148,611
2021-05-12,110685,537
2021-05-13,111459,774
2021-05-14,112148,689
2021-05-15,112565,417
2021-05-16,112737,172
2021-05-17,113974,1237
2021-05-18,114577,603
2021-05-19,115243,666
2021-05-20,115935,692
2021-05-21,116619,684
2021-05-22,116990,371
2021-05-23,117117,127
2021-05-24,117564,447
2021-05-25,118017,453
2021-05-26,118391,374
2021-05-27,118788,397
2021-05-28,119315,527
2021-05-29,119449,134
2021-05-30,119521,72
2021-05-31,119599,78
2021-06-01,120058,459
2021-06-02,120416,358
2021-06-03,120763,347
2021-06-04,121174,411
2021-06-05,121380,206
2021-06-06,121455,75
2021-06-07,121866,411
2021-06-08,122139,273
2021-06-09,122560,421
2021-06-10,122906,346
2021-06-11,123356,450
2021-06-12,123629,273
2021-06-13,123717,88
2021-06-14,124034,317
2021-06-15,124386,352
2021-06-16,124707,321
2021-06-17,124967,260
2021-06-18,125323,356
2021-06-19,125504,181
2021-06-20,125594,90
2021-06-21,125836,242
2021-06-22,126096,260
2021-06-23,126362,266
2021-06-24,126584,222
2021-06-25,126906,322
2021-06-26,127048,142
2021-06-27,127116,68
2021-06-28,127327,211
2021-06-29,127559,232
2021-06-30,127821,262
2021-07-01,128062,241
2021-07-02,128375,313
2021-07-03,128472,97
2021-07-04,128497,25
2021-07-05,128690,193
2021-07-06,128898,208
2021-07-07,129110,212
2021-07-08,129341,231
2021-07-09,129622,281
2021-07-10,129811,189
2021-07-11,129879,68
2021-07-12,130113,234
2021-07-13,130324,211
2021-07-14,130531,207
2021-07-15,130710,179
2021-07-16,131028,318
2021-07-17,131213,185
2021-07-18,131297,84
2021-07-19,131567,270
2021-07-20,131829,262
2021-07-21,132129,300
2021-07-22,132435,306
2021-07-23,132848,413
2021-07-24,133055,207
2021-07-25,133159,104
2021-07-26,133445,286
2021-07-27,133746,301
2021-07-28,134045,299
2021-07-29,134332,287
2021-07-30,134772,440
2021-07-31,135004,232
2021-08-01,135094,90
2021-08-02,135402,308
2021-08-03,135680,278
2021-08-04,135983,303
2021-08-05,136263,280
2021-08-06,136753,490
2021-08-07,136975,222
2021-08-08,137113,138
2021-08-09,137484,371
2021-08-10,137773,289
2021-08-11,138060,287
2021-08-12,138359,299
2021-08-13,138841,482
2021-08-14,139101,260
2021-08-15,139256,155
2021-08-16,139635,379
2021-08-17,139998,363
2021-08-18,140314,316
2021-08-19,140646,332
2021-08-20,141213,567
2021-08-21,141446,233
2021-08-22,141595,149
2021-08-23,141926,331
2021-08-24,142223,297
2021-08-25,142584,361
2021-08-26,142910,326
2021-08-27,143352,442
2021-08-28,143602,250
2021-08-29,143744,142
2021-08-30,144118,374
2021-08-31,144388,270
2021-09-01,144639,251
2021-09-02,144884,245
2021-09-03,145278,394
2021-09-04,145463,185
2021-09-05,145563,100
2021-09-06,145628,65
2021-09-07,145920,292
2021-09-08,146178,258
2021-09-09,146459,281
2021-09-10,146799,340
2021-09-11,146989,190
2021-09-12,147072,83
2021-09-13,147381,309
2021-09-14,147650,269
2021-09-15,147870,220
2021-09-16,148169,299
2021-09-17,148545,376
2021-09-18,148712,167
2021-09-19,148767,55
2021-09-20,148986,219
2021-09-21,149220,234
2021-09-22,149409,189
2021-09-23,149626,217
2021-09-24,149934,308
2021-09-25,150087,153
2021-09-26,150167,80
2021-09-27,150429,262
2021-09-28,150718,289
2021-09-29,150967,249
2021-09-30,151164,197
2021-10-01,151468,304
2021-10-02,151620,152
2021-10-03,151678,58
2021-10-04,151874,196
2021-10-05,152086,212
2021-10-06,152267,181
2021-10-07,152457,190
2021-10-08,152733,276
2021-10-09,152839,106
2021-10-10,152891,52
2021-10-11,153112,221
2021-10-12,153292,180
2021-10-13,153446,154
2021-10-14,153645,199
2021-10-15,153871,226
2021-10-16,153988,117
2021-10-17,154040,52
2021-10-18,154209,169
2021-10-19,154426,217
2021-10-20,154560,134
2021-10-21,154745,185
2021-10-22,155348,603
2021-10-23,155854,506
2021-10-24,156086,232
2021-10-25,156998,912
2021-10-26,157750,752
2021-10-27,158532,782
2021-10-28,159322,790
2021-10-29,160100,778
2021-10-30,160484,384
2021-10-31,160672,188
2021-11-01,161390,718
2021-11-02,161987,597
2021-11-03,162658,671
2021-11-04,163369,711
2021-11-05,164127,758
2021-11-06,164523,396
2021-11-07,164676,153
2021-11-08,165391,715
2021-11-09,165985,594
2021-11-10,166685,700
2021-11-11,167371,686
2021-11-12,168156,785
2021-11-13,168493,337
2021-11-14,168655,162
2021-11-15,169302,647
2021-11-16,169918,616
2021-11-17,170555,637
2021-11-18,171236,681
2021-11-19,172101,865
2021-11-20,172544,443
2021-11-21,172813,269
2021-11-22,173461,648
2021-11-23,174175,714
2021-11-24,174660,485
2021-11-25,174662,2
2021-11-26,175170,508
2021-11-27,175518,348
2021-11-28,175740,222
2021-11-29,176452,712
2021-11-30,177187,735
2021-12-01,177946,759
2021-12-02,178724,778
2021-12-03,179637,913
2021-12-04,180084,447
2021-12-05,180320,236
2021-12-06,181030,710
2021-12-07,181693,663
2021-12-08,182318,625
2021-12-09,183016,698
2021-12-10,183833,817
2021-12-11,184271,438
2021-12-12,184572,301
2021-12-13,185149,577
2021-12-14,185633,484
2021-12-15,186164,531
2021-12-16,186702,538
2021-12-17,187458,756
2021-12-18,187797,339
2021-12-19,187991,194
2021-12-20,188748,757
2021-12-21,189440,692
2021-12-22,190105,665
2021-12-23,190641,536
2021-12-24,190765,124
2021-12-26,190902,137
2021-12-27,191393,491
2021-12-28,191866,473
2021-12-29,192319,453
2021-12-30,192798,479
2021-12-31,193037,239
2022-01-01,193059,22
2022-01-02,193205,146
