date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,285,386,436,503,376,7
1/1/2022,8895,6821,9305,18086,45355,3962
1/10/2021,435,556,645,750,861,10
1/10/2022,9052,6920,9410,18268,45557,4105
1/11/2021,452,570,675,787,962,10
1/11/2022,9067,6928,9422,18291,45586,4121
1/12/2021,472,593,705,836,1128,10
1/12/2022,9077,6934,9433,18307,45613,4131
1/13/2021,489,624,742,883,1300,11
1/13/2022,9096,6942,9440,18319,45639,4145
1/14/2021,523,653,791,949,1503,12
1/14/2022,9117,6955,9456,18336,45663,4190
1/15/2021,549,698,828,1017,1740,12
1/15/2022,9127,6963,9459,18343,45673,4201
1/16/2021,560,715,844,1056,2010,13
1/16/2022,9131,6967,9463,18345,45677,4204
1/17/2021,561,717,845,1058,2035,13
1/17/2022,9139,6972,9474,18361,45694,4210
1/18/2021,578,736,870,1094,2273,13
1/18/2022,9147,6982,9481,18372,45716,4223
1/19/2021,594,753,902,1143,2456,14
1/19/2022,9157,6994,9486,18382,45743,4232
1/2/2021,291,396,445,513,389,7
1/2/2022,8909,6826,9311,18100,45364,3967
1/20/2021,626,782,927,1209,2732,14
1/20/2022,9163,6999,9488,18389,45758,4237
1/21/2021,645,807,955,1250,2913,14
1/21/2022,9178,7008,9499,18400,45775,4262
1/22/2021,671,831,982,1296,3157,14
1/22/2022,9186,7011,9503,18405,45782,4268
1/23/2021,684,841,992,1313,3757,14
1/23/2022,9188,7011,9507,18406,45786,4271
1/24/2021,684,847,1001,1319,4285,14
1/24/2022,9195,7021,9516,18423,45806,4279
1/25/2021,691,854,1011,1338,4536,14
1/25/2022,9203,7028,9523,18431,45824,4288
1/26/2021,706,859,1020,1365,4896,14
1/26/2022,9215,7034,9534,18441,45839,4297
1/27/2021,730,878,1047,1412,5315,14
1/27/2022,9228,7041,9539,18447,45853,4304
1/28/2021,747,902,1077,1461,5836,14
1/28/2022,9246,7055,9549,18461,45863,4319
