date,cases_MARICOPA
2020-09-24 00:00:00,4
2020-09-23 00:00:00,138
2020-09-22 00:00:00,277
2020-09-21 00:00:00,319
2020-09-20 00:00:00,176
2020-09-19 00:00:00,203
2020-09-18 00:00:00,284
2020-09-17 00:00:00,315
2020-09-16 00:00:00,338
2020-09-15 00:00:00,304
2020-09-14 00:00:00,330
2020-09-13 00:00:00,106
2020-09-12 00:00:00,172
2020-09-11 00:00:00,238
2020-09-10 00:00:00,267
2020-09-09 00:00:00,274
2020-09-08 00:00:00,270
2020-09-07 00:00:00,88
2020-09-06 00:00:00,105
2020-09-05 00:00:00,128
2020-09-04 00:00:00,230
2020-09-03 00:00:00,242
2020-09-02 00:00:00,312
2020-09-01 00:00:00,340
2020-08-31 00:00:00,455
2020-08-30 00:00:00,153
2020-08-29 00:00:00,179
2020-08-28 00:00:00,342
2020-08-27 00:00:00,333
2020-08-26 00:00:00,519
2020-08-25 00:00:00,328
2020-08-24 00:00:00,371
2020-08-23 00:00:00,157
2020-08-22 00:00:00,245
2020-08-21 00:00:00,281
2020-08-20 00:00:00,300
2020-08-19 00:00:00,314
2020-08-18 00:00:00,306
2020-08-17 00:00:00,336
2020-08-16 00:00:00,169
2020-08-15 00:00:00,340
2020-08-14 00:00:00,399
2020-08-13 00:00:00,367
2020-08-12 00:00:00,432
2020-08-11 00:00:00,472
2020-08-10 00:00:00,486
2020-08-09 00:00:00,253
2020-08-08 00:00:00,353
2020-08-07 00:00:00,465
2020-08-06 00:00:00,570
2020-08-05 00:00:00,614
2020-08-04 00:00:00,674
2020-08-03 00:00:00,697
2020-08-02 00:00:00,366
2020-08-01 00:00:00,556
2020-07-31 00:00:00,753
2020-07-30 00:00:00,713
2020-07-29 00:00:00,835
2020-07-28 00:00:00,1117
2020-07-27 00:00:00,1044
2020-07-26 00:00:00,579
2020-07-25 00:00:00,832
2020-07-24 00:00:00,1261
2020-07-23 00:00:00,1171
2020-07-22 00:00:00,1258
2020-07-21 00:00:00,1347
2020-07-20 00:00:00,1486
2020-07-19 00:00:00,701
2020-07-18 00:00:00,1182
