date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,931,871,647,481,238,6
1/10/2021,1275,1209,937,711,515,9
1/11/2021,1335,1297,1002,749,857,9
1/12/2021,1397,1366,1078,802,1181,10
1/13/2021,1482,1439,1154,864,1517,10
1/14/2021,1501,1457,1181,888,1605,10
1/15/2021,1530,1472,1201,917,1695,10
1/16/2021,1534,1473,1205,918,1700,10
1/17/2021,1536,1476,1206,919,1704,10
1/18/2021,1544,1483,1215,923,1722,10
1/19/2021,1587,1509,1246,952,1836,15
1/2/2021,933,872,647,483,239,6
1/20/2021,1601,1517,1255,964,1867,16
1/21/2021,1721,1704,1433,1064,2387,19
1/22/2021,1828,1799,1517,1144,3051,20
1/23/2021,1857,1838,1542,1175,3087,21
1/24/2021,1858,1840,1545,1178,3098,21
1/25/2021,1891,1914,1609,1228,3255,21
1/26/2021,2022,2055,1749,1364,3411,29
1/27/2021,2162,2208,1866,1461,3619,29
1/28/2021,2316,2360,2053,1680,4319,30
1/29/2021,2472,2490,2220,1821,5405,32
1/3/2021,935,872,647,483,239,6
1/30/2021,2510,2523,2257,1894,6266,32
1/31/2021,2511,2524,2257,1895,6283,32
1/4/2021,989,929,687,514,278,6
1/5/2021,1076,1024,754,559,313,6
1/6/2021,1190,1136,851,625,383,9
1/7/2021,1235,1176,908,664,414,9
1/8/2021,1268,1205,933,705,504,9
1/9/2021,1270,1206,937,709,509,9
10/1/2021,30672,17797,17855,19779,31903,15802
10/10/2021,31083,17971,17966,19847,31983,15999
10/11/2021,31132,18001,17984,19867,31992,16029
10/12/2021,31161,18026,17992,19872,31997,16057
10/13/2021,31196,18044,18004,19879,32003,16078
10/14/2021,31264,18067,18033,19895,32015,16107
10/15/2021,31326,18089,18053,19910,32024,16130
10/16/2021,31353,18101,18063,19922,32027,16143
10/17/2021,31367,18108,18067,19924,32027,16151
10/18/2021,31418,18141,18085,19939,32039,16200
10/19/2021,31454,18158,18097,19961,32054,16228
10/2/2021,30693,17805,17866,19785,31908,15826
10/20/2021,31481,18170,18109,19974,32062,16252
10/21/2021,31529,18195,18127,19991,32079,16264
10/22/2021,31625,18240,18152,20008,32109,16304
10/23/2021,31680,18260,18161,20023,32126,16320
10/24/2021,31690,18276,18170,20030,32133,16326
10/25/2021,31755,18304,18188,20043,32174,16355
10/26/2021,31809,18340,18202,20070,32217,16369
10/27/2021,31850,18365,18236,20087,32261,16388
10/28/2021,31907,18402,18264,20118,32301,16414
10/29/2021,32002,18435,18280,20140,32338,16434
10/3/2021,30700,17808,17871,19786,31910,15834
10/30/2021,32055,18451,18287,20146,32347,16448
10/31/2021,32064,18454,18292,20149,32350,16451
10/4/2021,30741,17827,17890,19795,31919,15857
10/5/2021,30893,17862,17908,19808,31934,15888
10/6/2021,30947,17899,17923,19818,31948,15924
10/7/2021,30986,17909,17937,19827,31954,15954
10/8/2021,31032,17942,17950,19836,31968,15979
10/9/2021,31068,17961,17957,19840,31977,15992
11/1/2021,32127,18481,18310,20170,32395,16519
11/10/2021,32570,18702,18490,20396,32737,17106
11/11/2021,32614,18720,18506,20416,32757,17176
