date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,153,141,185,211,246,3
1/10/2021,190,191,259,326,683,10
1/11/2021,194,198,269,342,785,11
1/12/2021,203,209,282,373,912,11
1/13/2021,206,221,306,405,1008,13
1/14/2021,223,244,326,459,1249,16
1/15/2021,231,248,343,485,1335,21
1/16/2021,231,248,344,488,1349,21
1/17/2021,231,248,345,488,1349,21
1/18/2021,238,255,357,498,1376,21
1/19/2021,248,264,370,524,1455,22
1/2/2021,153,143,186,211,247,3
1/20/2021,265,279,398,560,1534,61
1/21/2021,283,301,426,635,1661,112
1/22/2021,320,339,469,713,1770,126
1/23/2021,322,340,469,716,1788,128
1/24/2021,322,340,469,717,1790,128
1/25/2021,326,354,474,729,1851,128
1/26/2021,335,364,485,751,1938,134
1/27/2021,349,375,501,774,2023,149
1/28/2021,376,398,555,876,2144,157
1/29/2021,390,414,579,902,2180,164
1/3/2021,153,143,186,211,247,3
1/30/2021,392,414,579,903,2181,171
1/31/2021,392,415,579,922,2184,175
1/4/2021,156,145,190,215,269,3
1/5/2021,160,150,198,229,318,6
1/6/2021,169,165,212,255,491,10
1/7/2021,177,182,239,307,634,10
1/8/2021,190,191,259,325,676,10
1/9/2021,190,191,259,326,682,10
10/1/2021,2952,1979,2086,2833,4343,5391
10/10/2021,3020,2045,2166,2951,4541,5414
10/11/2021,3021,2050,2171,2955,4554,5415
10/12/2021,3036,2058,2177,2966,4584,5418
10/13/2021,3053,2072,2204,3002,4623,5421
10/14/2021,3061,2084,2219,3011,4645,5423
10/15/2021,3069,2095,2237,3020,4676,5425
10/16/2021,3076,2103,2239,3027,4693,5426
10/17/2021,3078,2106,2241,3029,4694,5426
10/18/2021,3082,2112,2254,3037,4722,5433
10/19/2021,3098,2121,2261,3049,4741,5435
10/2/2021,2958,1986,2092,2844,4357,5392
10/20/2021,3113,2137,2273,3068,4774,5437
10/21/2021,3118,2143,2289,3079,4783,5440
10/22/2021,3127,2152,2297,3087,4803,5447
10/23/2021,3132,2157,2308,3101,4825,5448
