date,pcr_tests,pcr_positivity,ser_tests,ser_positivity,pcr_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_positivity_COCHISE
2020-08-08 00:00:00,8,0.0,1.0,0.0,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 00:00:00,1949,0.0702924576706003,562.0,0.1423487544483986,17.0,0.0,,,205.0,0.1414634146341463,7.0,0.2857142857142857,31.0,0.032258064516129,1.0,0.0,35.0,0.1142857142857143,,,94.0,0.0425531914893617,51.0,0.1372549019607843,162.0,0.0555555555555556,9.0,0.1111111111111111,23.0,0.0434782608695652,,,7.0,0.0,,,1275.0,0.0603921568627451,476.0,0.1365546218487395,1.0,0.0,1.0,1.0,,,,,8.0,0.375,,,38.0,0.1315789473684211,6.0,0.1666666666666667,25.0,0.12,,,4.0,0.0,3.0,0.0
2020-08-06 00:00:00,5993,0.0861004505256132,1343.0,0.1682799702159345,61.0,0.0163934426229508,2.0,0.5,210.0,0.080952380952381,25.0,0.4,198.0,0.095959595959596,31.0,0.1612903225806452,42.0,0.1666666666666667,19.0,0.0526315789473684,283.0,0.08833922261484099,100.0,0.16,873.0,0.0813287514318442,148.0,0.1148648648648649,87.0,0.0229885057471264,4.0,0.75,150.0,0.06,22.0,0.1818181818181818,3713.0,0.0923781308914624,956.0,0.1746861924686193,12.0,0.1666666666666667,,,4.0,0.0,1.0,0.0,24.0,0.125,,,53.0,0.0188679245283019,5.0,0.2,72.0,0.0833333333333333,9.0,0.0,95.0,0.0631578947368421,11.0,0.0
2020-08-05 00:00:00,6895,0.0878897751994199,1267.0,0.2028413575374901,76.0,0.0263157894736842,1.0,1.0,298.0,0.1442953020134228,30.0,0.3,224.0,0.0535714285714286,29.0,0.1379310344827586,53.0,0.0943396226415094,6.0,0.0,393.0,0.09414758269720098,76.0,0.1842105263157895,1069.0,0.0841908325537886,123.0,0.1382113821138212,90.0,0.0333333333333333,6.0,0.3333333333333333,118.0,0.1271186440677966,17.0,0.1764705882352941,3943.0,0.0930763378138473,950.0,0.2168421052631579,10.0,0.0,,,6.0,0.0,2.0,0.0,40.0,0.15,,,95.0,0.0947368421052632,7.0,0.1428571428571429,168.0,0.0416666666666667,3.0,0.0,116.0,0.0258620689655172,8.0,0.0
2020-08-04 00:00:00,8184,0.0852883675464321,1635.0,0.1486238532110092,80.0,0.0375,3.0,0.0,379.0,0.1635883905013193,32.0,0.3125,223.0,0.0538116591928251,27.0,0.1111111111111111,53.0,0.0754716981132076,5.0,0.2,454.0,0.0770925110132159,129.0,0.062015503875969005,1610.0,0.0633540372670808,149.0,0.08724832214765099,92.0,0.0760869565217391,8.0,0.125,96.0,0.1354166666666667,39.0,0.1794871794871795,4302.0,0.0939098093909809,1185.0,0.1645569620253165,10.0,0.0,1.0,0.0,4.0,0.0,,,33.0,0.1515151515151515,1.0,0.0,79.0,0.2025316455696203,16.0,0.0,102.0,0.0490196078431373,12.0,0.0833333333333333,120.0,0.1,12.0,0.1666666666666667
2020-08-03 00:00:00,9796,0.0944262964475296,1698.0,0.1495877502944641,117.0,0.0598290598290598,3.0,0.3333333333333333,500.0,0.158,23.0,0.3478260869565218,234.0,0.0726495726495727,64.0,0.03125,38.0,0.1052631578947368,4.0,0.5,448.0,0.1071428571428571,118.0,0.0847457627118644,1873.0,0.0859583555792846,166.0,0.0843373493975904,157.0,0.1146496815286624,4.0,0.25,120.0,0.125,29.0,0.2068965517241379,5263.0,0.0988029640889227,1236.0,0.1642394822006473,12.0,0.0,2.0,0.0,4.0,0.25,,,38.0,0.1052631578947368,1.0,0.0,123.0,0.024390243902439,11.0,0.0,147.0,0.0884353741496599,8.0,0.25,134.0,0.0298507462686567,14.0,0.2142857142857143
2020-08-02 00:00:00,4368,0.0915750915750916,411.0,0.0948905109489051,12.0,0.1666666666666667,1.0,0.0,60.0,0.1,3.0,0.0,87.0,0.0804597701149425,3.0,0.6666666666666666,15.0,0.2,3.0,0.0,279.0,0.0860215053763441,52.0,0.0384615384615385,448.0,0.0691964285714286,50.0,0.06,24.0,0.25,1.0,0.0,38.0,0.1315789473684211,,,3088.0,0.0942357512953368,280.0,0.1035714285714286,2.0,0.0,1.0,0.0,8.0,0.0,,,14.0,0.5714285714285714,,,24.0,0.1666666666666667,7.0,0.0,35.0,0.0285714285714286,,,27.0,0.0,3.0,0.0
2020-08-01 00:00:00,6379,0.0833986518263051,553.0,0.1175406871609403,19.0,0.1578947368421053,1.0,0.0,52.0,0.1730769230769231,2.0,0.0,280.0,0.0357142857142857,3.0,0.3333333333333333,269.0,0.0223048327137546,2.0,1.0,283.0,0.08833922261484099,61.0,0.0655737704918033,1030.0,0.0854368932038835,90.0,0.0333333333333333,36.0,0.1666666666666667,1.0,0.0,55.0,0.0909090909090909,,,4076.0,0.0897939156035329,369.0,0.1463414634146342,4.0,0.0,1.0,0.0,2.0,0.0,,,9.0,0.3333333333333333,,,40.0,0.1,15.0,0.0,28.0,0.0,,,34.0,0.0294117647058824,5.0,0.2
2020-07-31 00:00:00,9244,0.0837299870186067,1619.0,0.1618282890673255,256.0,0.05859375,1.0,1.0,388.0,0.1056701030927835,35.0,0.2571428571428571,259.0,0.0772200772200772,39.0,0.1025641025641026,209.0,0.0191387559808612,5.0,0.0,457.0,0.0743982494529541,139.0,0.158273381294964,1541.0,0.0843608046722907,179.0,0.1731843575418995,149.0,0.0939597315436242,5.0,0.2,109.0,0.1376146788990826,23.0,0.2173913043478261,5122.0,0.0896134322530262,1139.0,0.1597892888498683,6.0,0.3333333333333333,2.0,1.0,7.0,0.0,,,18.0,0.1111111111111111,1.0,0.0,135.0,0.037037037037037,16.0,0.0,123.0,0.0731707317073171,15.0,0.2,144.0,0.0694444444444445,10.0,0.1
2020-07-30 00:00:00,7357,0.1065651760228354,1516.0,0.1800791556728232,100.0,0.05,2.0,1.0,401.0,0.1820448877805487,29.0,0.3103448275862069,297.0,0.0673400673400673,71.0,0.028169014084507005,43.0,0.1395348837209302,5.0,0.4,348.0,0.1494252873563219,85.0,0.1294117647058824,888.0,0.0968468468468468,154.0,0.0909090909090909,292.0,0.0342465753424658,5.0,0.2,162.0,0.0864197530864198,22.0,0.3181818181818182,4078.0,0.1145169200588524,1098.0,0.1958105646630237,10.0,0.1,2.0,0.5,5.0,0.2,1.0,0.0,26.0,0.0769230769230769,1.0,0.0,95.0,0.1473684210526316,9.0,0.3333333333333333,198.0,0.0606060606060606,8.0,0.0,124.0,0.0725806451612903,15.0,0.2666666666666667
