date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11715,12982,12155,9783,5863,104
1/10/2021,19944,19979,18999,15920,11547,212
1/11/2021,21183,21088,20218,16894,13351,245
1/12/2021,23173,23062,22235,18572,18137,326
1/13/2021,25192,25183,24452,20236,23668,391
1/14/2021,27132,27308,26723,22145,29661,432
1/15/2021,29335,29317,28843,23916,34533,491
1/16/2021,30699,30513,30114,25088,37706,523
1/17/2021,31663,31418,31067,26059,40835,550
1/18/2021,32711,32352,32222,27173,45997,577
1/19/2021,33982,33573,33529,28469,52259,640
1/2/2021,13249,14354,13400,10860,6597,125
1/20/2021,35267,34845,35148,30005,59227,684
1/21/2021,36749,36337,37007,31877,67336,734
1/22/2021,39631,38975,39972,34885,75222,828
1/23/2021,42242,41046,42458,37350,80048,903
1/24/2021,43513,42221,43741,38765,85160,947
1/25/2021,44811,43374,45172,40356,92602,995
1/26/2021,46474,44823,46904,42239,103443,1053
1/27/2021,47959,46134,48408,43886,113799,1088
1/28/2021,49174,47217,49631,45313,124622,1121
1/29/2021,51213,48892,51344,47143,135283,1186
1/3/2021,13988,14936,13905,11300,6835,141
1/30/2021,52956,50295,52937,48715,140270,1244
1/31/2021,53574,50843,53576,49399,143913,1271
1/4/2021,15012,15871,14852,12091,7693,149
1/5/2021,15969,16704,15714,12898,8463,165
1/6/2021,17143,17658,16682,13819,9194,174
1/7/2021,18056,18459,17495,14601,9940,185
1/8/2021,18871,19129,18153,15167,10424,192
1/9/2021,19564,19674,18690,15623,11228,208
10/1/2021,491286,348374,361339,382050,613822,219353
10/10/2021,496751,351260,363661,383814,616198,222095
10/11/2021,497569,351693,364005,384107,616615,222492
10/12/2021,497929,351868,364174,384236,616792,222708
10/13/2021,498510,352171,364451,384444,617131,222982
10/14/2021,499220,352512,364774,384690,617480,223266
10/15/2021,500104,352951,365164,384967,617746,223602
10/16/2021,500716,353196,365390,385143,617889,223860
10/17/2021,501149,353375,365516,385233,617980,224017
10/18/2021,501866,353761,365848,385509,618346,224301
10/19/2021,502488,354122,366083,385732,618650,224592
10/2/2021,491941,348694,361617,382250,614023,219709
10/20/2021,503122,354466,366326,385959,618927,224927
10/21/2021,503745,354810,366608,386161,619207,225188
10/22/2021,504476,355243,366975,386462,619625,225542
10/23/2021,504917,355480,367213,386598,619817,225773
10/24/2021,505208,355643,367357,386727,619978,225910
10/25/2021,505912,356033,367675,387035,620456,226213
10/26/2021,506570,356386,367995,387282,620930,226480
10/27/2021,507251,356736,368362,387582,621409,226780
10/28/2021,507895,357091,368661,387857,621870,227040
10/29/2021,508541,357536,369042,388159,622221,227329
10/3/2021,492245,348836,361723,382342,614132,219861
10/30/2021,508902,357729,369208,388321,622362,227492
10/31/2021,509109,357842,369302,388399,622476,227565
10/4/2021,493062,349234,362062,382580,614572,220231
10/5/2021,493833,349663,362403,382822,615006,220598
10/6/2021,494603,350067,362732,383051,615338,220990
10/7/2021,495127,350387,362994,383275,615610,221275
10/8/2021,495816,350754,363273,383511,615864,221651
10/9/2021,496408,351073,363511,383692,616043,221947
11/1/2021,509735,358147,369595,388633,622845,227784
11/2/2021,510480,358509,369894,388877,623199,228030
11/3/2021,511055,358800,370166,389065,623500,228302
11/4/2021,511580,359079,370408,389265,623822,228546
11/5/2021,512397,359497,370792,389538,624155,228877
11/6/2021,512879,359755,371051,389715,624364,229178
11/7/2021,513217,359954,371204,389842,624524,229335
11/8/2021,513905,360354,371521,390113,624900,229634
11/9/2021,514091,360456,371625,390189,625037,229768
12/1/2020,36,30,29,18,22,2
12/10/2020,45,38,40,32,42,2
12/11/2020,47,40,40,35,42,2
12/12/2020,48,40,40,37,42,2
12/13/2020,48,41,42,38,43,2
12/14/2020,50,44,42,39,50,2
12/15/2020,56,48,51,48,53,2
12/16/2020,68,62,64,54,57,2
12/17/2020,291,411,372,291,184,5
12/18/2020,676,892,776,555,307,5
12/19/2020,1029,1358,1182,841,437,10
12/2/2020,37,31,29,23,28,2
12/20/2020,1224,1605,1429,1042,525,11
12/21/2020,1923,2443,2194,1598,804,14
12/22/2020,2866,3545,3180,2309,1117,18
12/23/2020,3916,4816,4346,3117,1481,25
12/24/2020,4288,5195,4702,3409,1623,25
12/25/2020,4288,5195,4703,3409,1627,25
12/26/2020,5406,6490,5818,4359,2049,34
12/27/2020,5914,7018,6350,4793,2262,40
12/28/2020,7051,8210,7481,5817,2872,50
12/29/2020,8808,9973,9166,7238,3914,74
12/3/2020,40,31,32,24,30,2
12/30/2020,10663,11942,11137,8886,4916,94
12/31/2020,11606,12874,12039,9649,5307,103
12/4/2020,40,32,32,25,32,2
12/5/2020,40,32,32,25,34,2
12/6/2020,40,32,32,25,34,2
12/7/2020,40,33,36,27,36,2
12/8/2020,42,34,37,28,36,2
12/9/2020,42,34,39,29,40,2
2/1/2021,54422,51614,54384,50405,152436,1309
2/10/2021,63309,59682,63087,60917,243364,1818
2/11/2021,64385,60602,64103,62350,254354,1876
2/12/2021,66179,62063,65641,64334,269553,1975
2/13/2021,68026,63650,67457,66370,279604,2078
2/14/2021,68673,64128,68044,67119,284764,2105
2/15/2021,69336,64752,68712,68018,294199,2150
2/16/2021,70463,65541,69616,69190,304565,2197
2/17/2021,71439,66444,70548,70379,315689,2271
2/18/2021,72287,67165,71330,71443,326630,2305
2/19/2021,73410,68070,72242,72635,335796,2381
2/2/2021,55385,52500,55240,51568,162461,1346
2/20/2021,75102,69464,73618,74215,343844,2483
2/21/2021,75709,70034,74207,74947,348933,2518
2/22/2021,76321,70589,74739,75617,354777,2564
2/23/2021,77442,71459,75760,76881,363004,2630
2/24/2021,78611,72495,76878,78320,372674,2712
2/25/2021,79716,73437,77878,79616,382573,2797
2/26/2021,81251,74725,79169,81365,391835,2886
2/27/2021,82507,75809,80249,82713,398306,2965
2/28/2021,83067,76244,80753,83690,402145,3007
2/3/2021,56207,53295,56075,52552,172883,1399
2/4/2021,57146,54147,57102,53723,183684,1449
2/5/2021,58386,55244,58231,55044,192650,1517
2/6/2021,59634,56309,59375,56273,203279,1596
2/7/2021,60159,56820,59880,56850,208953,1624
2/8/2021,61118,57730,60890,58130,219628,1699
2/9/2021,62204,58727,61952,59496,231528,1768
3/1/2021,83839,76944,81583,85009,407506,3076
3/10/2021,94204,85159,90543,141548,452812,3871
3/11/2021,96302,86851,92327,151559,459081,4010
3/12/2021,98648,88627,94286,160621,464520,4148
3/13/2021,100347,90048,95910,168866,468608,4244
3/14/2021,101605,91141,97078,175138,471133,4321
3/15/2021,103106,92442,98653,183152,475037,4422
3/16/2021,105132,94061,100519,190838,479056,4568
3/17/2021,107754,96382,103128,199640,484350,4757
3/18/2021,110456,98666,105720,207460,489266,4939
3/19/2021,113891,101226,108511,214576,493883,5223
3/2/2021,84665,77697,82395,86940,413545,3129
3/20/2021,116774,103652,111342,219952,497753,5445
3/21/2021,119011,105561,113493,224045,500065,5639
3/22/2021,122263,108421,116637,228551,503223,5962
3/23/2021,126142,111722,120136,233510,506294,6393
3/24/2021,132539,117054,125788,238106,509494,7677
3/25/2021,139733,122759,131893,242298,512670,8978
3/26/2021,146140,127892,137320,246099,514925,10273
3/27/2021,152140,132699,142346,248750,516389,11931
3/28/2021,157261,136554,146491,250464,517312,13420
3/29/2021,164910,142361,152935,252372,518560,15136
3/3/2021,85568,78421,83283,90008,419305,3212
3/30/2021,172594,148100,159282,254565,519899,16927
3/31/2021,180885,154305,166407,257319,521663,19057
3/4/2021,86670,79346,84251,96994,425151,3296
3/5/2021,88267,80441,85445,104993,430221,3444
3/6/2021,89354,81227,86282,111281,433997,3513
3/7/2021,90185,81899,86981,116568,436579,3571
3/8/2021,91287,82800,87955,124761,441733,3647
3/9/2021,92661,83884,89144,132467,446848,3731
4/1/2021,189116,160437,173899,260194,523721,20960
4/10/2021,240144,195355,213472,282216,539145,32311
4/11/2021,243330,197373,215717,283431,539942,33452
4/12/2021,248109,200521,219411,285808,541877,34564
4/13/2021,252411,203182,222413,287713,543308,35605
4/14/2021,256860,205804,225313,289471,544604,36664
4/15/2021,262081,209189,228647,291626,546208,37663
4/16/2021,266489,212094,231748,293580,547597,38578
4/17/2021,269838,214436,234502,295188,548694,39672
4/18/2021,271755,215615,235852,295939,549217,40337
4/19/2021,275154,217957,238326,297525,550576,41154
4/2/2021,195617,165267,179524,262702,525297,22566
4/20/2021,278362,220049,240755,299063,551868,42009
4/21/2021,282540,222804,243526,300872,553350,43004
4/22/2021,286458,225340,246135,302565,554695,43824
4/23/2021,290257,227986,248813,304246,555884,44761
4/24/2021,292633,229545,250426,305376,556670,45531
4/25/2021,294216,230549,251468,305957,557070,46215
4/26/2021,296964,232391,253440,307349,558146,46946
4/27/2021,299866,234230,255485,308765,559335,47629
4/28/2021,302749,235933,257430,310178,560673,48423
4/29/2021,305568,237610,259262,311588,561933,49068
4/3/2021,200149,168568,183456,264426,526441,23859
4/30/2021,308803,239489,261412,313207,563280,49857
4/4/2021,202329,169897,185009,265039,526815,24408
4/5/2021,207864,173492,189146,267455,528523,25597
4/6/2021,214039,177617,193968,270315,530738,26935
4/7/2021,220882,182530,199311,273545,533079,28157
4/8/2021,227569,187209,204463,276827,535610,29338
4/9/2021,234545,191677,209531,279988,537711,30852
5/1/2021,310851,240689,262751,314204,563914,50490
5/10/2021,327868,250475,272874,322050,570518,54795
5/11/2021,329822,251518,273989,322934,571237,55308
5/12/2021,331763,252643,275124,323746,571966,56035
5/13/2021,333804,253791,276311,324617,572638,60707
5/14/2021,336332,255291,277842,325701,573488,65176
5/15/2021,338084,256415,278974,326476,573933,70602
5/16/2021,339309,257109,279686,326962,574247,73652
5/17/2021,341442,258295,281020,327846,575038,76661
5/18/2021,343566,259537,282240,328760,575844,79006
5/19/2021,345824,260828,283594,329783,576597,82311
5/2/2021,312230,241553,263639,314804,564316,50954
5/20/2021,347806,262005,284754,330612,577310,84934
5/21/2021,350099,263356,286124,331552,577995,88827
5/22/2021,351882,264430,287255,332317,578421,92573
5/23/2021,352963,265068,287827,332709,578648,94072
5/24/2021,354691,265997,288763,333445,579247,96040
5/25/2021,356178,266897,289660,334139,579763,97630
5/26/2021,357944,267825,290590,334755,580269,99398
5/27/2021,359451,268732,291429,335398,580753,101191
5/28/2021,361104,269698,292400,336125,581293,103219
5/29/2021,362247,270369,293126,336627,581570,104669
5/3/2021,314122,242583,264805,315751,565240,51397
5/30/2021,362977,270816,293552,336925,581705,105394
5/31/2021,363287,271004,293730,337048,581786,105681
5/4/2021,316617,243989,266277,316919,566359,51942
5/5/2021,318982,245364,267654,317964,567197,52459
5/6/2021,321437,246727,269074,319077,568139,53041
5/7/2021,323699,248146,270466,320161,569066,53603
5/8/2021,325266,249042,271423,320903,569595,54089
5/9/2021,326228,249616,271979,321314,569857,54426
6/1/2021,364769,271894,294584,337607,582232,107278
6/10/2021,374993,277891,300355,341670,585285,118750
6/11/2021,376357,278863,301256,342245,585644,121003
6/12/2021,377278,279535,301902,342559,585799,122458
6/13/2021,377639,279771,302147,342722,585876,122742
6/14/2021,378621,280320,302658,343094,586120,123838
6/15/2021,379590,280923,303174,343443,586337,124995
6/16/2021,380672,281539,303732,343813,586586,126206
6/17/2021,381608,282149,304254,344196,586853,127237
6/18/2021,382922,282883,304935,344689,587170,128384
6/19/2021,383610,283362,305358,344977,587331,129107
6/2/2021,366047,272632,295356,338098,582651,108761
6/20/2021,384048,283603,305576,345148,587397,129453
6/21/2021,384971,284132,306116,345499,587643,130457
6/22/2021,385853,284612,306608,345804,587946,131398
6/23/2021,386741,285163,307080,346160,588240,132352
6/24/2021,387542,285664,307587,346526,588530,133290
6/25/2021,388647,286336,308230,346996,588858,134239
6/26/2021,389420,286780,308714,347292,589026,134850
6/27/2021,389912,287098,309002,347488,589097,135320
6/28/2021,390860,287640,309553,347849,589384,136343
6/29/2021,391739,288148,310042,348193,589632,137200
6/3/2021,367399,273417,296106,338626,583060,110263
6/30/2021,392598,288699,310515,348556,589931,138111
6/4/2021,368867,274362,297020,339266,583499,111881
6/5/2021,369993,275097,297689,339726,583761,113399
6/6/2021,370602,275404,298039,339935,583880,114060
6/7/2021,371754,276068,298635,340374,584236,115299
6/8/2021,372844,276615,299192,340817,584555,116436
6/9/2021,373852,277193,299686,341213,584908,117567
7/1/2021,393443,289199,311013,348893,590187,138905
7/10/2021,400700,293588,315346,351862,592000,146898
7/11/2021,401234,293898,315599,352018,592081,147469
7/12/2021,402142,294427,316091,352324,592296,148492
7/13/2021,402918,294851,316522,352590,592518,149492
7/14/2021,403722,295343,317014,352883,592724,150449
7/15/2021,404470,295817,317435,353155,592929,151375
7/16/2021,405628,296551,318119,353606,593222,152629
7/17/2021,406394,297058,318595,353906,593391,153408
7/18/2021,406958,297423,318910,354119,593479,153980
7/19/2021,407992,298127,319544,354570,593793,155324
7/2/2021,394514,289857,311606,349352,590483,139960
7/20/2021,409006,298735,320184,354963,594123,156515
7/21/2021,410211,299480,320849,355396,594470,157809
7/22/2021,411360,300280,321538,355937,594831,159215
7/23/2021,412845,301355,322569,356616,595234,160728
7/24/2021,413955,302112,323388,357119,595464,161706
7/25/2021,414994,302701,323872,357433,595612,162589
7/26/2021,416448,303594,324685,358047,596020,164107
7/27/2021,417880,304466,325490,358595,596416,165611
7/28/2021,419360,305347,326244,359096,596786,167171
7/29/2021,420844,306215,326990,359562,597167,168826
7/3/2021,395254,290324,312043,349678,590648,140624
7/30/2021,422846,307583,328219,360256,597658,171186
7/31/2021,424141,308471,328978,360723,597884,172698
7/4/2021,395385,290394,312129,349735,590675,140732
7/5/2021,396270,290875,312619,350105,590858,141553
7/6/2021,397084,291288,313084,350401,591109,142428
7/7/2021,397919,291772,313519,350745,591341,143392
7/8/2021,398705,292210,313984,351085,591574,144244
7/9/2021,399859,293002,314749,351525,591832,145654
8/1/2021,425187,309102,329476,361084,598035,173575
8/10/2021,439609,318170,337023,366001,601312,185279
8/11/2021,441124,319114,337706,366488,601628,186425
8/12/2021,442733,320071,338523,367013,602044,187569
8/13/2021,444621,321288,339517,367634,602442,189086
8/14/2021,445945,322208,340221,368057,602683,190601
8/15/2021,446733,322667,340597,368274,602794,191143
8/16/2021,448271,323558,341309,368759,603131,192109
8/17/2021,449727,324429,341961,369190,603453,193039
8/18/2021,451069,325209,342548,369605,603743,193934
8/19/2021,452132,325974,343103,369976,604030,194684
8/2/2021,426859,310220,330361,361696,598454,175137
8/20/2021,453418,326827,343828,370434,604318,195850
8/21/2021,454293,327435,344385,370719,604460,196891
8/22/2021,454928,327822,344674,370901,604562,197416
8/23/2021,456254,328602,345293,371342,604903,198242
8/24/2021,457552,329329,345877,371742,605187,199017
8/25/2021,458769,330037,346466,372157,605447,199797
8/26/2021,459986,330754,347036,372552,605716,200480
8/27/2021,461371,331605,347741,372988,606032,201468
8/28/2021,462309,332222,348248,373307,606190,202389
8/29/2021,462888,332571,348532,373452,606282,202729
8/3/2021,428438,311193,331180,362234,598907,176343
8/30/2021,463998,333237,349063,373818,606511,203350
8/31/2021,464977,333825,349519,374131,606752,203874
8/4/2021,430126,312255,332064,362784,599333,177561
8/5/2021,431750,313255,332930,363393,599739,178801
8/6/2021,433802,314607,334132,364096,600182,180559
8/7/2021,435314,315587,334942,364607,600422,182222
8/8/2021,436300,316177,335436,364914,600589,183038
8/9/2021,437984,317173,336266,365470,600993,184242
9/1/2021,466072,334497,350031,374490,607004,204587
9/10/2021,473781,338976,353797,377024,608651,209493
9/11/2021,474703,339477,354202,377285,608788,210253
9/12/2021,475304,339757,354458,377442,608868,210600
9/13/2021,476548,340388,354945,377783,609090,211279
9/14/2021,477594,340930,355402,378068,609308,211821
9/15/2021,478195,341279,355633,378222,609418,212239
9/16/2021,478962,341672,355987,378432,609569,212640
9/17/2021,480217,342388,356470,378807,609787,213376
9/18/2021,481115,342894,356901,379056,609924,214035
9/19/2021,481610,343139,357091,379182,609991,214333
9/2/2021,466940,334991,350444,374759,607248,205067
9/20/2021,482145,343462,357336,379348,610132,214640
