date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,111,95,57,63,52,1
1/10/2021,266,212,159,157,184,5
1/11/2021,282,233,185,174,200,5
1/12/2021,301,249,208,200,245,6
1/13/2021,310,258,214,209,413,6
1/14/2021,321,270,223,220,575,6
1/15/2021,337,284,233,229,741,7
1/16/2021,343,286,233,229,746,7
1/17/2021,344,287,233,231,750,7
1/18/2021,346,292,235,235,757,7
1/19/2021,351,301,237,240,800,7
1/2/2021,111,95,57,64,53,2
1/20/2021,371,316,258,260,1129,9
1/21/2021,387,337,276,277,1445,9
1/22/2021,418,368,314,304,1860,10
1/23/2021,424,373,315,306,1868,10
1/24/2021,424,375,315,308,1870,10
1/25/2021,440,385,331,327,1896,10
1/26/2021,464,402,346,349,2196,12
1/27/2021,484,422,361,373,2262,14
1/28/2021,508,448,402,448,2552,14
1/29/2021,563,511,494,523,2719,15
1/3/2021,113,97,57,65,54,2
1/30/2021,585,525,508,543,2729,15
1/31/2021,597,532,513,555,2739,15
1/4/2021,133,112,67,78,60,2
1/5/2021,160,122,85,90,70,2
1/6/2021,190,155,108,112,79,3
1/7/2021,214,174,125,127,164,4
1/8/2021,263,209,156,155,183,4
1/9/2021,266,210,158,156,184,4
10/1/2021,10216,6375,6420,6260,9630,6336
10/10/2021,10261,6404,6435,6278,9648,6407
10/11/2021,10264,6411,6441,6281,9652,6409
10/12/2021,10276,6412,6443,6282,9654,6442
10/13/2021,10281,6417,6447,6286,9655,6446
10/14/2021,10289,6426,6453,6291,9660,6457
10/15/2021,10308,6432,6460,6294,9663,6463
10/16/2021,10317,6433,6460,6294,9664,6470
10/17/2021,10322,6434,6460,6294,9664,6473
10/18/2021,10330,6440,6464,6297,9669,6477
10/19/2021,10351,6449,6471,6302,9674,6489
10/2/2021,10218,6376,6421,6262,9631,6338
10/20/2021,10355,6450,6474,6303,9675,6497
10/21/2021,10366,6452,6477,6305,9677,6502
10/22/2021,10375,6459,6481,6309,9681,6512
10/23/2021,10379,6464,6488,6312,9683,6520
10/24/2021,10380,6467,6490,6313,9684,6524
10/25/2021,10385,6473,6494,6313,9689,6527
10/26/2021,10395,6478,6499,6315,9695,6531
10/27/2021,10404,6484,6500,6319,9702,6535
10/28/2021,10417,6486,6506,6324,9711,6543
10/29/2021,10421,6491,6508,6327,9713,6547
10/3/2021,10222,6376,6421,6262,9633,6338
10/30/2021,10426,6495,6515,6336,9715,6549
10/31/2021,10426,6498,6517,6336,9715,6552
10/4/2021,10226,6378,6427,6263,9635,6342
10/5/2021,10238,6382,6430,6266,9643,6363
10/6/2021,10242,6390,6431,6268,9646,6368
10/7/2021,10251,6401,6434,6272,9647,6392
10/8/2021,10253,6404,6434,6273,9648,6401
10/9/2021,10259,6404,6434,6275,9648,6403
11/1/2021,10432,6506,6527,6338,9722,6559
11/2/2021,10449,6514,6540,6342,9730,6574
11/3/2021,10454,6520,6542,6344,9732,6637
11/4/2021,10475,6541,6557,6357,9742,7253
11/5/2021,10499,6568,6578,6367,9749,7823
11/6/2021,10500,6569,6579,6367,9754,7826
11/7/2021,10506,6572,6582,6369,9755,7836
11/8/2021,10520,6585,6589,6377,9761,7878
11/9/2021,10540,6600,6606,6384,9779,7948
12/1/2020,,,1,,,
12/10/2020,,,1,,,
12/11/2020,,,1,,,
12/12/2020,,,1,,,
12/13/2020,,,1,,,
12/14/2020,,,1,,,
12/15/2020,,,1,,,
12/16/2020,,,1,,,
12/17/2020,5,,2,2,,
12/18/2020,6,3,3,3,,
12/19/2020,6,6,3,3,1,
12/2/2020,,,1,,,
12/20/2020,7,6,3,3,1,
12/21/2020,8,7,3,3,2,
12/22/2020,23,15,9,12,11,
12/23/2020,30,24,12,16,14,
12/24/2020,41,28,16,20,16,
12/25/2020,41,28,16,20,16,
12/26/2020,45,30,16,20,16,
12/27/2020,45,30,16,20,16,
12/28/2020,57,42,26,24,21,
12/29/2020,78,63,36,32,22,
12/3/2020,,,1,,,
12/30/2020,96,80,44,46,35,1
12/31/2020,111,95,55,57,48,1
12/4/2020,,,1,,,
12/5/2020,,,1,,,
12/6/2020,,,1,,,
12/7/2020,,,1,,,
12/8/2020,,,1,,,
12/9/2020,,,1,,,
2/1/2021,615,546,535,576,2775,15
2/10/2021,887,851,994,1210,3720,23
2/11/2021,922,899,1094,1321,3862,23
2/12/2021,946,984,1235,1402,3970,23
2/13/2021,1006,1081,1374,1482,4060,29
2/14/2021,1075,1152,1486,1555,4154,36
2/15/2021,1092,1159,1496,1571,4195,36
2/16/2021,1103,1163,1505,1582,4224,38
2/17/2021,1108,1165,1508,1583,4240,38
2/18/2021,1111,1165,1508,1584,4254,38
2/19/2021,1113,1166,1508,1588,4260,38
2/2/2021,664,597,625,688,2996,15
2/20/2021,1116,1169,1510,1591,4270,38
2/21/2021,1116,1169,1511,1591,4275,38
2/22/2021,1120,1170,1515,1592,4291,38
2/23/2021,1131,1178,1523,1597,4315,39
2/24/2021,1148,1191,1533,1617,4414,41
2/25/2021,1156,1200,1560,1628,4487,42
2/26/2021,1179,1228,1577,1650,4617,43
2/27/2021,1185,1229,1582,1665,4654,44
2/28/2021,1187,1231,1583,1668,4691,44
2/3/2021,674,607,641,697,3034,17
2/4/2021,721,663,742,810,3183,18
2/5/2021,788,758,852,959,3323,19
2/6/2021,793,759,856,963,3330,19
2/7/2021,795,759,857,964,3335,19
2/8/2021,804,763,862,974,3363,21
2/9/2021,857,820,911,1084,3566,23
3/1/2021,1199,1245,1603,1686,4770,45
3/10/2021,1458,1462,1857,2101,6240,64
3/11/2021,1492,1483,1880,2166,6345,64
3/12/2021,1522,1504,1900,2211,6436,64
3/13/2021,1541,1517,1916,2243,6455,64
3/14/2021,1570,1569,1959,2343,6620,67
3/15/2021,1587,1578,1979,2382,6670,69
3/16/2021,1651,1635,2074,2661,6868,78
3/17/2021,1815,1739,2225,2796,7074,87
3/18/2021,1897,1858,2433,2924,7253,89
3/19/2021,2081,1985,2605,3110,7440,102
3/2/2021,1234,1278,1644,1733,5002,48
3/20/2021,2095,1991,2613,3136,7467,103
3/21/2021,2109,1999,2621,3160,7482,106
3/22/2021,2147,2023,2662,3223,7526,109
3/23/2021,2294,2119,2770,3391,7717,128
3/24/2021,2456,2198,2886,3585,7833,143
3/25/2021,2605,2315,2987,3760,7915,174
3/26/2021,2797,2429,3109,3883,8011,204
3/27/2021,2820,2440,3123,3916,8035,212
3/28/2021,2835,2443,3131,3927,8037,216
3/29/2021,2878,2471,3164,3963,8059,225
3/3/2021,1304,1348,1737,1827,5389,51
3/30/2021,3070,2580,3272,4055,8150,250
3/31/2021,3155,2622,3323,4095,8175,274
3/4/2021,1330,1370,1761,1883,5688,53
3/5/2021,1361,1398,1796,1926,5893,55
3/6/2021,1380,1407,1802,1949,5926,57
3/7/2021,1388,1411,1806,1959,5944,58
3/8/2021,1407,1426,1823,2002,6002,59
3/9/2021,1424,1438,1841,2047,6099,61
4/1/2021,3321,2710,3415,4192,8294,301
4/10/2021,4613,3411,4128,4911,8704,669
4/11/2021,4626,3417,4133,4915,8706,677
4/12/2021,4722,3471,4168,4951,8739,700
4/13/2021,4802,3529,4217,4983,8761,722
4/14/2021,4890,3599,4284,5020,8784,749
4/15/2021,4991,3650,4341,5058,8808,765
4/16/2021,5074,3706,4413,5094,8822,778
4/17/2021,5102,3718,4423,5103,8826,799
4/18/2021,5114,3722,4428,5107,8827,810
4/19/2021,5156,3749,4455,5128,8839,840
4/2/2021,3432,2769,3497,4270,8362,336
4/20/2021,5231,3786,4493,5150,8851,851
4/21/2021,5301,3837,4531,5176,8858,857
4/22/2021,5364,3890,4596,5207,8875,871
4/23/2021,5422,3924,4638,5245,8898,887
4/24/2021,5449,3941,4670,5264,8905,1160
4/25/2021,5454,3945,4675,5264,8905,1162
4/26/2021,5523,3988,4718,5287,8923,1403
4/27/2021,5603,4051,4768,5316,8942,1421
4/28/2021,5742,4188,4897,5369,8961,1452
4/29/2021,5822,4228,4938,5387,8981,1461
4/3/2021,3457,2782,3504,4281,8370,355
4/30/2021,5867,4268,4968,5413,8990,1470
4/4/2021,3467,2789,3512,4284,8371,365
4/5/2021,3597,2862,3584,4383,8433,416
4/6/2021,3812,2972,3694,4484,8491,459
4/7/2021,4030,3083,3827,4607,8544,518
4/8/2021,4260,3212,3915,4707,8593,580
4/9/2021,4456,3321,4026,4795,8638,627
5/1/2021,5889,4278,4980,5422,8993,1475
5/10/2021,6176,4462,5129,5513,9046,1536
5/11/2021,6195,4465,5138,5525,9053,1540
5/12/2021,6233,4490,5163,5534,9070,1719
5/13/2021,6316,4571,5222,5548,9081,1731
5/14/2021,6356,4605,5252,5562,9087,2203
5/15/2021,6369,4611,5254,5566,9089,2216
5/16/2021,6375,4614,5255,5573,9090,2225
5/17/2021,6421,4638,5284,5590,9101,2371
5/18/2021,6466,4679,5311,5608,9115,2555
5/19/2021,6503,4712,5333,5620,9124,2770
5/2/2021,5898,4284,4985,5425,8996,1476
5/20/2021,6555,4741,5353,5635,9143,2814
5/21/2021,6584,4764,5376,5645,9150,3020
5/22/2021,6601,4772,5390,5649,9153,3037
5/23/2021,6615,4779,5395,5653,9155,3038
5/24/2021,6649,4803,5418,5662,9161,3115
5/25/2021,6688,4819,5437,5667,9169,3163
5/26/2021,6719,4832,5447,5673,9172,3233
5/27/2021,6751,4855,5457,5675,9176,3296
5/28/2021,6761,4868,5464,5677,9177,3298
5/29/2021,6771,4872,5467,5678,9178,3308
5/3/2021,5940,4312,5004,5435,9003,1488
5/30/2021,6776,4873,5474,5681,9179,3309
5/31/2021,6785,4877,5476,5682,9179,3310
5/4/2021,5976,4341,5027,5440,9009,1502
5/5/2021,6033,4376,5052,5461,9020,1506
5/6/2021,6080,4398,5071,5480,9027,1512
5/7/2021,6140,4428,5104,5497,9038,1530
5/8/2021,6150,4438,5107,5501,9038,1533
5/9/2021,6155,4442,5113,5505,9038,1533
6/1/2021,6819,4894,5493,5690,9185,3319
6/10/2021,7075,5042,5590,5755,9227,3710
6/11/2021,7122,5054,5604,5760,9234,3768
6/12/2021,7128,5057,5605,5762,9239,3769
6/13/2021,7132,5059,5605,5762,9239,3772
6/14/2021,7145,5070,5609,5766,9242,3777
6/15/2021,7158,5082,5609,5771,9243,3785
6/16/2021,7173,5088,5614,5775,9246,3797
6/17/2021,7233,5124,5640,5789,9260,3919
6/18/2021,7252,5131,5646,5793,9265,3929
6/19/2021,7258,5132,5650,5793,9266,3935
6/2/2021,6851,4913,5512,5698,9188,3410
6/20/2021,7261,5132,5651,5794,9266,3937
6/21/2021,7371,5165,5653,5797,9269,3944
6/22/2021,7648,5253,5670,5802,9270,3969
6/23/2021,7672,5266,5679,5804,9270,3999
6/24/2021,7987,5388,5702,5809,9272,4033
6/25/2021,8067,5421,5712,5813,9275,4048
6/26/2021,8076,5430,5717,5822,9276,4056
6/27/2021,8081,5431,5719,5822,9277,4058
6/28/2021,8094,5437,5725,5824,9280,4064
6/29/2021,8122,5446,5732,5831,9286,4088
6/3/2021,6920,4947,5532,5712,9194,3508
6/30/2021,8137,5459,5736,5836,9289,4104
6/4/2021,6943,4966,5546,5719,9202,3528
6/5/2021,6951,4967,5550,5721,9204,3531
6/6/2021,6959,4973,5553,5723,9207,3533
6/7/2021,6974,4981,5560,5727,9209,3548
6/8/2021,7019,5015,5575,5744,9220,3644
6/9/2021,7056,5034,5585,5754,9226,3702
7/1/2021,8152,5469,5741,5837,9291,4129
7/10/2021,8316,5549,5788,5861,9310,4258
7/11/2021,8327,5550,5791,5861,9310,4259
7/12/2021,8344,5557,5796,5871,9313,4273
7/13/2021,8362,5562,5806,5874,9315,4302
7/14/2021,8369,5564,5806,5878,9318,4307
7/15/2021,8387,5571,5812,5879,9324,4317
7/16/2021,8403,5579,5824,5884,9324,4325
7/17/2021,8406,5584,5827,5889,9327,4334
7/18/2021,8412,5587,5829,5893,9327,4339
7/19/2021,8430,5596,5833,5895,9329,4354
7/2/2021,8177,5482,5748,5841,9295,4143
7/20/2021,8456,5606,5844,5898,9333,4398
7/21/2021,8482,5618,5850,5903,9335,4410
7/22/2021,8511,5631,5861,5914,9344,4456
7/23/2021,8525,5642,5870,5917,9346,4474
7/24/2021,8540,5646,5874,5922,9348,4490
7/25/2021,8547,5648,5878,5927,9348,4499
7/26/2021,8566,5658,5883,5929,9356,4516
7/27/2021,8595,5672,5890,5935,9365,4569
7/28/2021,8625,5683,5899,5941,9372,4635
7/29/2021,8667,5701,5912,5951,9380,4732
7/3/2021,8185,5490,5755,5843,9296,4147
7/30/2021,8692,5711,5923,5958,9381,4760
7/31/2021,8700,5714,5924,5960,9381,4769
7/4/2021,8188,5491,5755,5843,9296,4147
7/5/2021,8204,5500,5760,5844,9296,4158
7/6/2021,8229,5517,5768,5846,9298,4205
7/7/2021,8257,5525,5772,5847,9300,4224
7/8/2021,8283,5536,5778,5850,9307,4239
7/9/2021,8308,5546,5786,5860,9310,4246
8/1/2021,8711,5720,5927,5961,9383,4776
8/10/2021,9336,6012,6119,6049,9460,5314
8/11/2021,9368,6025,6126,6053,9466,5381
8/12/2021,9407,6036,6134,6065,9473,5459
8/13/2021,9437,6043,6144,6071,9477,5481
8/14/2021,9450,6043,6145,6075,9479,5498
8/15/2021,9456,6045,6149,6079,9480,5502
8/16/2021,9478,6054,6155,6086,9487,5507
8/17/2021,9509,6070,6167,6091,9490,5540
8/18/2021,9543,6077,6178,6096,9498,5591
8/19/2021,9572,6080,6189,6097,9503,5621
8/2/2021,8733,5728,5933,5974,9392,4786
8/20/2021,9591,6087,6195,6100,9505,5637
8/21/2021,9600,6092,6200,6102,9506,5658
8/22/2021,9602,6092,6202,6105,9507,5661
8/23/2021,9626,6098,6210,6114,9508,5667
8/24/2021,9644,6110,6220,6118,9512,5693
8/25/2021,9674,6121,6223,6126,9519,5752
8/26/2021,9818,6201,6281,6153,9540,5795
8/27/2021,9887,6244,6310,6172,9549,5877
8/28/2021,9895,6247,6314,6176,9551,5884
8/29/2021,9898,6248,6314,6176,9552,5885
8/3/2021,8780,5747,5945,5980,9402,4852
8/30/2021,9918,6253,6318,6181,9552,5900
8/31/2021,9933,6257,6322,6183,9554,5908
8/4/2021,8820,5758,5956,5988,9413,4911
8/5/2021,9036,5857,6016,6006,9428,5011
8/6/2021,9226,5959,6081,6034,9444,5111
8/7/2021,9247,5964,6084,6036,9445,5126
8/8/2021,9259,5967,6086,6036,9446,5127
8/9/2021,9295,5994,6104,6044,9456,5265
9/1/2021,9951,6260,6328,6186,9559,5937
9/10/2021,10037,6302,6354,6214,9576,6046
9/11/2021,10038,6303,6355,6214,9577,6056
9/12/2021,10044,6304,6355,6214,9578,6061
9/13/2021,10050,6306,6361,6215,9579,6064
9/14/2021,10060,6309,6368,6223,9588,6087
9/15/2021,10069,6316,6374,6224,9590,6113
9/16/2021,10076,6318,6376,6228,9593,6136
9/17/2021,10080,6324,6380,6231,9594,6147
9/18/2021,10085,6325,6383,6234,9597,6152
9/19/2021,10087,6327,6384,6234,9598,6157
9/2/2021,9959,6267,6333,6193,9561,5947
9/20/2021,10093,6328,6384,6234,9600,6166
