date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4338,4476,3731,3526,2295,26
1/10/2021,6616,6466,5605,5453,4856,60
1/11/2021,6929,6744,5875,5741,5247,71
1/12/2021,7258,7005,6142,6001,5770,79
1/13/2021,7473,7245,6384,6250,6223,88
1/14/2021,7776,7554,6704,6542,6655,93
1/15/2021,8401,8123,7287,7105,7972,101
1/16/2021,8641,8317,7472,7270,8249,104
1/17/2021,8724,8375,7518,7328,8383,107
1/18/2021,9067,8685,7838,7620,9953,113
1/19/2021,9438,8971,8164,7945,11629,123
1/2/2021,4511,4600,3832,3639,2415,27
1/20/2021,9934,9517,8676,8427,13772,134
1/21/2021,10335,9959,9170,8912,16886,143
1/22/2021,11034,10641,9922,9657,19945,156
1/23/2021,11313,10875,10115,9857,21744,161
1/24/2021,11456,11005,10226,9963,22068,164
1/25/2021,12175,11646,10970,10717,25331,179
1/26/2021,12886,12222,11632,11365,28371,188
1/27/2021,13608,12818,12298,12089,31553,196
1/28/2021,14449,13458,12973,12810,34894,209
1/29/2021,15372,14185,13702,13564,37984,228
1/3/2021,4599,4693,3902,3695,2466,29
1/30/2021,16024,14618,14055,13964,40714,234
1/31/2021,16193,14729,14171,14100,41465,239
1/4/2021,4938,5014,4166,3975,2726,38
1/5/2021,5274,5337,4431,4261,3044,41
1/6/2021,5690,5676,4853,4629,3383,48
1/7/2021,5992,5910,5062,4911,3796,53
1/8/2021,6266,6194,5350,5189,4055,56
1/9/2021,6518,6368,5519,5377,4783,60
10/1/2021,130321,83326,82771,99942,199411,58107
10/10/2021,131726,84059,83283,100389,199928,58817
10/11/2021,131920,84171,83357,100454,200006,58932
10/12/2021,132036,84223,83389,100473,200045,58987
10/13/2021,132176,84305,83445,100521,200105,59065
10/14/2021,132385,84407,83515,100581,200187,59155
10/15/2021,132618,84514,83624,100653,200253,59252
10/16/2021,132730,84571,83661,100692,200287,59291
10/17/2021,132811,84608,83687,100704,200302,59330
10/18/2021,132998,84713,83754,100769,200357,59395
10/19/2021,133127,84793,83827,100830,200431,59470
10/2/2021,130425,83383,82819,99974,199446,58178
10/20/2021,133277,84857,83898,100882,200488,59545
10/21/2021,133428,84937,83989,100940,200536,59621
10/22/2021,133618,85040,84065,101021,200668,59699
10/23/2021,133722,85087,84103,101069,200756,59755
10/24/2021,133775,85112,84121,101093,200813,59797
10/25/2021,133945,85188,84178,101156,201020,59858
10/26/2021,134093,85296,84258,101244,201225,59942
10/27/2021,134273,85403,84330,101321,201425,60065
10/28/2021,134439,85476,84394,101399,201631,60119
10/29/2021,134630,85581,84479,101497,201810,60199
10/3/2021,130504,83419,82843,99989,199472,58217
10/30/2021,134707,85621,84503,101533,201914,60233
10/31/2021,134753,85646,84523,101548,201960,60250
10/4/2021,130726,83519,82925,100040,199558,58310
10/5/2021,130928,83613,82983,100109,199644,58389
10/6/2021,131143,83740,83055,100168,199712,58482
10/7/2021,131285,83834,83109,100233,199763,58566
10/8/2021,131546,83948,83199,100303,199835,58682
10/9/2021,131650,84011,83253,100357,199880,58773
11/1/2021,134939,85760,84614,101638,202164,60315
11/2/2021,135137,85867,84687,101707,202329,60411
11/3/2021,135295,85957,84749,101776,202455,60533
11/4/2021,135442,86033,84813,101835,202608,60591
11/5/2021,135648,86130,84893,101935,202758,60678
11/6/2021,135742,86189,84926,101983,202868,60731
11/7/2021,135825,86240,84965,102024,202924,60877
11/8/2021,136027,86349,85045,102109,203114,61094
11/9/2021,136097,86387,85075,102139,203170,61148
12/1/2020,13,10,12,10,19,
12/10/2020,16,14,18,15,29,
12/11/2020,16,16,21,17,31,
12/12/2020,16,16,21,19,33,
12/13/2020,17,16,21,20,33,
12/14/2020,17,19,24,20,34,
12/15/2020,20,24,28,27,41,
12/16/2020,23,26,30,28,42,
12/17/2020,268,337,340,283,128,
12/18/2020,581,701,635,550,248,1
12/19/2020,784,908,780,656,310,1
12/2/2020,14,10,14,10,19,
12/20/2020,786,910,784,661,318,1
12/21/2020,1197,1284,1069,940,449,3
12/22/2020,1593,1674,1407,1227,583,5
12/23/2020,2093,2155,1799,1540,759,6
12/24/2020,2350,2437,1996,1757,850,8
12/25/2020,2351,2438,1996,1759,853,8
12/26/2020,2553,2646,2144,1915,926,9
12/27/2020,2601,2690,2174,1947,942,9
12/28/2020,3067,3135,2536,2277,1129,11
12/29/2020,3522,3598,2882,2669,1377,17
12/3/2020,14,11,15,12,21,
12/30/2020,3961,4061,3330,3098,1654,18
12/31/2020,4277,4420,3639,3414,1910,23
12/4/2020,14,12,16,12,21,
12/5/2020,15,12,16,12,21,
12/6/2020,15,12,16,13,22,
12/7/2020,15,12,16,14,23,
12/8/2020,15,12,16,15,24,
12/9/2020,16,14,18,15,28,
2/1/2021,16825,15283,14760,14745,43884,249
2/10/2021,21174,18400,18278,18978,69678,360
2/11/2021,21515,18657,18514,19296,73851,371
2/12/2021,21880,18948,18816,19719,77664,381
2/13/2021,22098,19095,18967,19928,80915,394
2/14/2021,22168,19126,19026,19978,81397,401
2/15/2021,22330,19238,19140,20124,83248,404
2/16/2021,22532,19367,19320,20354,85468,413
2/17/2021,22837,19581,19530,20623,87592,429
2/18/2021,23059,19744,19677,20826,89519,434
2/19/2021,23309,19888,19861,21019,90490,441
2/2/2021,17494,15852,15422,15420,46311,262
2/20/2021,23585,20078,20027,21195,91241,455
2/21/2021,23620,20109,20071,21236,91506,457
2/22/2021,23760,20177,20145,21351,92508,462
2/23/2021,23919,20273,20262,21506,94069,467
2/24/2021,24228,20461,20452,21766,96011,502
2/25/2021,24430,20627,20605,22036,98903,514
2/26/2021,24798,20882,20891,22556,102328,531
2/27/2021,24988,21040,21068,22807,104742,541
2/28/2021,25094,21124,21142,22944,106770,553
2/3/2021,18070,16344,15954,16042,49420,274
2/4/2021,18628,16768,16395,16631,52838,289
2/5/2021,19370,17313,17041,17472,56705,309
2/6/2021,19863,17589,17344,17842,58438,320
2/7/2021,19938,17634,17397,17923,59046,322
2/8/2021,20316,17884,17690,18268,61806,328
2/9/2021,20709,18117,17974,18591,65064,340
3/1/2021,25357,21335,21382,23405,109678,582
3/10/2021,28564,23590,23832,31056,136679,806
3/11/2021,29074,23973,24281,32646,140212,854
3/12/2021,29746,24401,24761,34124,143652,908
3/13/2021,30130,24664,25095,35283,145225,942
3/14/2021,30459,24848,25309,36095,146449,976
3/15/2021,30851,25179,25639,38357,148727,1021
3/16/2021,31601,25731,26259,40721,151379,1096
3/17/2021,32671,26557,27078,43555,153863,1178
3/18/2021,33686,27312,27883,46340,156142,1257
3/19/2021,34945,28251,28798,49139,158103,1360
3/2/2021,25624,21529,21585,23770,112781,606
3/20/2021,35783,28771,29419,50905,159234,1420
3/21/2021,36441,29356,30054,52330,159989,1503
3/22/2021,37596,30071,30828,54270,161719,1613
3/23/2021,39004,31056,31830,56489,163539,1751
3/24/2021,40811,32271,33059,58527,165225,2029
3/25/2021,42896,33848,34700,60770,166820,2394
3/26/2021,45037,35423,36302,62863,168258,2862
3/27/2021,46317,36310,37209,64065,169000,3208
3/28/2021,47156,36959,37930,64494,169216,3513
3/29/2021,49266,38432,39352,65321,169782,4091
3/3/2021,26031,21820,21884,24383,116771,637
3/30/2021,51585,39996,40887,66372,170776,4722
3/31/2021,54022,41484,42587,67654,171862,5392
3/4/2021,26340,22025,22107,25134,119922,655
3/5/2021,26738,22304,22407,26047,122997,687
3/6/2021,27009,22509,22635,26755,125313,707
3/7/2021,27264,22698,22834,27405,127167,716
3/8/2021,27586,22897,23075,28423,130096,728
3/9/2021,27939,23187,23370,29638,133120,755
4/1/2021,56111,42712,44051,68497,172780,6042
4/10/2021,72704,51999,54195,75865,179571,10853
4/11/2021,73562,52408,54639,76216,179832,11119
4/12/2021,75074,53148,55516,76981,180505,11414
4/13/2021,76270,53731,56098,77503,180983,11672
4/14/2021,77610,54451,56791,78061,181406,11971
4/15/2021,78661,55091,57359,78509,181772,12216
4/16/2021,79832,55763,58085,79079,182242,12564
4/17/2021,80459,56105,58464,79380,182447,12761
4/18/2021,80860,56326,58677,79529,182557,12917
4/19/2021,81494,56723,59087,79963,182917,13097
