date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,16,17,26,21,36,
1/10/2021,23,22,38,34,88,1
1/11/2021,23,22,38,34,88,1
1/12/2021,26,28,43,40,105,1
1/13/2021,29,34,44,43,133,1
1/14/2021,37,41,59,66,143,1
1/15/2021,40,42,63,68,148,1
1/16/2021,40,42,63,68,149,1
1/17/2021,40,42,63,68,149,1
1/18/2021,43,43,64,72,156,1
1/19/2021,47,44,66,72,173,1
1/2/2021,16,17,26,21,36,
1/20/2021,48,47,68,75,190,1
1/21/2021,65,67,98,105,328,1
1/22/2021,78,90,119,134,417,1
1/23/2021,124,146,155,203,561,1
1/24/2021,126,147,157,205,561,1
1/25/2021,135,159,168,212,565,1
1/26/2021,136,159,168,212,566,1
1/27/2021,153,171,178,228,579,1
1/28/2021,203,211,223,282,616,5
1/29/2021,228,238,244,304,633,5
1/3/2021,16,17,26,21,36,
1/30/2021,228,239,244,304,634,5
1/31/2021,228,239,244,304,634,5
1/4/2021,16,17,26,21,36,1
1/5/2021,19,17,28,22,51,1
1/6/2021,20,18,30,26,58,1
1/7/2021,22,21,35,32,80,1
1/8/2021,23,22,38,34,88,1
1/9/2021,23,22,38,34,88,1
10/1/2021,753,681,619,682,994,281
10/10/2021,764,687,619,684,996,284
10/11/2021,767,687,619,684,996,284
10/12/2021,769,688,619,684,996,284
10/13/2021,771,689,619,684,996,284
10/14/2021,774,689,619,684,996,285
10/15/2021,777,690,619,684,996,287
10/16/2021,778,690,619,684,996,287
10/17/2021,778,690,619,684,996,287
10/18/2021,780,691,621,684,997,287
10/19/2021,780,692,621,685,997,287
10/2/2021,753,681,619,682,995,281
10/20/2021,781,692,621,687,997,287
10/21/2021,782,692,621,687,997,287
10/22/2021,784,693,623,687,997,287
10/23/2021,784,693,623,687,997,287
10/24/2021,784,693,623,687,997,287
10/25/2021,786,693,623,687,997,287
10/26/2021,786,693,623,687,997,289
10/27/2021,787,693,624,687,997,289
10/28/2021,788,693,625,687,997,291
10/29/2021,788,694,626,687,997,292
10/3/2021,753,681,619,682,995,281
10/30/2021,788,694,626,687,997,292
10/31/2021,788,694,626,687,997,292
10/4/2021,755,682,619,682,995,283
10/5/2021,755,684,619,682,995,283
10/6/2021,757,685,619,682,995,283
10/7/2021,760,686,619,684,996,283
10/8/2021,764,687,619,684,996,284
