date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,381,12
2021-01-02,384,3
2021-01-03,390,6
2021-01-04,457,67
2021-01-05,534,77
2021-01-06,654,120
2021-01-07,823,169
2021-01-08,988,165
2021-01-09,997,9
2021-01-10,1002,5
2021-01-11,1103,101
2021-01-12,1243,140
2021-01-13,1449,206
2021-01-14,1666,217
2021-01-15,1886,220
2021-01-16,1900,14
2021-01-17,1909,9
2021-01-18,1937,28
2021-01-19,2045,108
2021-01-20,2481,436
2021-01-21,2890,409
2021-01-22,3441,551
2021-01-23,3470,29
2021-01-24,3478,8
2021-01-25,3604,126
2021-01-26,4045,441
2021-01-27,4252,207
2021-01-28,4761,509
2021-01-29,5236,475
2021-01-30,5321,85
2021-01-31,5367,46
2021-02-01,5561,194
2021-02-02,6170,609
2021-02-03,6406,236
2021-02-04,7000,594
2021-02-05,7706,706
2021-02-06,7743,37
2021-02-07,7757,14
2021-02-08,7938,181
2021-02-09,8505,567
2021-02-10,9169,664
2021-02-11,9807,638
2021-02-12,10452,645
2021-02-13,10935,483
2021-02-14,11369,434
2021-02-15,11484,115
2021-02-16,11596,112
2021-02-17,11649,53
2021-02-18,11698,49
2021-02-19,11812,114
2021-02-20,11854,42
2021-02-21,11870,16
2021-02-22,11941,71
2021-02-23,12581,640
2021-02-24,13421,840
2021-02-25,14198,777
2021-02-26,15057,859
2021-02-27,15199,142
2021-02-28,15286,87
2021-03-01,15584,298
2021-03-02,16547,963
2021-03-03,17368,821
2021-03-04,18240,872
2021-03-05,19076,836
2021-03-06,19203,127
2021-03-07,19269,66
2021-03-08,19513,244
2021-03-09,20220,707
2021-03-10,21044,824
2021-03-11,21838,794
2021-03-12,22594,756
2021-03-13,23139,545
2021-03-14,23572,433
2021-03-15,23830,258
2021-03-16,24623,793
2021-03-17,25437,814
2021-03-18,26199,762
2021-03-19,27140,941
2021-03-20,27257,117
2021-03-21,27366,109
2021-03-22,27637,271
2021-03-23,28461,824
2021-03-24,29287,826
2021-03-25,30075,788
2021-03-26,30956,881
