date,Apache_cume,Apache
2020-12-01,2,
2020-12-02,3,1
2020-12-03,5,2
2020-12-04,6,1
2020-12-07,8,2
2020-12-08,9,1
2020-12-09,11,2
2020-12-13,12,1
2020-12-15,16,4
2020-12-16,45,29
2020-12-17,91,46
2020-12-18,112,21
2020-12-21,123,11
2020-12-22,130,7
2020-12-23,290,160
2020-12-24,299,9
2020-12-25,301,2
2020-12-26,303,2
2020-12-28,374,71
2020-12-29,704,330
2020-12-30,865,161
2020-12-31,941,76
2021-01-01,944,3
2021-01-02,949,5
2021-01-04,988,39
2021-01-05,1085,97
2021-01-06,1362,277
2021-01-07,1632,270
2021-01-08,1756,124
2021-01-09,1764,8
2021-01-10,1765,1
2021-01-11,1909,144
2021-01-12,2101,192
2021-01-13,2273,172
2021-01-14,2632,359
2021-01-15,2777,145
2021-01-16,2796,19
2021-01-17,2797,1
2021-01-18,2867,70
2021-01-19,3087,220
2021-01-20,3348,261
2021-01-21,3690,342
2021-01-22,4030,340
2021-01-23,4059,29
2021-01-24,4063,4
2021-01-25,4382,319
2021-01-26,4764,382
2021-01-27,5098,334
2021-01-28,5524,426
2021-01-29,5684,160
2021-01-30,5697,13
2021-01-31,5724,27
2021-02-01,5944,220
2021-02-02,6162,218
2021-02-03,6586,424
2021-02-04,7309,723
2021-02-05,7652,343
2021-02-06,7865,213
2021-02-07,7868,3
2021-02-08,8084,216
2021-02-09,8337,253
2021-02-10,8993,656
2021-02-11,9718,725
2021-02-12,10008,290
2021-02-13,10160,152
2021-02-14,10163,3
2021-02-15,10260,97
2021-02-16,10588,328
2021-02-17,11020,432
2021-02-18,11467,447
2021-02-19,11843,376
2021-02-20,11963,120
2021-02-21,11973,10
2021-02-22,12290,317
2021-02-23,12595,305
2021-02-24,12929,334
2021-02-25,13577,648
2021-02-26,13776,199
2021-02-27,13992,216
2021-02-28,13995,3
2021-03-01,14351,356
2021-03-02,14609,258
2021-03-03,15074,465
2021-03-04,15435,361
2021-03-05,15775,340
2021-03-06,15852,77
2021-03-07,15856,4
2021-03-08,16092,236
2021-03-09,16369,277
2021-03-10,17026,657
2021-03-11,17458,432
2021-03-12,17708,250
2021-03-13,17770,62
2021-03-14,17773,3
2021-03-15,17973,200
2021-03-16,18346,373
2021-03-17,18617,271
2021-03-18,18852,235
2021-03-19,19008,156
2021-03-20,19049,41
2021-03-21,19055,6
2021-03-22,19284,229
2021-03-23,19494,210
2021-03-24,19862,368
2021-03-25,20079,217
2021-03-26,20219,140
2021-03-27,20252,33
2021-03-28,20255,3
2021-03-29,20427,172
2021-03-30,20593,166
2021-03-31,20785,192
2021-04-01,20938,153
2021-04-02,21049,111
2021-04-03,21099,50
2021-04-04,21106,7
2021-04-05,21259,153
2021-04-06,21434,175
2021-04-07,21608,174
2021-04-08,21773,165
2021-04-09,21896,123
2021-04-10,21950,54
2021-04-11,21958,8
2021-04-12,22120,162
2021-04-13,22239,119
2021-04-14,22356,117
2021-04-15,22482,126
2021-04-16,22592,110
2021-04-17,22606,14
2021-04-18,22611,5
2021-04-19,22705,94
2021-04-20,22793,88
2021-04-21,22878,85
2021-04-22,22979,101
2021-04-23,23042,63
2021-04-24,23064,22
2021-04-25,23071,7
2021-04-26,23142,71
2021-04-27,23239,97
2021-04-28,23333,94
2021-04-29,23442,109
2021-04-30,23517,75
2021-05-01,23561,44
2021-05-02,23563,2
2021-05-03,23625,62
2021-05-04,23729,104
2021-05-05,23799,70
2021-05-06,23862,63
2021-05-07,23912,50
2021-05-08,23927,15
2021-05-09,23929,2
2021-05-10,23991,62
2021-05-11,24065,74
2021-05-12,24140,75
2021-05-13,24298,158
2021-05-14,24513,215
2021-05-15,24921,408
2021-05-16,24929,8
2021-05-17,25172,243
2021-05-18,25423,251
2021-05-19,25581,158
2021-05-20,25726,145
2021-05-21,25815,89
2021-05-22,25870,55
2021-05-23,25877,7
2021-05-24,25985,108
2021-05-25,26100,115
2021-05-26,26225,125
2021-05-27,26339,114
2021-05-28,26425,86
2021-05-29,26443,18
2021-05-30,26448,5
2021-05-31,26454,6
2021-06-01,26536,82
2021-06-02,26612,76
2021-06-03,26697,85
2021-06-04,26903,206
2021-06-05,27238,335
2021-06-06,27248,10
2021-06-07,27484,236
2021-06-08,27773,289
2021-06-09,28000,227
2021-06-10,28096,96
2021-06-11,28196,100
2021-06-12,28223,27
2021-06-13,28229,6
2021-06-14,28333,104
2021-06-15,28450,117
2021-06-16,28582,132
2021-06-17,28663,81
2021-06-18,28718,55
2021-06-19,28740,22
2021-06-20,28744,4
2021-06-21,28822,78
2021-06-22,28906,84
2021-06-23,28983,77
2021-06-24,29045,62
2021-06-25,29120,75
2021-06-26,29145,25
2021-06-27,29150,5
2021-06-28,29230,80
2021-06-29,29329,99
2021-06-30,29430,101
2021-07-01,29485,55
2021-07-02,29541,56
2021-07-03,29546,5
2021-07-04,29548,2
2021-07-05,29550,2
2021-07-06,29648,98
2021-07-07,29709,61
2021-07-08,29775,66
2021-07-09,29820,45
2021-07-10,29825,5
2021-07-11,29827,2
2021-07-12,29912,85
2021-07-13,29981,69
2021-07-14,30064,83
2021-07-15,30122,58
2021-07-16,30193,71
2021-07-17,30204,11
2021-07-18,30211,7
2021-07-19,30255,44
2021-07-20,30332,77
2021-07-21,30401,69
2021-07-22,30468,67
2021-07-23,30562,94
2021-07-24,30567,5
2021-07-25,30571,4
2021-07-26,30643,72
2021-07-27,30746,103
2021-07-28,30852,106
2021-07-29,30949,97
2021-07-30,31032,83
2021-07-31,31046,14
2021-08-01,31047,1
2021-08-02,31151,104
2021-08-03,31277,126
2021-08-04,31369,92
2021-08-05,31437,68
2021-08-06,31549,112
2021-08-07,31563,14
2021-08-08,31568,5
2021-08-09,31681,113
2021-08-10,31767,86
2021-08-11,31869,102
2021-08-12,31956,87
2021-08-13,32086,130
2021-08-14,32111,25
2021-08-15,32127,16
2021-08-16,32223,96
2021-08-17,32331,108
2021-08-18,32450,119
2021-08-19,32549,99
2021-08-20,32668,119
2021-08-21,32683,15
2021-08-22,32695,12
2021-08-23,32801,106
2021-08-24,32905,104
2021-08-25,32997,92
2021-08-26,33112,115
2021-08-27,33242,130
2021-08-28,33267,25
2021-08-29,33274,7
2021-08-30,33357,83
2021-08-31,33428,71
2021-09-01,33511,83
2021-09-02,33582,71
2021-09-03,33700,118
2021-09-04,33720,20
2021-09-05,33725,5
2021-09-06,33730,5
2021-09-07,33804,74
2021-09-08,33903,99
2021-09-09,33962,59
2021-09-10,34038,76
2021-09-11,34054,16
2021-09-12,34060,6
2021-09-13,34136,76
2021-09-14,34198,62
2021-09-15,34261,63
2021-09-16,34307,46
2021-09-17,34429,122
2021-09-18,34437,8
2021-09-19,34442,5
2021-09-20,34502,60
2021-09-21,34573,71
2021-09-22,34620,47
2021-09-23,34666,46
2021-09-24,34778,112
2021-09-25,34823,45
2021-09-26,34850,27
2021-09-27,34915,65
2021-09-28,35016,101
2021-09-29,35132,116
2021-09-30,35317,185
2021-10-01,35469,152
2021-10-02,35529,60
2021-10-03,35580,51
2021-10-04,35670,90
2021-10-05,35810,140
2021-10-06,35913,103
2021-10-07,36048,135
2021-10-08,36187,139
2021-10-09,36261,74
2021-10-10,36290,29
2021-10-11,36337,47
2021-10-12,36456,119
2021-10-13,36636,180
2021-10-14,36740,104
2021-10-15,36853,113
2021-10-16,36900,47
2021-10-17,36920,20
2021-10-18,37039,119
2021-10-19,37144,105
2021-10-20,37276,132
2021-10-21,37349,73
2021-10-22,37449,100
2021-10-23,37527,78
2021-10-24,37598,71
2021-10-25,37752,154
2021-10-26,37907,155
2021-10-27,38201,294
2021-10-28,38412,211
2021-10-29,38563,151
2021-10-30,38614,51
2021-10-31,38692,78
2021-11-01,38895,203
2021-11-02,39078,183
2021-11-03,39280,202
2021-11-04,39507,227
2021-11-05,39626,119
2021-11-06,39701,75
2021-11-07,39799,98
2021-11-08,39954,155
2021-11-09,40022,68
