date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,639,736,567,442,358,3
1/10/2021,1154,1148,940,796,715,14
1/11/2021,1225,1233,1017,848,783,15
1/12/2021,1332,1318,1090,933,980,16
1/13/2021,1394,1383,1171,1007,1239,17
1/14/2021,1494,1469,1265,1093,1511,17
1/15/2021,1609,1563,1345,1185,2255,18
1/16/2021,1620,1579,1360,1209,2358,18
1/17/2021,1626,1587,1368,1213,2365,18
1/18/2021,1695,1659,1424,1266,2430,19
1/19/2021,1783,1724,1489,1345,2687,20
1/2/2021,665,752,575,457,368,3
1/20/2021,2034,1999,1812,1633,2904,25
1/21/2021,2182,2113,1914,1732,3118,26
1/22/2021,2277,2190,2011,1846,3457,27
1/23/2021,2321,2224,2045,1883,3657,30
1/24/2021,2327,2227,2045,1884,3676,30
1/25/2021,2376,2279,2108,1982,3986,31
1/26/2021,2437,2333,2164,2064,4347,34
1/27/2021,2689,2476,2314,2226,4727,37
1/28/2021,2883,2600,2445,2386,5131,43
1/29/2021,2981,2684,2524,2496,5471,47
1/3/2021,665,753,575,458,370,3
1/30/2021,3042,2727,2552,2534,5589,55
1/31/2021,3052,2729,2553,2540,5613,55
1/4/2021,735,828,635,527,431,4
1/5/2021,821,901,688,592,498,8
1/6/2021,903,948,742,645,564,10
1/7/2021,1020,1033,829,712,664,10
1/8/2021,1140,1140,928,776,705,14
1/9/2021,1154,1147,938,793,713,14
10/1/2021,22386,11786,11042,12792,19073,8418
10/10/2021,22517,11838,11096,12824,19120,8490
10/11/2021,22526,11843,11102,12826,19126,8494
10/12/2021,22532,11847,11104,12826,19127,8503
10/13/2021,22548,11851,11114,12830,19140,8511
10/14/2021,22562,11853,11115,12841,19146,8519
10/15/2021,22576,11861,11124,12844,19153,8527
10/16/2021,22591,11861,11126,12849,19154,8532
10/17/2021,22610,11864,11129,12849,19155,8540
10/18/2021,22621,11873,11133,12854,19163,8544
10/19/2021,22640,11877,11135,12859,19167,8550
10/2/2021,22399,11786,11043,12792,19078,8423
10/20/2021,22654,11886,11145,12862,19175,8559
10/21/2021,22669,11893,11150,12869,19180,8564
10/22/2021,22691,11908,11160,12888,19207,8571
10/23/2021,22705,11914,11166,12898,19223,8581
10/24/2021,22713,11918,11168,12899,19232,8582
10/25/2021,22729,11929,11178,12908,19257,8591
10/26/2021,22744,11938,11184,12924,19277,8614
10/27/2021,22774,11950,11198,12940,19319,8627
10/28/2021,22792,11955,11205,12946,19341,8633
10/29/2021,22822,11980,11218,12965,19370,8648
10/3/2021,22412,11786,11047,12795,19080,8433
10/30/2021,22845,11993,11234,12974,19380,8661
10/31/2021,22858,11999,11242,12980,19386,8668
10/4/2021,22434,11790,11053,12802,19088,8438
10/5/2021,22447,11794,11057,12807,19095,8444
10/6/2021,22471,11812,11068,12812,19101,8456
10/7/2021,22481,11822,11074,12819,19104,8465
10/8/2021,22500,11834,11093,12822,19107,8478
10/9/2021,22510,11837,11095,12824,19116,8485
11/1/2021,22879,12009,11247,12995,19398,8670
11/2/2021,22893,12015,11251,13002,19411,8679
11/3/2021,22920,12032,11259,13011,19425,8690
11/4/2021,22941,12043,11265,13021,19440,8693
11/5/2021,22981,12063,11284,13038,19456,8707
11/6/2021,23001,12074,11296,13048,19462,8789
11/7/2021,23012,12082,11298,13053,19470,8790
11/8/2021,23030,12088,11304,13061,19479,8798
11/9/2021,23043,12088,11307,13063,19480,8804
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,3,3,,3,1,
12/16/2020,26,43,32,25,14,
12/17/2020,54,78,63,52,19,
12/18/2020,101,136,108,83,39,
12/19/2020,111,149,115,97,40,
12/2/2020,,1,,1,,
12/20/2020,112,150,115,97,42,
12/21/2020,114,151,117,97,43,
12/22/2020,121,171,130,108,48,1
12/23/2020,176,280,206,148,71,2
12/24/2020,255,381,278,204,84,2
12/25/2020,281,409,298,224,89,2
12/26/2020,299,433,312,234,91,2
12/27/2020,326,456,326,246,94,2
12/28/2020,381,515,370,276,106,3
12/29/2020,445,590,416,325,201,3
12/3/2020,,1,,1,,
12/30/2020,545,675,492,387,303,3
12/31/2020,598,717,540,423,353,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3111,2793,2613,2649,6064,55
2/10/2021,4997,3663,3578,3943,10055,216
2/11/2021,5143,3783,3705,4120,10692,225
2/12/2021,5567,4087,4001,4505,11423,278
2/13/2021,5973,4306,4180,4703,11932,318
2/14/2021,5983,4309,4184,4707,11960,318
2/15/2021,6117,4438,4297,4819,12293,327
2/16/2021,6280,4596,4449,5008,12707,338
2/17/2021,6877,4941,4729,5278,13053,644
2/18/2021,6943,5001,4808,5375,13149,648
2/19/2021,7067,5072,4889,5486,13233,661
2/2/2021,3156,2829,2649,2699,6469,57
2/20/2021,7306,5176,5003,5572,13294,681
2/21/2021,7309,5179,5006,5575,13301,682
2/22/2021,7342,5201,5025,5620,13328,683
2/23/2021,7368,5220,5062,5667,13386,685
2/24/2021,7660,5430,5248,5887,13608,703
2/25/2021,7916,5624,5422,6077,13899,731
2/26/2021,8219,5842,5648,6290,14172,752
2/27/2021,8313,5918,5722,6361,14255,760
2/28/2021,8323,5923,5728,6367,14284,760
2/3/2021,3519,2959,2794,2871,6971,68
2/4/2021,3953,3106,2943,3057,7607,83
2/5/2021,4056,3197,3044,3205,8220,86
2/6/2021,4402,3416,3328,3574,8558,183
2/7/2021,4411,3419,3335,3582,8603,184
2/8/2021,4621,3466,3401,3685,8944,194
2/9/2021,4677,3509,3436,3766,9288,197
3/1/2021,8587,6121,5931,6568,14477,775
3/10/2021,9838,6816,6571,7871,15287,995
3/11/2021,10024,6915,6684,8098,15444,1011
3/12/2021,10164,6988,6763,8261,15565,1019
3/13/2021,10193,7002,6782,8323,15617,1021
3/14/2021,10201,7006,6787,8343,15628,1021
3/15/2021,10292,7035,6824,8484,15735,1029
3/16/2021,10537,7174,6949,8681,15846,1082
3/17/2021,10782,7282,7060,8873,15997,1115
3/18/2021,10963,7402,7174,8978,16072,1136
3/19/2021,11140,7508,7283,9114,16156,1150
3/2/2021,8991,6347,6138,6804,14653,838
3/20/2021,11226,7573,7337,9188,16201,1158
3/21/2021,11248,7576,7339,9200,16214,1160
3/22/2021,11376,7673,7448,9278,16265,1181
3/23/2021,11725,7808,7551,9383,16331,1233
3/24/2021,12016,7881,7614,9462,16407,1278
3/25/2021,12361,8015,7727,9564,16467,1319
3/26/2021,12581,8072,7784,9642,16511,1374
3/27/2021,12800,8125,7826,9688,16536,1420
3/28/2021,12844,8144,7846,9698,16542,1427
3/29/2021,13087,8197,7915,9772,16577,1488
3/3/2021,9116,6420,6198,6950,14764,863
3/30/2021,13329,8264,7988,9853,16635,1550
3/31/2021,13701,8389,8102,9956,16708,1621
3/4/2021,9233,6486,6257,7113,14833,874
3/5/2021,9425,6604,6374,7301,14945,945
3/6/2021,9533,6662,6427,7370,14981,958
3/7/2021,9537,6663,6428,7393,14995,959
3/8/2021,9627,6710,6463,7555,15071,965
3/9/2021,9721,6770,6532,7726,15179,983
4/1/2021,14024,8472,8198,10038,16819,1656
