date,pcr_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_positivity_NAVAJO
2020-08-31 00:00:00,10,0.3,,
2020-08-30 00:00:00,18,0.0555555555555556,1.0,0
2020-08-29 00:00:00,35,0.0285714285714286,2.0,0.5
2020-08-28 00:00:00,98,0.0306122448979592,7.0,0
2020-08-27 00:00:00,82,0.0365853658536585,35.0,0.1142857142857143
2020-08-26 00:00:00,124,0.032258064516129,34.0,0.1470588235294118
2020-08-25 00:00:00,141,0.0567375886524823,109.0,0.1009174311926606
2020-08-24 00:00:00,155,0.0580645161290323,6.0,0.3333333333333333
2020-08-23 00:00:00,38,0.1052631578947368,1.0,0
2020-08-22 00:00:00,39,0,1.0,0
2020-08-21 00:00:00,131,0.1374045801526718,4.0,0.25
2020-08-20 00:00:00,98,0.0102040816326531,6.0,0.3333333333333333
2020-08-19 00:00:00,88,0.0227272727272727,8.0,0.25
2020-08-18 00:00:00,121,0.0330578512396694,16.0,0.125
2020-08-17 00:00:00,104,0.0576923076923077,7.0,0.1428571428571429
2020-08-16 00:00:00,16,0,1.0,0
2020-08-15 00:00:00,45,0.1333333333333333,1.0,0
2020-08-14 00:00:00,121,0.1074380165289256,3.0,0
2020-08-13 00:00:00,91,0.021978021978022,2.0,0.5
2020-08-12 00:00:00,146,0.0616438356164384,3.0,0
2020-08-11 00:00:00,96,0.0416666666666667,3.0,0.3333333333333333
2020-08-10 00:00:00,156,0.0448717948717949,6.0,0
2020-08-09 00:00:00,25,0.12,1.0,0
2020-08-08 00:00:00,52,0.0961538461538462,3.0,0.6666666666666666
2020-08-07 00:00:00,145,0.0758620689655172,2.0,0.5
2020-08-06 00:00:00,95,0.0315789473684211,5.0,0.6
2020-08-05 00:00:00,98,0.0408163265306122,6.0,0.3333333333333333
2020-08-04 00:00:00,90,0.0777777777777778,8.0,0.125
2020-08-03 00:00:00,155,0.1096774193548387,9.0,0.1111111111111111
2020-08-02 00:00:00,24,0.25,1.0,0
2020-08-01 00:00:00,34,0.1470588235294118,1.0,0
2020-07-31 00:00:00,148,0.0945945945945946,9.0,0.2222222222222222
2020-07-30 00:00:00,291,0.0309278350515464,9.0,0.1111111111111111
2020-07-29 00:00:00,124,0.0887096774193548,6.0,0
2020-07-28 00:00:00,126,0.0396825396825397,9.0,0.1111111111111111
2020-07-27 00:00:00,211,0.1184834123222749,20.0,0.05
2020-07-26 00:00:00,21,0.0952380952380952,,
2020-07-25 00:00:00,74,0.1756756756756757,3.0,0
2020-07-24 00:00:00,186,0.0967741935483871,11.0,0.1818181818181818
2020-07-23 00:00:00,135,0.0740740740740741,7.0,0.1428571428571429
2020-07-22 00:00:00,138,0.1159420289855073,13.0,0.2307692307692308
2020-07-21 00:00:00,228,0.087719298245614,11.0,0
2020-07-20 00:00:00,199,0.0804020100502513,12.0,0.25
2020-07-19 00:00:00,58,0.103448275862069,2.0,0.5
2020-07-18 00:00:00,86,0.2209302325581396,,
2020-07-17 00:00:00,394,0.0736040609137056,11.0,0.0909090909090909
