date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2020-09-01 00:00:00,23,,,,,,,2.0,,11.0,,,4.0,4.0,2.0,
2020-08-31 00:00:00,119,1.0,9.0,,2.0,3.0,8.0,6.0,3.0,71.0,,,10.0,1.0,2.0,3.0
2020-08-30 00:00:00,120,1.0,2.0,,4.0,12.0,10.0,5.0,5.0,77.0,,,,2.0,2.0,
2020-08-29 00:00:00,193,1.0,3.0,9.0,,5.0,33.0,2.0,5.0,127.0,,,4.0,2.0,1.0,1.0
2020-08-28 00:00:00,413,5.0,19.0,10.0,2.0,13.0,59.0,8.0,8.0,262.0,,,3.0,5.0,15.0,4.0
2020-08-27 00:00:00,623,2.0,27.0,10.0,3.0,81.0,73.0,7.0,13.0,389.0,,,3.0,3.0,6.0,6.0
2020-08-26 00:00:00,649,6.0,42.0,6.0,3.0,15.0,76.0,7.0,18.0,444.0,1.0,,7.0,3.0,17.0,4.0
2020-08-25 00:00:00,471,,17.0,10.0,6.0,31.0,81.0,9.0,16.0,284.0,1.0,,1.0,6.0,5.0,4.0
2020-08-24 00:00:00,718,5.0,47.0,16.0,2.0,196.0,74.0,23.0,13.0,320.0,,,4.0,4.0,11.0,3.0
2020-08-23 00:00:00,228,,8.0,2.0,1.0,10.0,37.0,6.0,11.0,135.0,,,3.0,9.0,4.0,2.0
2020-08-22 00:00:00,329,1.0,4.0,5.0,1.0,10.0,34.0,1.0,9.0,249.0,,,5.0,4.0,4.0,2.0
2020-08-21 00:00:00,458,6.0,26.0,9.0,7.0,27.0,54.0,29.0,19.0,242.0,,,16.0,8.0,12.0,3.0
2020-08-20 00:00:00,500,9.0,19.0,7.0,3.0,26.0,82.0,6.0,24.0,292.0,,1.0,13.0,8.0,7.0,3.0
2020-08-19 00:00:00,592,3.0,18.0,15.0,1.0,81.0,116.0,5.0,14.0,290.0,,,13.0,7.0,19.0,10.0
2020-08-18 00:00:00,585,14.0,43.0,16.0,7.0,62.0,89.0,5.0,17.0,290.0,1.0,,12.0,12.0,10.0,7.0
2020-08-17 00:00:00,603,4.0,53.0,19.0,3.0,37.0,88.0,13.0,29.0,308.0,,,7.0,16.0,19.0,7.0
2020-08-16 00:00:00,246,5.0,5.0,1.0,,18.0,31.0,1.0,4.0,165.0,1.0,,4.0,7.0,4.0,
2020-08-15 00:00:00,446,3.0,6.0,6.0,3.0,21.0,76.0,7.0,5.0,302.0,,,7.0,7.0,2.0,1.0
2020-08-14 00:00:00,627,16.0,41.0,14.0,6.0,25.0,86.0,12.0,18.0,379.0,,,5.0,10.0,14.0,1.0
2020-08-13 00:00:00,651,8.0,42.0,20.0,2.0,42.0,122.0,9.0,25.0,353.0,,,5.0,8.0,9.0,6.0
2020-08-12 00:00:00,690,10.0,51.0,19.0,6.0,24.0,126.0,5.0,11.0,393.0,1.0,,10.0,16.0,10.0,8.0
2020-08-11 00:00:00,936,2.0,86.0,28.0,3.0,27.0,288.0,14.0,27.0,430.0,1.0,,13.0,4.0,11.0,2.0
