date,Gila_cume,Gila
1/1/2021,1,
1/10/2021,69,68
1/11/2021,109,40
1/12/2021,111,2
1/13/2021,112,1
1/14/2021,148,36
1/15/2021,170,22
1/16/2021,224,54
1/17/2021,293,69
1/18/2021,321,28
1/19/2021,322,1
1/2/2021,457,135
1/20/2021,581,124
1/21/2021,737,156
1/22/2021,892,155
1/23/2021,896,4
1/24/2021,1092,196
1/25/2021,1095,3
1/26/2021,1246,151
1/27/2021,1558,312
1/28/2021,1834,276
1/29/2021,2321,487
1/3/2021,2704,383
1/30/2021,2740,36
1/31/2021,2741,1
1/4/2021,2927,186
1/5/2021,3021,94
1/6/2021,3116,95
1/7/2021,3362,246
1/8/2021,3611,249
1/9/2021,3618,7
10/1/2021,3621,3
10/10/2021,3738,117
10/11/2021,3911,173
10/12/2021,4194,283
10/13/2021,4517,323
10/2/2021,4637,120
10/3/2021,4787,150
10/4/2021,4800,13
10/5/2021,5006,206
10/6/2021,5125,119
10/7/2021,5464,339
10/8/2021,5969,505
10/9/2021,6268,299
12/1/2020,6504,236
12/17/2020,6510,6
12/18/2020,6861,351
12/19/2020,7518,657
12/20/2020,8204,686
12/21/2020,9200,996
12/22/2020,9971,771
12/23/2020,10418,447
12/24/2020,10436,18
12/26/2020,10768,332
12/27/2020,11195,427
12/28/2020,11599,404
12/29/2020,11934,335
12/30/2020,12262,328
12/31/2020,13061,799
2/1/2021,13506,445
2/10/2021,13683,177
2/11/2021,14073,390
2/12/2021,14396,323
2/13/2021,14687,291
2/14/2021,15005,318
2/15/2021,15207,202
2/16/2021,15211,4
2/17/2021,15350,139
2/18/2021,15613,263
2/19/2021,15820,207
2/2/2021,16206,386
2/20/2021,16582,376
2/21/2021,18331,1749
2/22/2021,19214,883
2/23/2021,19457,243
2/24/2021,19807,350
2/25/2021,20133,326
2/26/2021,20852,719
2/27/2021,21107,255
2/28/2021,21494,387
2/3/2021,21504,10
2/4/2021,21721,217
2/5/2021,22005,284
2/6/2021,22315,310
2/7/2021,23593,1278
2/8/2021,23972,379
2/9/2021,25078,1106
3/1/2021,25493,415
3/10/2021,25666,173
3/11/2021,25966,300
3/12/2021,26111,145
3/13/2021,26431,320
3/14/2021,26679,248
3/15/2021,27012,333
3/16/2021,27025,13
3/17/2021,27197,172
3/18/2021,27363,166
3/19/2021,27488,125
3/2/2021,27742,254
3/20/2021,27912,170
3/21/2021,29577,1665
3/22/2021,30375,798
3/23/2021,30636,261
3/24/2021,30755,119
3/25/2021,30907,152
3/26/2021,31528,621
3/27/2021,31718,190
3/28/2021,31760,42
3/29/2021,31765,5
3/3/2021,31902,137
3/30/2021,32321,419
3/31/2021,32501,180
3/4/2021,32785,284
3/5/2021,32972,187
3/6/2021,33504,532
3/7/2021,33521,17
3/8/2021,33680,159
3/9/2021,33789,109
4/1/2021,33854,65
4/10/2021,34042,188
4/11/2021,34162,120
4/12/2021,34525,363
4/13/2021,34541,16
4/14/2021,34656,115
4/15/2021,34760,104
4/16/2021,34839,79
4/17/2021,35045,206
4/18/2021,35156,111
4/19/2021,35179,23
4/2/2021,35193,14
4/20/2021,35324,131
4/21/2021,35412,88
4/22/2021,35546,134
4/23/2021,35702,156
4/24/2021,35768,66
4/25/2021,35785,17
4/26/2021,35793,8
4/27/2021,35895,102
4/28/2021,36037,142
4/29/2021,36130,93
4/3/2021,36246,116
4/30/2021,36302,56
4/4/2021,36309,7
4/5/2021,36317,8
4/6/2021,36407,90
4/7/2021,36455,48
4/8/2021,36547,92
4/9/2021,36645,98
5/1/2021,36768,123
5/10/2021,36800,32
5/11/2021,36824,24
5/12/2021,36941,117
5/13/2021,37176,235
5/14/2021,37365,189
5/15/2021,37521,156
5/16/2021,37582,61
5/17/2021,37617,35
5/18/2021,37633,16
5/19/2021,37721,88
5/2/2021,37798,77
5/20/2021,37875,77
5/21/2021,37930,55
5/22/2021,38007,77
5/23/2021,38024,17
5/24/2021,38034,10
5/25/2021,38048,14
5/26/2021,38110,62
5/27/2021,38169,59
5/28/2021,38212,43
5/29/2021,38263,51
5/3/2021,38281,18
5/30/2021,38299,18
5/31/2021,38396,97
5/4/2021,38438,42
5/5/2021,38513,75
5/6/2021,38546,33
5/7/2021,38589,43
5/8/2021,38613,24
5/9/2021,38625,12
6/1/2021,38695,70
6/10/2021,38753,58
6/11/2021,38797,44
6/12/2021,38861,64
6/13/2021,38905,44
6/14/2021,38935,30
6/15/2021,38950,15
6/16/2021,39001,51
6/17/2021,39102,101
6/18/2021,39134,32
6/19/2021,39175,41
6/2/2021,39231,56
6/20/2021,39247,16
6/21/2021,39251,4
