date,Greenlee_cume,Greenlee
1/1/2021,2,
1/12/2021,16,14
1/13/2021,42,26
1/14/2021,49,7
1/15/2021,53,4
1/16/2021,54,1
1/18/2021,56,2
1/19/2021,64,8
1/20/2021,85,21
1/21/2021,115,30
1/22/2021,117,2
1/23/2021,118,1
1/24/2021,139,21
1/25/2021,154,15
1/26/2021,192,38
1/27/2021,208,16
1/28/2021,209,1
1/29/2021,248,39
1/30/2021,289,41
1/4/2021,352,63
1/5/2021,367,15
1/6/2021,368,1
1/7/2021,392,24
1/8/2021,429,37
1/9/2021,461,32
10/1/2021,709,248
10/11/2021,896,187
10/12/2021,1251,355
10/13/2021,1259,8
10/2/2021,1304,45
10/4/2021,1308,4
10/5/2021,1388,80
10/6/2021,1643,255
10/7/2021,1775,132
10/8/2021,1777,2
10/9/2021,1803,26
12/18/2020,1873,70
12/21/2020,1906,33
12/22/2020,1989,83
12/23/2020,2142,153
12/24/2020,2145,3
12/26/2020,2163,18
12/28/2020,2201,38
12/29/2020,2301,100
12/30/2020,2445,144
12/31/2020,2634,189
2/1/2021,2639,5
2/10/2021,2677,38
2/11/2021,2757,80
2/12/2021,2905,148
2/13/2021,3161,256
2/15/2021,3167,6
2/16/2021,3169,2
2/17/2021,3229,60
2/18/2021,3537,308
2/19/2021,3693,156
2/2/2021,3821,128
2/20/2021,3974,153
2/22/2021,3989,15
2/23/2021,4016,27
2/24/2021,4166,150
2/25/2021,4217,51
2/26/2021,4258,41
2/28/2021,4400,142
2/3/2021,4401,1
2/4/2021,4402,1
2/5/2021,4442,40
2/6/2021,4514,72
2/8/2021,4596,82
2/9/2021,4662,66
3/1/2021,4773,111
3/10/2021,4779,6
3/11/2021,4890,111
3/12/2021,4915,25
3/13/2021,4970,55
3/15/2021,4995,25
3/16/2021,5034,39
3/17/2021,5035,1
3/18/2021,5041,6
3/19/2021,5054,13
3/2/2021,5063,9
3/20/2021,5104,41
3/22/2021,5154,50
3/23/2021,5158,4
3/24/2021,5167,9
3/25/2021,5175,8
3/26/2021,5229,54
3/27/2021,5237,8
3/28/2021,5297,60
3/29/2021,5324,27
3/3/2021,5325,1
3/30/2021,5341,16
3/31/2021,5366,25
3/4/2021,5383,17
3/5/2021,5439,56
3/6/2021,5477,38
3/7/2021,5480,3
3/8/2021,5481,1
3/9/2021,5526,45
4/1/2021,5540,14
4/10/2021,5556,16
4/11/2021,5581,25
4/12/2021,5614,33
4/13/2021,5615,1
4/14/2021,5618,3
4/15/2021,5636,18
4/16/2021,5643,7
4/17/2021,5674,31
4/19/2021,5677,3
4/2/2021,5680,3
4/20/2021,5685,5
4/21/2021,5717,32
4/22/2021,5725,8
4/23/2021,5734,9
4/24/2021,5755,21
4/26/2021,5758,3
4/27/2021,5759,1
4/28/2021,5777,18
4/29/2021,5786,9
4/3/2021,5801,15
4/30/2021,5805,4
4/5/2021,5807,2
4/6/2021,5823,16
4/7/2021,5824,1
4/8/2021,5841,17
4/9/2021,5860,19
5/1/2021,5866,6
5/10/2021,5869,3
5/11/2021,5871,2
5/12/2021,5884,13
5/13/2021,5889,5
5/14/2021,5911,22
5/16/2021,5942,31
5/17/2021,5955,13
5/18/2021,5956,1
5/19/2021,5958,2
5/20/2021,5975,17
5/21/2021,5978,3
5/22/2021,5989,11
5/23/2021,6000,11
5/24/2021,6002,2
5/25/2021,6019,17
5/26/2021,6021,2
5/27/2021,6034,13
5/28/2021,6039,5
5/29/2021,6040,1
5/3/2021,6043,3
5/4/2021,6049,6
5/5/2021,6052,3
5/6/2021,6059,7
5/7/2021,6062,3
5/8/2021,6069,7
6/1/2021,6071,2
6/10/2021,6084,13
6/11/2021,6087,3
6/12/2021,6106,19
6/14/2021,6111,5
6/15/2021,6115,4
6/16/2021,6116,1
6/17/2021,6119,3
6/18/2021,6126,7
6/19/2021,6129,3
6/2/2021,6136,7
6/20/2021,6138,2
6/21/2021,6140,2
6/22/2021,6152,12
6/24/2021,6153,1
6/25/2021,6164,11
6/26/2021,6169,5
6/28/2021,6172,3
6/29/2021,6178,6
6/3/2021,6187,9
6/30/2021,6190,3
6/4/2021,6192,2
6/5/2021,6202,10
6/7/2021,6204,2
6/8/2021,6207,3
6/9/2021,6215,8
7/1/2021,6216,1
7/11/2021,6219,3
7/12/2021,6234,15
7/13/2021,6237,3
7/14/2021,6248,11
7/15/2021,6266,18
7/16/2021,6269,3
7/19/2021,6272,3
7/2/2021,6280,8
7/20/2021,6286,6
7/21/2021,6294,8
7/22/2021,6318,24
