date,pcr_tests,pcr_pos_test,pcr_positivity
2021-10-13 00:00:00,4,0,0
2021-10-12 00:00:00,179,9,0.0502793296089386
2021-10-11 00:00:00,426,25,0.0586854460093897
2021-10-10 00:00:00,101,14,0.1386138613861386
2021-10-09 00:00:00,212,20,0.0943396226415094
2021-10-08 00:00:00,535,41,0.0766355140186916
2021-10-07 00:00:00,497,30,0.0603621730382294
2021-10-06 00:00:00,462,37,0.0800865800865801
2021-10-05 00:00:00,401,32,0.0798004987531172
2021-10-04 00:00:00,629,48,0.0763116057233704
2021-10-03 00:00:00,176,14,0.0795454545454546
2021-10-02 00:00:00,187,22,0.1176470588235294
2021-10-01 00:00:00,567,38,0.0670194003527337
2021-09-30 00:00:00,431,46,0.1067285382830626
2021-09-29 00:00:00,378,37,0.0978835978835979
2021-09-28 00:00:00,634,49,0.0772870662460568
2021-09-27 00:00:00,682,47,0.0689149560117302
2021-09-26 00:00:00,154,27,0.1753246753246753
2021-09-25 00:00:00,214,32,0.1495327102803738
2021-09-24 00:00:00,584,51,0.0873287671232877
2021-09-23 00:00:00,496,34,0.0685483870967742
2021-09-22 00:00:00,454,46,0.1013215859030837
2021-09-21 00:00:00,633,34,0.0537124802527646
2021-09-20 00:00:00,976,44,0.0450819672131148
2021-09-19 00:00:00,239,16,0.0669456066945607
2021-09-18 00:00:00,249,20,0.0803212851405623
2021-09-17 00:00:00,632,32,0.0506329113924051
2021-09-16 00:00:00,577,29,0.0502599653379549
2021-09-15 00:00:00,479,30,0.0626304801670146
2021-09-14 00:00:00,601,44,0.0732113144758736
2021-09-13 00:00:00,775,55,0.0709677419354839
2021-09-12 00:00:00,269,25,0.0929368029739777
2021-09-11 00:00:00,284,37,0.1302816901408451
2021-09-10 00:00:00,571,45,0.0788091068301226
2021-09-09 00:00:00,670,41,0.0611940298507463
2021-09-08 00:00:00,681,60,0.0881057268722467
2021-09-07 00:00:00,923,80,0.0866738894907909
2021-09-06 00:00:00,234,21,0.0897435897435898
2021-09-05 00:00:00,273,33,0.1208791208791209
2021-09-04 00:00:00,322,28,0.0869565217391304
2021-09-03 00:00:00,896,44,0.0491071428571429
2021-09-02 00:00:00,721,50,0.0693481276005548
2021-09-01 00:00:00,539,54,0.1001855287569573
2021-08-31 00:00:00,685,55,0.0802919708029197
2021-08-30 00:00:00,1006,68,0.0675944333996024
2021-08-29 00:00:00,219,26,0.1187214611872146
2021-08-28 00:00:00,325,29,0.0892307692307692
2021-08-27 00:00:00,766,63,0.0822454308093995
2021-08-26 00:00:00,577,60,0.1039861351819757
2021-08-25 00:00:00,676,56,0.0828402366863905
2021-08-24 00:00:00,793,72,0.0907944514501892
2021-08-23 00:00:00,1038,92,0.0886319845857418
2021-08-22 00:00:00,247,21,0.0850202429149798
2021-08-21 00:00:00,312,33,0.1057692307692308
2021-08-20 00:00:00,963,77,0.0799584631360332
2021-08-19 00:00:00,937,73,0.0779082177161153
2021-08-18 00:00:00,892,88,0.0986547085201794
2021-08-17 00:00:00,955,93,0.0973821989528796
