date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11772,12965,12094,9734,5690,108
1/10/2021,20040,19961,18909,15866,11283,223
1/11/2021,21281,21068,20128,16836,13058,257
1/12/2021,23275,23049,22139,18511,17824,342
1/13/2021,25300,25174,24349,20173,23339,410
1/14/2021,27250,27302,26619,22075,29309,453
1/15/2021,29455,29328,28718,23857,34145,516
1/16/2021,30824,30522,29990,25018,37314,550
1/17/2021,31794,31423,30947,25986,40431,581
1/18/2021,32842,32363,32099,27099,45409,609
1/19/2021,34120,33581,33409,28398,51646,674
1/2/2021,13316,14329,13332,10810,6411,131
1/20/2021,35406,34856,35025,29924,58589,720
1/21/2021,36895,36358,36880,31789,66688,772
1/22/2021,39796,38991,39856,34791,74546,866
1/23/2021,42416,41064,42351,37254,79346,945
1/24/2021,43693,42240,43634,38665,84449,990
1/25/2021,44998,43393,45061,40263,91881,1043
1/26/2021,46670,44842,46796,42158,102702,1103
1/27/2021,48163,46154,48302,43809,113065,1139
1/28/2021,49382,47238,49526,45241,123875,1174
1/29/2021,51428,48917,51242,47069,134531,1242
1/3/2021,14061,14908,13837,11251,6643,147
1/30/2021,53174,50322,52836,48637,139510,1305
1/31/2021,53792,50872,53474,49321,143144,1334
1/4/2021,15090,15843,14782,12040,7486,155
1/5/2021,16049,16675,15641,12850,8240,172
1/6/2021,17223,17635,16598,13769,8954,183
1/7/2021,18140,18436,17412,14551,9689,194
1/8/2021,18961,19110,18069,15113,10168,201
1/9/2021,19657,19652,18607,15569,10970,219
10/1/2021,490764,348149,360933,381935,610375,221051
10/10/2021,495489,350584,362856,383396,612224,223356
10/11/2021,496246,350982,363181,383664,612565,223704
10/12/2021,496552,351123,363321,383778,612696,223876
10/13/2021,496728,351216,363400,383835,612748,223972
10/2/2021,491352,348425,361174,382116,610552,221350
10/3/2021,491634,348557,361264,382196,610641,221486
10/4/2021,492391,348916,361544,382411,611011,221819
10/5/2021,493101,349301,361845,382622,611373,222159
10/6/2021,493818,349689,362138,382842,611647,222524
10/7/2021,494268,349973,362369,383033,611872,222778
10/8/2021,494891,350301,362615,383232,612080,223090
10/9/2021,495269,350476,362767,383336,612156,223271
12/1/2020,34,28,27,14,18,1
12/10/2020,43,34,37,26,36,1
12/11/2020,44,36,37,29,36,1
12/12/2020,45,36,37,31,36,1
12/13/2020,45,37,39,32,37,1
12/14/2020,47,40,39,34,43,1
12/15/2020,52,44,48,43,46,1
12/16/2020,65,55,61,49,50,1
12/17/2020,290,401,371,280,176,4
12/18/2020,679,881,772,542,298,4
12/19/2020,1035,1347,1174,833,423,9
12/2/2020,35,29,27,18,23,1
12/20/2020,1230,1595,1417,1031,508,10
12/21/2020,1932,2434,2181,1586,778,13
12/22/2020,2881,3533,3168,2296,1084,18
12/23/2020,3939,4810,4318,3105,1442,25
12/24/2020,4313,5190,4673,3399,1582,25
12/25/2020,4313,5190,4674,3399,1586,25
12/26/2020,5439,6488,5789,4342,2002,34
12/27/2020,5949,7021,6316,4777,2212,41
12/28/2020,7098,8205,7453,5794,2818,52
12/29/2020,8867,9968,9134,7223,3844,78
12/3/2020,38,29,30,18,25,1
12/30/2020,10733,11943,11092,8868,4829,98
12/31/2020,11676,12872,11995,9620,5189,108
12/4/2020,38,29,30,19,27,1
12/5/2020,38,29,30,19,28,1
12/6/2020,38,29,30,19,28,1
12/7/2020,38,29,34,21,30,1
12/8/2020,40,30,34,22,30,1
12/9/2020,40,30,36,23,34,1
2/1/2021,54627,51636,54271,50295,151570,1373
2/10/2021,63544,59711,62962,60827,242336,1907
2/11/2021,64620,60630,63985,62270,253303,1969
2/12/2021,66418,62093,65526,64261,268488,2070
2/13/2021,68268,63687,67340,66307,278526,2176
2/14/2021,68917,64166,67929,67056,283682,2203
2/15/2021,69584,64793,68594,67956,293219,2249
2/16/2021,70711,65590,69490,69140,303579,2300
2/17/2021,71687,66496,70420,70331,314695,2379
2/18/2021,72536,67219,71205,71407,325632,2414
2/19/2021,73659,68126,72116,72614,334797,2496
2/2/2021,55590,52520,55129,51455,161559,1416
2/20/2021,75360,69518,73494,74200,342825,2598
2/21/2021,75968,70090,74085,74934,347902,2635
2/22/2021,76580,70646,74618,75604,353747,2682
2/23/2021,77705,71515,75643,76868,361973,2751
2/24/2021,78876,72554,76759,78324,371632,2840
2/25/2021,79981,73498,77765,79626,381521,2930
2/26/2021,81515,74785,79061,81379,390776,3028
2/27/2021,82771,75877,80147,82727,397229,3111
2/28/2021,83334,76309,80651,83707,401058,3156
2/3/2021,56420,53313,55962,52439,171966,1470
2/4/2021,57360,54169,56989,53608,182753,1523
2/5/2021,58603,55270,58111,54934,191703,1594
2/6/2021,59861,56332,59250,56170,202324,1675
2/7/2021,60385,56842,59753,56752,207993,1707
2/8/2021,61345,57753,60771,58027,218647,1784
2/9/2021,62437,58752,61830,59398,230529,1854
3/1/2021,84077,76978,81459,84964,406359,3229
3/10/2021,94446,85194,90422,141921,451155,4044
3/11/2021,96558,86880,92212,152002,457331,4185
3/12/2021,98908,88654,94184,161116,462695,4336
3/13/2021,100618,90064,95815,169405,466724,4438
3/14/2021,101882,91160,96977,175726,469187,4517
3/15/2021,103379,92461,98538,183803,473022,4622
3/16/2021,105412,94075,100409,191517,476996,4775
3/17/2021,108039,96397,103024,200360,482218,4971
3/18/2021,110748,98676,105629,208219,487076,5159
3/19/2021,114181,101243,108423,215361,491648,5460
3/2/2021,84907,77724,82269,86905,412378,3282
3/20/2021,117077,103667,111257,220765,495464,5692
3/21/2021,119322,105569,113414,224869,497744,5895
3/22/2021,122588,108421,116560,229373,500884,6228
3/23/2021,126480,111724,120062,234331,503922,6676
3/24/2021,132899,117054,125722,238919,507097,7977
3/25/2021,140113,122757,131833,243088,510248,9308
3/26/2021,146545,127872,137274,246867,512480,10626
3/27/2021,152541,132689,142310,249501,513924,12307
3/28/2021,157661,136540,146462,251195,514838,13825
3/29/2021,165309,142348,152934,253059,516071,15579
3/3/2021,85810,78449,83154,89994,418103,3365
3/30/2021,173009,148084,159288,255226,517396,17399
3/31/2021,181296,154300,166413,257947,519143,19575
3/4/2021,86913,79370,84128,97025,423888,3451
3/5/2021,88509,80468,85320,105103,428877,3601
3/6/2021,89594,81257,86160,111421,432606,3674
3/7/2021,90426,81934,86857,116755,435135,3733
3/8/2021,91531,82832,87833,125016,440211,3811
3/9/2021,92906,83918,89020,132789,445255,3900
4/1/2021,189499,160421,173889,260765,521169,21517
4/10/2021,240449,195377,213465,282618,536469,33149
4/11/2021,243621,197406,215696,283830,537261,34319
4/12/2021,248397,200550,219385,286208,539179,35456
4/13/2021,252693,203217,222385,288107,540603,36514
4/14/2021,257140,205841,225281,289852,541891,37592
4/15/2021,262363,209215,228617,292000,543476,38618
4/16/2021,266775,212120,231720,293943,544847,39555
4/17/2021,270122,214456,234481,295543,545939,40664
4/18/2021,272040,215630,235835,296292,546454,41343
4/19/2021,275448,217971,238308,297868,547802,42174
4/2/2021,195998,165261,179515,263245,522735,23156
4/20/2021,278652,220063,240741,299402,549080,43045
4/21/2021,282827,222819,243503,301206,550553,44064
4/22/2021,286739,225357,246099,302902,551886,44906
4/23/2021,290539,227998,248779,304572,553063,45866
4/24/2021,292910,229558,250394,305696,553842,46650
4/25/2021,294486,230564,251433,306278,554237,47348
4/26/2021,297225,232407,253417,307660,555306,48094
4/27/2021,300122,234249,255468,309071,556486,48795
4/28/2021,303003,235951,257422,310468,557818,49606
4/29/2021,305821,237632,259257,311881,559072,50260
4/3/2021,200515,168570,183445,264956,523872,24481
4/30/2021,309055,239511,261405,313501,560406,51063
4/4/2021,202695,169892,185000,265560,524244,25040
4/5/2021,208209,173492,189134,267963,525938,26269
4/6/2021,214367,177618,193965,270817,528129,27652
4/7/2021,221208,182541,199307,274021,530456,28915
4/8/2021,227875,187211,204451,277269,532964,30136
4/9/2021,234849,191691,209519,280410,535043,31674
5/1/2021,311099,240695,262729,314498,561030,51699
5/10/2021,328080,250490,272863,322307,567592,56095
5/11/2021,330032,251528,273984,323184,568304,56619
5/12/2021,331964,252655,275117,323992,569031,57360
5/13/2021,334002,253803,276300,324864,569701,62041
5/14/2021,336522,255306,277832,325940,570545,66531
5/15/2021,338262,256431,278962,326713,570985,71975
5/16/2021,339493,257119,279675,327197,571299,75027
5/17/2021,341623,258304,281008,328076,572088,78049
5/18/2021,343741,259549,282224,328990,572886,80410
5/19/2021,345996,260843,283573,330009,573637,83724
5/2/2021,312475,241562,263618,315095,561430,52169
5/20/2021,347973,262017,284733,330837,574342,86360
5/21/2021,350271,263371,286097,331774,575017,90258
5/22/2021,352048,264449,287229,332536,575440,94014
5/23/2021,353130,265086,287799,332924,575667,95515
5/24/2021,354855,266015,288735,333659,576261,97492
5/25/2021,356333,266915,289632,334352,576772,99093
5/26/2021,358098,267849,290559,334964,577278,100865
5/27/2021,359599,268762,291397,335606,577759,102665
5/28/2021,361249,269735,292369,336328,578294,104700
5/29/2021,362389,270409,293096,336826,578569,106153
5/3/2021,314369,242586,264782,316040,562351,52623
5/30/2021,363116,270857,293522,337124,578701,106883
5/31/2021,363426,271044,293698,337247,578784,107173
5/4/2021,316863,243987,266258,317204,563466,53184
5/5/2021,319226,245363,267641,318239,564296,53709
5/6/2021,321673,246737,269060,319346,565233,54301
5/7/2021,323923,248158,270450,320428,566155,54881
5/8/2021,325485,249056,271411,321167,566677,55374
5/9/2021,326444,249632,271969,321575,566936,55717
6/1/2021,364897,271929,294554,337794,579225,108782
6/10/2021,375085,277918,300326,341833,582255,120321
6/11/2021,376454,278888,301222,342407,582610,122580
6/12/2021,377371,279561,301864,342721,582765,124043
6/13/2021,377731,279800,302107,342883,582842,124327
6/14/2021,378712,280346,302617,343252,583083,125427
6/15/2021,379675,280950,303128,343600,583298,126591
6/16/2021,380750,281570,303684,343969,583543,127813
6/17/2021,381679,282184,304201,344355,583808,128853
6/18/2021,382992,282917,304888,344840,584125,130010
6/19/2021,383677,283396,305313,345128,584284,130737
6/2/2021,366172,272669,295327,338280,579642,110269
6/20/2021,384111,283639,305527,345302,584347,131088
6/21/2021,385036,284164,306065,345651,584590,132095
6/22/2021,385913,284648,306555,345954,584889,133043
6/23/2021,386792,285200,307032,346305,585179,134004
6/24/2021,387591,285705,307538,346666,585467,134946
6/25/2021,388687,286380,308179,347136,585795,135902
6/26/2021,389460,286825,308661,347428,585964,136517
6/27/2021,389949,287147,308945,347623,586035,136991
6/28/2021,390900,287683,309497,347981,586321,138021
6/29/2021,391775,288198,309980,348325,586564,138884
6/3/2021,367522,273450,296075,338809,580046,111779
6/30/2021,392629,288750,310454,348689,586859,139799
6/4/2021,368982,274392,296989,339443,580479,113411
6/5/2021,370102,275130,297659,339899,580740,114938
6/6/2021,370709,275435,298013,340103,580859,115602
6/7/2021,371861,276101,298605,340542,581212,116845
6/8/2021,372947,276646,299166,340980,581529,117991
6/9/2021,373950,277220,299660,341376,581880,119131
7/1/2021,393472,289249,310948,349023,587109,140595
7/10/2021,400719,293646,315274,351984,588893,148626
7/11/2021,401247,293957,315524,352140,588973,149205
7/12/2021,402149,294488,316016,352443,589186,150235
7/13/2021,402929,294912,316446,352706,589406,151237
7/14/2021,403729,295408,316934,352997,589610,152200
7/15/2021,404480,295883,317350,353268,589812,153128
7/16/2021,405637,296621,318024,353720,590101,154388
7/17/2021,406399,297128,318503,354020,590266,155173
7/18/2021,406962,297493,318818,354231,590354,155746
7/19/2021,407985,298207,319446,354678,590667,157101
7/2/2021,394546,289901,311542,349483,587401,141655
7/20/2021,408994,298816,320082,355070,590991,158299
7/21/2021,410197,299570,320736,355506,591331,159596
7/22/2021,411348,300364,321423,356045,591689,161014
7/23/2021,412830,301440,322458,356714,592090,162537
7/24/2021,413941,302196,323280,357215,592316,163520
7/25/2021,414978,302786,323763,357528,592463,164408
7/26/2021,416435,303673,324574,358141,592868,165932
7/27/2021,417857,304545,325386,358682,593261,167446
7/28/2021,419335,305422,326137,359183,593629,169010
7/29/2021,420818,306294,326881,359648,594006,170670
7/3/2021,395286,290368,311978,349806,587566,142322
7/30/2021,422816,307663,328105,360338,594496,173039
7/31/2021,424091,308548,328852,360801,594718,174529
7/4/2021,395417,290439,312064,349862,587593,142430
7/5/2021,396299,290921,312553,350232,587774,143259
7/6/2021,397112,291335,313021,350525,588022,144136
7/7/2021,397944,291817,313453,350870,588248,145108
7/8/2021,398728,292258,313921,351208,588473,145965
7/9/2021,399882,293051,314682,351650,588727,147377
8/1/2021,425125,309175,329347,361155,594866,175412
8/10/2021,439530,318234,336877,366031,598114,187187
8/11/2021,441037,319173,337559,366515,598428,188341
8/12/2021,442645,320129,338368,367040,598838,189489
8/13/2021,444522,321350,339360,367659,599233,191011
8/14/2021,445844,322257,340057,368073,599473,192522
8/15/2021,446633,322716,340433,368289,599584,193068
8/16/2021,448169,323603,341150,368768,599918,194045
8/17/2021,449624,324472,341802,369198,600241,194981
8/18/2021,450956,325243,342387,369616,600525,195884
8/19/2021,452015,326009,342941,369988,600810,196636
8/2/2021,426797,310286,330228,361767,595281,176985
8/20/2021,453296,326853,343656,370446,601093,197782
8/21/2021,454168,327459,344209,370726,601237,198807
8/22/2021,454800,327848,344498,370909,601337,199336
8/23/2021,456120,328626,345114,371346,601676,200165
8/24/2021,457418,329352,345700,371738,601960,200944
8/25/2021,458629,330062,346289,372148,602218,201729
8/26/2021,459844,330775,346861,372544,602484,202415
8/27/2021,461219,331623,347571,372974,602798,203406
8/28/2021,462156,332239,348079,373290,602955,204322
8/29/2021,462734,332586,348364,373436,603044,204665
8/3/2021,428367,311261,331039,362306,595727,178205
8/30/2021,463846,333250,348894,373801,603273,205287
8/31/2021,464829,333823,349349,374116,603508,205803
8/4/2021,430052,312317,331922,362849,596150,179425
8/5/2021,431676,313315,332786,363453,596553,180673
8/6/2021,433735,314661,333992,364149,596991,182438
8/7/2021,435246,315644,334798,364652,597231,184105
8/8/2021,436232,316239,335289,364956,597395,184928
8/9/2021,437905,317238,336116,365507,597795,186144
9/1/2021,465921,334484,349851,374476,603754,206502
9/10/2021,473580,338950,353572,376999,605380,211415
9/11/2021,474473,339425,353962,377250,605503,212124
9/12/2021,475073,339705,354220,377405,605582,212473
9/13/2021,476316,340335,354702,377746,605802,213153
9/14/2021,477351,340875,355150,378031,606016,213698
9/15/2021,477946,341218,355375,378181,606123,214113
9/16/2021,478704,341606,355728,378389,606268,214510
9/17/2021,479952,342317,356207,378759,606481,215235
9/18/2021,480826,342813,356637,378997,606612,215877
9/19/2021,481317,343060,356824,379122,606679,216178
9/2/2021,466784,334981,350254,374746,603994,206984
