date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,641,731,567,434,357,3
1/10/2021,1156,1141,938,790,709,15
1/11/2021,1227,1226,1015,842,775,16
1/12/2021,1334,1312,1088,926,972,17
1/13/2021,1396,1377,1168,1002,1230,18
1/14/2021,1496,1463,1261,1089,1500,18
1/15/2021,1611,1559,1339,1183,2241,19
1/16/2021,1622,1575,1355,1206,2344,19
1/17/2021,1628,1583,1363,1210,2351,19
1/18/2021,1695,1656,1418,1263,2416,22
1/19/2021,1783,1721,1482,1341,2673,23
1/2/2021,667,747,575,449,367,3
1/20/2021,2036,1996,1807,1628,2887,28
1/21/2021,2185,2107,1908,1728,3095,29
1/22/2021,2280,2184,2003,1841,3432,30
1/23/2021,2325,2217,2037,1879,3630,33
1/24/2021,2330,2220,2037,1880,3648,33
1/25/2021,2379,2271,2101,1981,3953,34
1/26/2021,2442,2323,2157,2064,4314,37
1/27/2021,2696,2464,2308,2224,4693,40
1/28/2021,2890,2588,2437,2383,5097,46
1/29/2021,2989,2670,2518,2491,5436,50
1/3/2021,667,748,575,450,369,3
1/30/2021,3050,2714,2545,2529,5554,58
1/31/2021,3060,2716,2546,2534,5578,58
1/4/2021,737,823,634,519,430,4
1/5/2021,824,894,687,584,496,8
1/6/2021,906,941,741,637,561,10
1/7/2021,1022,1026,828,705,660,11
1/8/2021,1142,1133,926,770,699,15
1/9/2021,1156,1140,936,787,707,15
10/1/2021,22329,11738,11028,12799,18948,8534
10/10/2021,22433,11779,11073,12828,18981,8594
10/11/2021,22441,11784,11075,12830,18987,8598
10/12/2021,22445,11787,11075,12830,18987,8603
10/13/2021,22447,11790,11079,12831,18994,8608
10/2/2021,22339,11738,11029,12799,18953,8539
10/3/2021,22348,11738,11031,12802,18954,8547
10/4/2021,22363,11739,11035,12809,18959,8551
10/5/2021,22374,11742,11038,12813,18964,8556
10/6/2021,22396,11758,11049,12818,18969,8567
10/7/2021,22403,11765,11056,12824,18971,8574
10/8/2021,22419,11775,11070,12826,18974,8585
10/9/2021,22428,11778,11072,12828,18980,8592
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,3,,2,1,
12/16/2020,25,42,32,23,14,
12/17/2020,53,77,62,49,19,
12/18/2020,100,135,108,80,38,
12/19/2020,110,148,115,94,39,
12/2/2020,,1,,1,,
12/20/2020,111,149,115,94,41,
12/21/2020,113,150,117,95,42,
12/22/2020,120,170,130,106,47,1
12/23/2020,177,275,207,143,70,2
12/24/2020,258,375,278,199,83,2
12/25/2020,284,403,298,219,88,2
12/26/2020,302,427,312,229,90,2
12/27/2020,329,450,326,241,93,2
12/28/2020,384,509,370,271,105,3
12/29/2020,448,584,416,320,200,3
12/3/2020,,1,,1,,
12/30/2020,548,670,491,382,302,3
12/31/2020,601,712,540,417,352,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3117,2779,2607,2643,6026,58
2/10/2021,4997,3647,3567,3935,10003,228
2/11/2021,5143,3765,3693,4111,10640,237
2/12/2021,5565,4068,3987,4498,11369,295
2/13/2021,5974,4286,4167,4695,11877,335
2/14/2021,5984,4289,4171,4699,11905,335
2/15/2021,6118,4419,4284,4817,12232,344
2/16/2021,6284,4574,4437,5005,12645,355
2/17/2021,6879,4920,4716,5273,12990,665
2/18/2021,6945,4980,4796,5370,13086,669
2/19/2021,7069,5050,4878,5481,13168,683
2/2/2021,3162,2815,2643,2695,6428,60
2/20/2021,7308,5154,4990,5567,13229,704
2/21/2021,7311,5157,4993,5570,13236,705
2/22/2021,7343,5179,5013,5614,13263,707
2/23/2021,7370,5197,5050,5662,13320,709
2/24/2021,7663,5406,5237,5882,13542,727
2/25/2021,7921,5598,5411,6075,13830,755
2/26/2021,8223,5816,5639,6290,14099,778
2/27/2021,8318,5891,5713,6361,14182,786
2/28/2021,8327,5896,5719,6368,14210,787
2/3/2021,3525,2946,2787,2867,6930,71
2/4/2021,3958,3094,2935,3053,7564,88
2/5/2021,4061,3184,3039,3201,8173,91
2/6/2021,4406,3401,3320,3567,8510,192
2/7/2021,4415,3404,3327,3575,8555,193
