date,hospitalizations
10/12/21,10
10/11/21,65
10/10/21,80
10/09/21,72
10/08/21,78
10/07/21,74
10/06/21,62
10/05/21,80
10/04/21,108
10/03/21,65
10/02/21,91
10/01/21,81
09/30/21,81
09/29/21,92
09/28/21,90
09/27/21,120
09/26/21,73
09/25/21,81
09/24/21,79
09/23/21,119
09/22/21,90
09/21/21,105
09/20/21,106
09/19/21,83
09/18/21,102
09/17/21,79
09/16/21,98
09/15/21,137
09/14/21,142
09/13/21,184
09/12/21,123
09/11/21,159
09/10/21,164
09/09/21,168
09/08/21,186
09/07/21,241
09/06/21,175
09/05/21,165
09/04/21,148
09/03/21,216
09/02/21,205
09/01/21,238
08/31/21,216
08/30/21,270
08/29/21,165
08/28/21,167
08/27/21,193
08/26/21,213
08/25/21,201
08/24/21,202
08/23/21,224
08/22/21,192
08/21/21,168
08/20/21,223
08/19/21,228
08/18/21,192
08/17/21,214
08/16/21,222
08/15/21,174
08/14/21,158
08/13/21,179
08/12/21,190
08/11/21,197
08/10/21,195
08/09/21,184
08/08/21,160
08/07/21,150
08/06/21,162
08/05/21,201
08/04/21,175
08/03/21,166
08/02/21,182
08/01/21,120
07/31/21,116
07/30/21,148
07/29/21,116
07/28/21,141
07/27/21,132
07/26/21,132
07/25/21,97
07/24/21,84
07/23/21,130
07/22/21,110
07/21/21,136
07/20/21,127
07/19/21,114
07/18/21,67
07/17/21,76
07/16/21,98
07/15/21,85
07/14/21,90
07/13/21,89
07/12/21,95
07/11/21,64
07/10/21,50
07/09/21,72
07/08/21,70
07/07/21,65
07/06/21,71
07/05/21,69
07/04/21,38
07/03/21,35
07/02/21,42
07/01/21,52
06/30/21,62
06/29/21,60
06/28/21,60
06/27/21,35
06/26/21,45
06/25/21,57
06/24/21,59
06/23/21,59
06/22/21,42
06/21/21,49
06/20/21,28
06/19/21,48
06/18/21,46
06/17/21,55
06/16/21,43
06/15/21,43
06/14/21,59
06/13/21,34
06/12/21,33
06/11/21,30
06/10/21,52
06/09/21,28
06/08/21,45
06/07/21,45
06/06/21,35
06/05/21,31
06/04/21,35
06/03/21,50
06/02/21,45
06/01/21,38
05/31/21,33
05/30/21,36
05/29/21,35
05/28/21,43
05/27/21,39
05/26/21,47
05/25/21,47
05/24/21,61
05/23/21,35
05/22/21,35
05/21/21,47
05/20/21,58
05/19/21,46
05/18/21,53
05/17/21,55
05/16/21,35
05/15/21,40
05/14/21,48
05/13/21,56
05/12/21,32
05/11/21,59
05/10/21,57
05/09/21,34
05/08/21,49
05/07/21,40
05/06/21,42
05/05/21,43
05/04/21,66
05/03/21,46
05/02/21,44
05/01/21,46
04/30/21,67
04/29/21,51
04/28/21,50
04/27/21,58
04/26/21,59
04/25/21,49
04/24/21,35
04/23/21,49
04/22/21,58
04/21/21,47
04/20/21,62
04/19/21,77
04/18/21,33
04/17/21,37
04/16/21,45
04/15/21,42
04/14/21,44
04/13/21,51
04/12/21,58
04/11/21,41
04/10/21,49
04/09/21,53
04/08/21,40
04/07/21,52
04/06/21,39
04/05/21,48
04/04/21,26
04/03/21,31
04/02/21,46
04/01/21,42
03/31/21,39
03/30/21,47
03/29/21,42
03/28/21,35
03/27/21,37
03/26/21,30
03/25/21,35
03/24/21,32
03/23/21,29
03/22/21,40
03/21/21,28
03/20/21,25
03/19/21,38
03/18/21,34
03/17/21,47
03/16/21,49
03/15/21,49
03/14/21,34
03/13/21,36
03/12/21,36
03/11/21,35
03/10/21,41
03/09/21,65
03/08/21,66
03/07/21,45
03/06/21,47
03/05/21,47
03/04/21,54
03/03/21,51
03/02/21,55
03/01/21,58
02/28/21,54
02/27/21,34
02/26/21,58
02/25/21,59
02/24/21,68
02/23/21,78
02/22/21,97
02/21/21,58
02/20/21,59
02/19/21,94
02/18/21,95
02/17/21,106
02/16/21,122
02/15/21,98
02/14/21,79
02/13/21,76
02/12/21,135
02/11/21,129
02/10/21,142
02/09/21,129
02/08/21,167
02/07/21,91
02/06/21,124
02/05/21,163
02/04/21,158
02/03/21,215
02/02/21,213
02/01/21,270
01/31/21,165
01/30/21,192
01/29/21,232
01/28/21,264
01/27/21,278
01/26/21,317
01/25/21,333
01/24/21,257
01/23/21,265
01/22/21,341
01/21/21,390
01/20/21,425
01/19/21,436
01/18/21,398
01/17/21,313
01/16/21,332
01/15/21,468
01/14/21,446
01/13/21,513
01/12/21,505
01/11/21,538
01/10/21,356
01/09/21,417
01/08/21,534
01/07/21,483
01/06/21,562
01/05/21,609
01/04/21,628
01/03/21,447
01/02/21,483
01/01/21,401
12/31/20,536
12/30/20,562
12/29/20,586
12/28/20,662
12/27/20,476
12/26/20,419
12/25/20,309
12/24/20,394
12/23/20,499
12/22/20,519
12/21/20,518
12/20/20,383
12/19/20,408
12/18/20,460
12/17/20,513
12/16/20,441
12/15/20,423
12/14/20,537
12/13/20,286
12/12/20,335
12/11/20,379
12/10/20,372
12/09/20,472
12/08/20,473
12/07/20,482
12/06/20,290
12/05/20,307
12/04/20,362
12/03/20,363
12/02/20,444
12/01/20,416
11/30/20,437
11/29/20,298
11/28/20,303
11/27/20,301
11/26/20,182
11/25/20,315
11/24/20,357
11/23/20,373
11/22/20,232
11/21/20,231
11/20/20,272
11/19/20,289
11/18/20,253
11/17/20,287
11/16/20,269
11/15/20,145
11/14/20,164
11/13/20,182
11/12/20,208
11/11/20,165
11/10/20,162
11/09/20,179
11/08/20,104
11/07/20,118
11/06/20,149
11/05/20,147
11/04/20,146
11/03/20,112
11/02/20,138
11/01/20,84
10/31/20,109
10/30/20,120
10/29/20,96
10/28/20,105
10/27/20,103
10/26/20,100
10/25/20,52
10/24/20,71
10/23/20,93
10/22/20,88
10/21/20,81
10/20/20,74
10/19/20,83
10/18/20,56
10/17/20,59
10/16/20,85
10/15/20,62
10/14/20,68
10/13/20,67
10/12/20,77
10/11/20,48
10/10/20,57
10/09/20,65
10/08/20,69
10/07/20,51
10/06/20,57
10/05/20,63
10/04/20,38
10/03/20,39
10/02/20,56
10/01/20,38
09/30/20,55
09/29/20,56
09/28/20,41
09/27/20,27
09/26/20,45
09/25/20,43
09/24/20,28
09/23/20,32
09/22/20,36
09/21/20,39
09/20/20,36
09/19/20,21
09/18/20,20
09/17/20,32
09/16/20,26
09/15/20,27
09/14/20,36
09/13/20,21
09/12/20,15
09/11/20,18
09/10/20,30
09/09/20,32
09/08/20,26
09/07/20,21
09/06/20,20
09/05/20,26
09/04/20,30
09/03/20,34
09/02/20,40
09/01/20,28
08/31/20,35
08/30/20,24
08/29/20,24
08/28/20,38
08/27/20,39
08/26/20,44
08/25/20,26
08/24/20,36
08/23/20,33
08/22/20,56
08/21/20,57
08/20/20,77
08/19/20,66
08/18/20,61
08/17/20,62
08/16/20,46
08/15/20,62
08/14/20,82
08/13/20,78
08/12/20,79
08/11/20,83
08/10/20,89
08/09/20,56
08/08/20,62
08/07/20,98
08/06/20,98
08/05/20,117
08/04/20,123
08/03/20,163
08/02/20,107
08/01/20,75
07/31/20,152
07/30/20,155
07/29/20,170
07/28/20,182
07/27/20,228
07/26/20,124
07/25/20,160
07/24/20,225
07/23/20,240
07/22/20,227
07/21/20,262
07/20/20,250
07/19/20,189
07/18/20,190
07/17/20,257
07/16/20,323
07/15/20,372
07/14/20,401
07/13/20,404
07/12/20,231
07/11/20,273
07/10/20,331
07/09/20,299
07/08/20,333
07/07/20,373
07/06/20,395
07/05/20,271
07/04/20,265
07/03/20,282
07/02/20,357
07/01/20,354
06/30/20,355
06/29/20,386
06/28/20,215
06/27/20,238
06/26/20,332
06/25/20,300
06/24/20,291
06/23/20,293
06/22/20,335
06/21/20,206
06/20/20,207
06/19/20,265
06/18/20,220
06/17/20,200
06/16/20,207
06/15/20,241
06/14/20,132
06/13/20,149
06/12/20,173
06/11/20,144
06/10/20,153
06/09/20,165
06/08/20,149
06/07/20,91
06/06/20,92
06/05/20,128
06/04/20,108
06/03/20,128
06/02/20,115
06/01/20,111
05/31/20,64
05/30/20,85
05/29/20,85
05/28/20,86
05/27/20,87
05/26/20,91
05/25/20,73
05/24/20,59
05/23/20,49
05/22/20,76
05/21/20,66
05/20/20,66
05/19/20,56
05/18/20,67
05/17/20,29
05/16/20,48
05/15/20,62
05/14/20,57
05/13/20,57
05/12/20,58
05/11/20,55
05/10/20,35
