date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,159,151,165,207,210,4
1/1/2022,2968,2130,2674,4885,12311,1600
1/10/2021,304,338,411,525,1044,14
1/10/2022,3023,2159,2701,4919,12340,1693
1/11/2021,318,355,428,557,1122,14
1/11/2022,3031,2167,2707,4923,12350,1712
1/12/2021,326,359,437,572,1157,14
1/12/2022,3037,2169,2711,4924,12352,1734
1/13/2021,331,365,447,580,1194,14
1/13/2022,3040,2172,2711,4925,12356,1740
1/14/2021,341,380,465,613,1341,14
1/14/2022,3045,2177,2713,4926,12356,1773
1/15/2021,397,426,508,666,1379,19
1/15/2022,3045,2178,2713,4927,12356,1774
1/16/2021,397,427,509,667,1380,19
1/16/2022,3045,2178,2713,4928,12357,1775
1/17/2021,397,427,509,667,1383,19
1/17/2022,3052,2179,2716,4931,12358,1782
1/18/2021,400,435,514,693,1459,19
1/18/2022,3056,2181,2720,4931,12362,1793
1/19/2021,413,439,523,708,1516,20
1/19/2022,3060,2182,2722,4931,12368,1797
1/2/2021,175,167,188,243,312,7
1/2/2022,2973,2130,2674,4887,12312,1600
1/20/2021,423,447,545,736,1622,21
1/20/2022,3061,2182,2723,4935,12371,1809
1/21/2021,438,459,553,771,1833,21
1/21/2022,3066,2183,2724,4937,12372,1810
1/22/2021,454,468,560,783,1896,21
1/22/2022,3067,2183,2726,4937,12372,1811
1/23/2021,458,473,562,789,2010,21
1/23/2022,3069,2184,2726,4938,12372,1813
1/24/2021,458,473,563,790,2019,21
1/25/2021,473,482,574,809,2084,21
1/26/2021,479,485,574,811,2098,21
1/27/2021,492,501,584,822,2272,25
1/28/2021,513,527,617,877,2527,25
1/29/2021,539,546,647,910,2642,28
1/3/2021,176,167,188,245,312,7
1/3/2022,2980,2135,2678,4890,12314,1611
1/30/2021,572,558,658,926,2762,35
1/31/2021,572,558,658,927,2766,35
1/4/2021,190,183,221,283,361,7
1/4/2022,2984,2136,2683,4892,12319,1626
1/5/2021,210,217,279,342,495,8
1/5/2022,2990,2141,2687,4894,12325,1638
1/6/2021,221,243,314,401,631,10
1/6/2022,3007,2149,2695,4902,12331,1644
1/7/2021,268,307,356,462,843,13
1/7/2022,3013,2155,2697,4911,12333,1675
1/8/2021,299,337,404,523,1025,14
1/8/2022,3014,2155,2697,4916,12334,1684
1/9/2021,304,338,411,525,1044,14
1/9/2022,3017,2156,2698,4916,12335,1685
10/1/2021,2639,1939,2487,4550,11732,1136
10/10/2021,2662,1954,2498,4568,11757,1147
10/11/2021,2663,1957,2500,4568,11763,1150
10/12/2021,2667,1959,2502,4572,11769,1152
10/13/2021,2671,1962,2503,4575,11776,1154
10/14/2021,2676,1965,2508,4583,11780,1156
10/15/2021,2683,1966,2512,4590,11781,1156
10/16/2021,2684,1967,2512,4591,11781,1156
10/17/2021,2685,1967,2512,4591,11783,1156
10/18/2021,2690,1968,2513,4594,11789,1156
10/19/2021,2693,1971,2516,4598,11789,1157
10/2/2021,2639,1941,2488,4551,11733,1136
10/20/2021,2693,1971,2522,4603,11792,1157
10/21/2021,2696,1974,2526,4612,11805,1158
10/22/2021,2699,1977,2529,4614,11816,1160
10/23/2021,2701,1977,2531,4615,11822,1165
10/24/2021,2701,1978,2532,4615,11823,1165
10/25/2021,2703,1979,2534,4620,11829,1166
10/26/2021,2706,1980,2538,4627,11834,1168
10/27/2021,2709,1980,2539,4633,11842,1168
10/28/2021,2722,1995,2545,4636,11850,1168
10/29/2021,2726,1999,2548,4639,11859,1170
10/3/2021,2639,1942,2488,4552,11733,1136
10/30/2021,2727,2001,2549,4641,11864,1170
10/31/2021,2727,2001,2551,4641,11867,1170
10/4/2021,2641,1945,2489,4555,11741,1138
10/5/2021,2645,1948,2492,4555,11748,1144
10/6/2021,2648,1948,2495,4562,11749,1145
10/7/2021,2657,1953,2495,4564,11751,1145
10/8/2021,2658,1954,2497,4565,11756,1146
10/9/2021,2658,1954,2498,4568,11757,1146
11/1/2021,2733,2005,2552,4646,11882,1170
11/10/2021,2763,2023,2574,4685,11971,1246
11/11/2021,2766,2024,2575,4688,11981,1258
11/12/2021,2775,2027,2576,4691,11988,1274
11/13/2021,2775,2027,2579,4692,11992,1282
11/14/2021,2778,2027,2581,4693,11994,1282
11/15/2021,2781,2030,2582,4703,12005,1284
11/16/2021,2786,2030,2585,4709,12019,1287
11/17/2021,2794,2035,2588,4714,12030,1288
11/18/2021,2799,2039,2592,4720,12042,1302
11/19/2021,2803,2045,2593,4726,12054,1323
11/2/2021,2736,2008,2556,4651,11889,1170
11/20/2021,2809,2045,2594,4727,12059,1325
11/21/2021,2811,2046,2594,4730,12060,1325
11/22/2021,2819,2047,2598,4739,12072,1332
11/23/2021,2825,2047,2603,4744,12080,1338
11/24/2021,2826,2050,2608,4749,12085,1349
11/25/2021,2826,2050,2608,4749,12085,1349
11/26/2021,2831,2050,2609,4753,12087,1353
11/27/2021,2831,2051,2609,4754,12089,1354
11/28/2021,2832,2051,2609,4754,12091,1356
11/29/2021,2847,2054,2615,4758,12099,1360
11/3/2021,2739,2008,2559,4655,11906,1174
11/30/2021,2860,2062,2617,4760,12105,1365
11/4/2021,2744,2011,2560,4660,11915,1174
11/5/2021,2745,2014,2562,4670,11925,1216
11/6/2021,2745,2015,2562,4673,11930,1222
11/7/2021,2745,2018,2564,4673,11931,1224
11/8/2021,2749,2019,2569,4679,11946,1229
11/9/2021,2757,2021,2571,4680,11957,1240
12/1/2020,1,,,,,
12/1/2021,2869,2067,2620,4767,12117,1381
12/10/2020,1,,,,,
12/10/2021,2914,2088,2643,4813,12188,1457
12/11/2020,1,,,,,
12/11/2021,2915,2089,2644,4813,12190,1459
12/12/2020,1,,,,,
12/12/2021,2916,2089,2645,4815,12193,1461
12/13/2020,1,,,,,
12/13/2021,2916,2091,2647,4817,12205,1464
12/14/2020,1,,,,,
12/14/2021,2920,2094,2649,4821,12214,1465
12/15/2020,1,,,,,
12/15/2021,2922,2096,2651,4824,12218,1465
12/16/2020,1,,,,,
12/16/2021,2924,2101,2652,4830,12230,1482
12/17/2020,21,16,15,12,4,1
12/17/2021,2935,2107,2653,4831,12233,1517
12/18/2020,33,29,20,17,9,1
12/18/2021,2938,2107,2654,4833,12235,1518
12/19/2020,33,29,20,19,9,1
12/19/2021,2939,2108,2657,4836,12236,1518
12/2/2020,1,,,,,
12/2/2021,2878,2071,2626,4774,12123,1393
12/20/2020,33,30,20,19,9,1
12/20/2021,2940,2110,2657,4840,12243,1522
12/21/2020,39,41,27,27,13,1
12/21/2021,2942,2110,2659,4845,12262,1529
12/22/2020,42,45,32,32,18,1
12/22/2021,2945,2111,2663,4854,12268,1537
12/23/2020,53,57,38,46,29,1
12/23/2021,2949,2113,2666,4859,12272,1543
12/24/2020,66,72,51,66,36,1
12/24/2021,2949,2113,2666,4860,12274,1544
12/25/2020,66,72,51,66,36,1
12/25/2021,2949,2113,2666,4860,12274,1544
12/26/2020,71,78,56,75,39,1
12/26/2021,2951,2115,2667,4861,12274,1544
12/27/2020,71,78,57,75,39,1
12/27/2021,2955,2116,2670,4870,12285,1546
12/28/2020,91,97,86,104,74,3
12/28/2021,2958,2119,2670,4872,12291,1553
12/29/2020,117,107,112,136,104,3
12/29/2021,2961,2123,2672,4873,12297,1573
12/3/2020,1,,,,,
12/3/2021,2882,2075,2628,4778,12137,1406
12/30/2020,145,131,140,164,151,4
12/30/2021,2965,2127,2673,4883,12309,1592
12/31/2020,159,150,164,206,210,4
12/31/2021,2966,2129,2674,4885,12311,1599
12/4/2020,1,,,,,
12/4/2021,2886,2078,2631,4784,12141,1409
12/5/2020,1,,,,,
12/5/2021,2886,2078,2631,4785,12142,1409
12/6/2020,1,,,,,
12/6/2021,2891,2078,2634,4793,12154,1417
12/7/2020,1,,,,,
12/7/2021,2896,2081,2635,4794,12158,1423
12/8/2020,1,,,,,
12/8/2021,2900,2087,2638,4803,12175,1423
12/9/2020,1,,,,,
12/9/2021,2911,2087,2639,4809,12185,1425
2/1/2021,591,572,675,952,2907,35
2/10/2021,718,664,828,1302,5260,49
2/11/2021,722,670,831,1316,5364,49
2/12/2021,736,679,839,1323,5440,56
2/13/2021,772,701,886,1401,6038,58
2/14/2021,810,742,936,1493,6253,60
2/15/2021,816,745,941,1510,6297,60
2/16/2021,829,753,953,1541,6551,62
2/17/2021,855,769,986,1587,6657,65
2/18/2021,882,786,992,1598,6684,71
2/19/2021,884,787,994,1601,6707,74
2/2/2021,606,590,704,1001,3199,35
2/20/2021,891,792,995,1604,6720,84
2/21/2021,891,792,995,1604,6723,84
2/22/2021,895,796,1000,1607,6738,86
2/23/2021,925,813,1023,1662,6826,95
2/24/2021,940,821,1037,1693,6906,96
2/25/2021,952,831,1043,1701,6935,99
2/26/2021,954,833,1050,1703,6958,99
2/27/2021,1006,898,1156,2029,8022,104
2/28/2021,1065,933,1257,2296,8410,108
2/3/2021,624,597,728,1068,3528,37
2/4/2021,639,610,741,1118,4030,40
2/5/2021,653,620,762,1170,4380,45
2/6/2021,673,629,782,1202,4567,46
2/7/2021,673,630,782,1203,4583,46
2/8/2021,689,640,790,1225,4726,47
2/9/2021,709,660,818,1266,4973,48
3/1/2021,1071,942,1271,2315,8478,111
3/10/2021,1171,1016,1380,2624,8973,119
3/11/2021,1193,1031,1399,2660,9035,122
3/12/2021,1209,1037,1405,2680,9075,124
3/13/2021,1226,1056,1446,2788,9257,129
3/14/2021,1229,1059,1452,2794,9274,129
3/15/2021,1231,1062,1458,2810,9307,132
3/16/2021,1255,1074,1481,2855,9381,135
3/17/2021,1263,1082,1495,2879,9409,138
3/18/2021,1267,1090,1504,2894,9439,139
3/19/2021,1275,1095,1509,2909,9458,139
3/2/2021,1088,952,1294,2358,8537,111
3/20/2021,1290,1113,1540,2990,9611,141
3/21/2021,1290,1113,1540,2993,9613,141
3/22/2021,1304,1122,1556,3038,9670,141
