date,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL
2021-03-14 00:00:00,1,1,1,,,
2021-03-13 00:00:00,185,4,0.0216216216216216,,,
2021-03-12 00:00:00,924,43,0.0465367965367965,33.0,14.0,0.4242424242424243
2021-03-11 00:00:00,2140,82,0.0383177570093458,58.0,30.0,0.517241379310345
2021-03-10 00:00:00,2313,68,0.0293990488543018,49.0,19.0,0.3877551020408163
2021-03-09 00:00:00,2993,80,0.0267290344136318,53.0,21.0,0.3962264150943397
2021-03-08 00:00:00,2210,98,0.0443438914027149,51.0,20.0,0.3921568627450981
2021-03-07 00:00:00,721,57,0.0790568654646325,8.0,5.0,0.625
2021-03-06 00:00:00,868,58,0.0668202764976959,22.0,7.0,0.3181818181818182
2021-03-05 00:00:00,2020,67,0.0331683168316832,66.0,24.0,0.3636363636363637
2021-03-04 00:00:00,2425,87,0.0358762886597938,55.0,24.0,0.4363636363636364
2021-03-03 00:00:00,1488,69,0.0463709677419355,71.0,37.0,0.5211267605633804
2021-03-02 00:00:00,1877,81,0.0431539690996271,68.0,27.0,0.3970588235294118
2021-03-01 00:00:00,2125,106,0.0498823529411765,92.0,33.0,0.3586956521739131
2021-02-28 00:00:00,796,85,0.10678391959799,11.0,2.0,0.1818181818181818
2021-02-27 00:00:00,867,84,0.0968858131487889,45.0,20.0,0.4444444444444444
2021-02-26 00:00:00,1594,90,0.0564617314930991,83.0,40.0,0.4819277108433736
2021-02-25 00:00:00,1890,106,0.0560846560846561,193.0,105.0,0.5440414507772022
2021-02-24 00:00:00,1509,115,0.0762094102054341,126.0,71.0,0.5634920634920636
2021-02-23 00:00:00,1760,95,0.0539772727272727,95.0,53.0,0.5578947368421052
2021-02-22 00:00:00,2626,156,0.0594059405940594,93.0,41.0,0.4408602150537635
2021-02-21 00:00:00,793,96,0.1210592686002522,25.0,7.0,0.2800000000000001
2021-02-20 00:00:00,851,85,0.099882491186839,29.0,10.0,0.3448275862068966
2021-02-19 00:00:00,2119,146,0.0689004247286456,81.0,44.0,0.5432098765432098
2021-02-18 00:00:00,2470,127,0.051417004048583,111.0,48.0,0.4324324324324325
2021-02-17 00:00:00,1711,167,0.09760374050263,85.0,40.0,0.4705882352941176
2021-02-16 00:00:00,1798,170,0.0945494994438265,107.0,45.0,0.4205607476635514
2021-02-15 00:00:00,1831,142,0.0775532495903878,41.0,14.0,0.3414634146341464
2021-02-14 00:00:00,735,66,0.0897959183673469,14.0,2.0,0.1428571428571429
2021-02-13 00:00:00,880,86,0.0977272727272727,26.0,12.0,0.4615384615384616
2021-02-12 00:00:00,1588,119,0.0749370277078086,69.0,40.0,0.5797101449275364
2021-02-11 00:00:00,2189,155,0.0708085883965281,70.0,22.0,0.3142857142857143
2021-02-10 00:00:00,1988,177,0.0890342052313883,63.0,35.0,0.5555555555555556
2021-02-09 00:00:00,2870,184,0.0641114982578397,88.0,40.0,0.4545454545454546
2021-02-08 00:00:00,2755,203,0.0736842105263158,83.0,41.0,0.4939759036144578
2021-02-07 00:00:00,863,94,0.1089223638470452,7.0,5.0,0.7142857142857144
2021-02-06 00:00:00,1012,120,0.1185770750988142,49.0,24.0,0.489795918367347
2021-02-05 00:00:00,2526,184,0.0728424386381631,81.0,40.0,0.4938271604938272
2021-02-04 00:00:00,2855,192,0.0672504378283713,102.0,41.0,0.4019607843137255
2021-02-03 00:00:00,3258,246,0.0755064456721915,97.0,31.0,0.3195876288659794
2021-02-02 00:00:00,2302,238,0.103388357949609,82.0,39.0,0.475609756097561
2021-02-01 00:00:00,2726,340,0.1247248716067498,101.0,57.0,0.5643564356435644
2021-01-31 00:00:00,1234,201,0.1628849270664506,11.0,6.0,0.5454545454545454
2021-01-30 00:00:00,1299,209,0.1608929946112394,135.0,49.0,0.362962962962963
2021-01-29 00:00:00,2078,315,0.1515880654475457,81.0,38.0,0.4691358024691358
2021-01-28 00:00:00,3084,351,0.1138132295719844,100.0,59.0,0.59
2021-01-27 00:00:00,3397,377,0.1109802767147483,78.0,27.0,0.3461538461538462
2021-01-26 00:00:00,3405,394,0.115712187958884,83.0,50.0,0.602409638554217
2021-01-25 00:00:00,3273,418,0.1277115795905897,75.0,30.0,0.4
2021-01-24 00:00:00,1238,228,0.1841680129240711,62.0,29.0,0.467741935483871
2021-01-23 00:00:00,1738,353,0.2031070195627158,67.0,24.0,0.3582089552238806
2021-01-22 00:00:00,3452,510,0.1477404403244496,106.0,44.0,0.4150943396226416
2021-01-21 00:00:00,4621,599,0.1296256221597057,90.0,36.0,0.4
2021-01-20 00:00:00,5713,978,0.1711885174164187,74.0,25.0,0.3378378378378379
2021-01-19 00:00:00,3965,692,0.1745271122320303,155.0,63.0,0.4064516129032258
2021-01-18 00:00:00,3445,564,0.1637155297532656,68.0,21.0,0.3088235294117647
2021-01-17 00:00:00,1645,280,0.1702127659574468,27.0,11.0,0.4074074074074074
2021-01-16 00:00:00,1962,405,0.2064220183486239,24.0,7.0,0.2916666666666667
2021-01-15 00:00:00,3268,598,0.1829865361077112,102.0,34.0,0.3333333333333333
2021-01-14 00:00:00,3464,536,0.1547344110854504,89.0,22.0,0.2471910112359551
2021-01-13 00:00:00,3085,547,0.1773095623987034,71.0,24.0,0.3380281690140845
2021-01-12 00:00:00,3500,621,0.1774285714285714,106.0,43.0,0.4056603773584906
2021-01-11 00:00:00,4206,695,0.1652401331431289,73.0,33.0,0.452054794520548
2021-01-10 00:00:00,1779,348,0.1956155143338955,10.0,3.0,0.3
2021-01-09 00:00:00,2273,445,0.1957765068191817,28.0,13.0,0.4642857142857144
2021-01-08 00:00:00,3829,686,0.1791590493601463,118.0,34.0,0.288135593220339
2021-01-07 00:00:00,4281,756,0.176594253679047,87.0,33.0,0.3793103448275862
2021-01-06 00:00:00,3418,744,0.2176711527208894,110.0,42.0,0.3818181818181819
2021-01-05 00:00:00,3406,779,0.2287140340575455,101.0,38.0,0.3762376237623763
2021-01-04 00:00:00,4304,920,0.2137546468401487,75.0,25.0,0.3333333333333333
2021-01-03 00:00:00,1854,476,0.2567421790722762,34.0,11.0,0.3235294117647059
2021-01-02 00:00:00,2194,576,0.2625341841385597,22.0,8.0,0.3636363636363637
2021-01-01 00:00:00,1692,388,0.2293144208037825,13.0,1.0,0.0769230769230769
2020-12-31 00:00:00,3194,613,0.1919223544145272,49.0,13.0,0.2653061224489796
2020-12-30 00:00:00,3823,786,0.2055976981428198,77.0,17.0,0.2207792207792208
2020-12-29 00:00:00,3632,844,0.2323788546255507,125.0,34.0,0.272
2020-12-28 00:00:00,3896,850,0.2181724845995893,92.0,24.0,0.2608695652173913
2020-12-27 00:00:00,1846,443,0.2399783315276273,10.0,2.0,0.2
2020-12-26 00:00:00,1494,367,0.2456492637215529,29.0,7.0,0.2413793103448276
2020-12-25 00:00:00,347,97,0.2795389048991355,5.0,1.0,0.2
2020-12-24 00:00:00,1652,291,0.1761501210653753,40.0,11.0,0.275
2020-12-23 00:00:00,2981,531,0.1781281449178128,77.0,22.0,0.2857142857142857
2020-12-22 00:00:00,3836,635,0.1655370177267988,103.0,21.0,0.2038834951456311
2020-12-21 00:00:00,4082,627,0.1536011758941695,90.0,32.0,0.3555555555555556
2020-12-20 00:00:00,1586,263,0.1658259773013872,15.0,2.0,0.1333333333333333
2020-12-19 00:00:00,2129,432,0.2029121653358384,16.0,5.0,0.3125
2020-12-18 00:00:00,3323,641,0.1928979837496238,57.0,18.0,0.3157894736842105
2020-12-17 00:00:00,3425,597,0.1743065693430657,104.0,32.0,0.3076923076923077
2020-12-16 00:00:00,3775,541,0.1433112582781457,136.0,26.0,0.1911764705882353
