date,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-11-13 00:00:00,88,10,0.1136363636363636,3.0,0.0,0
2020-11-12 00:00:00,245,19,0.0775510204081633,14.0,2.0,0.1428571428571429
2020-11-11 00:00:00,244,32,0.1311475409836066,13.0,2.0,0.1538461538461539
2020-11-10 00:00:00,447,57,0.12751677852349,20.0,2.0,0.1
2020-11-09 00:00:00,451,54,0.1197339246119734,17.0,0.0,0
2020-11-08 00:00:00,171,24,0.1403508771929825,3.0,0.0,0
2020-11-07 00:00:00,201,15,0.0746268656716418,4.0,0.0,0
2020-11-06 00:00:00,480,38,0.0791666666666667,29.0,1.0,0.0344827586206897
2020-11-05 00:00:00,506,39,0.0770750988142293,14.0,2.0,0.1428571428571429
2020-11-04 00:00:00,404,42,0.103960396039604,22.0,1.0,0.0454545454545455
2020-11-03 00:00:00,417,32,0.0767386091127098,14.0,1.0,0.0714285714285714
2020-11-02 00:00:00,494,23,0.0465587044534413,23.0,3.0,0.1304347826086957
2020-11-01 00:00:00,133,9,0.0676691729323308,,,
2020-10-31 00:00:00,120,11,0.0916666666666667,3.0,0.0,0
2020-10-30 00:00:00,313,12,0.0383386581469649,42.0,1.0,0.0238095238095238
2020-10-29 00:00:00,396,17,0.0429292929292929,20.0,4.0,0.2
2020-10-28 00:00:00,323,13,0.0402476780185759,17.0,3.0,0.1764705882352941
2020-10-27 00:00:00,344,16,0.0465116279069767,15.0,2.0,0.1333333333333333
2020-10-26 00:00:00,349,15,0.0429799426934097,21.0,0.0,0
2020-10-25 00:00:00,82,10,0.1219512195121951,,,
2020-10-24 00:00:00,101,9,0.0891089108910891,1.0,0.0,0
2020-10-23 00:00:00,298,14,0.0469798657718121,48.0,2.0,0.0416666666666667
2020-10-22 00:00:00,249,11,0.0441767068273092,22.0,2.0,0.0909090909090909
2020-10-21 00:00:00,294,21,0.0714285714285714,10.0,0.0,0
2020-10-20 00:00:00,302,6,0.0198675496688742,14.0,1.0,0.0714285714285714
2020-10-19 00:00:00,254,18,0.0708661417322835,19.0,1.0,0.0526315789473684
2020-10-18 00:00:00,99,5,0.0505050505050505,1.0,0.0,0
2020-10-17 00:00:00,125,9,0.072,2.0,0.0,0
2020-10-16 00:00:00,236,15,0.0635593220338983,23.0,2.0,0.0869565217391304
2020-10-15 00:00:00,210,4,0.0190476190476191,12.0,0.0,0
2020-10-14 00:00:00,258,4,0.0155038759689922,20.0,1.0,0.05
2020-10-13 00:00:00,193,5,0.0259067357512953,14.0,1.0,0.0714285714285714
2020-10-12 00:00:00,262,10,0.0381679389312977,23.0,5.0,0.2173913043478261
2020-10-11 00:00:00,90,3,0.0333333333333333,1.0,0.0,0
2020-10-10 00:00:00,111,2,0.018018018018018,1.0,0.0,0
2020-10-09 00:00:00,229,9,0.0393013100436681,47.0,1.0,0.0212765957446809
2020-10-08 00:00:00,251,7,0.0278884462151394,24.0,4.0,0.1666666666666667
2020-10-07 00:00:00,279,10,0.03584229390681,13.0,0.0,0
2020-10-06 00:00:00,311,12,0.0385852090032154,17.0,0.0,0
2020-10-05 00:00:00,380,8,0.0210526315789474,22.0,0.0,0
2020-10-04 00:00:00,112,6,0.0535714285714286,3.0,0.0,0
2020-10-03 00:00:00,96,3,0.03125,59.0,0.0,0
2020-10-02 00:00:00,307,10,0.0325732899022801,27.0,2.0,0.0740740740740741
2020-10-01 00:00:00,300,7,0.0233333333333333,22.0,1.0,0.0454545454545455
2020-09-30 00:00:00,284,16,0.0563380281690141,61.0,3.0,0.0491803278688525
2020-09-29 00:00:00,243,14,0.0576131687242798,54.0,2.0,0.037037037037037
2020-09-28 00:00:00,235,9,0.0382978723404255,60.0,3.0,0.05
2020-09-27 00:00:00,118,3,0.0254237288135593,2.0,1.0,0.5
2020-09-26 00:00:00,114,6,0.0526315789473684,38.0,0.0,0
2020-09-25 00:00:00,239,2,0.0083682008368201,47.0,6.0,0.1276595744680851
2020-09-24 00:00:00,282,2,0.0070921985815603,95.0,2.0,0.0210526315789474
2020-09-23 00:00:00,198,7,0.0353535353535354,48.0,2.0,0.0416666666666667
2020-09-22 00:00:00,284,6,0.0211267605633803,66.0,1.0,0.0151515151515152
2020-09-21 00:00:00,238,5,0.0210084033613445,28.0,4.0,0.1428571428571429
2020-09-20 00:00:00,72,2,0.0277777777777778,,,
2020-09-19 00:00:00,93,4,0.043010752688172,2.0,0.0,0
