date,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA
2021-11-20 00:00:00,49,6,0.1224489795918367
2021-11-19 00:00:00,2762,387,0.1401158580738595
2021-11-18 00:00:00,4672,557,0.1192208904109589
2021-11-17 00:00:00,5895,765,0.1297709923664122
2021-11-16 00:00:00,6209,803,0.1293283942663875
2021-11-15 00:00:00,6177,827,0.13388376234418
2021-11-14 00:00:00,2670,485,0.1816479400749064
2021-11-13 00:00:00,2901,481,0.1658048948638401
2021-11-12 00:00:00,6150,732,0.1190243902439024
2021-11-11 00:00:00,3486,490,0.1405622489959839
2021-11-10 00:00:00,6423,690,0.1074264362447455
2021-11-09 00:00:00,6745,723,0.1071905114899926
2021-11-08 00:00:00,7034,698,0.0992323002558999
2021-11-07 00:00:00,2764,425,0.1537626628075253
2021-11-06 00:00:00,2902,462,0.1592005513439008
2021-11-05 00:00:00,5422,589,0.1086315012910365
2021-11-04 00:00:00,5998,626,0.1043681227075692
2021-11-03 00:00:00,6399,629,0.0982966088451321
2021-11-02 00:00:00,6154,575,0.093435164120897
2021-11-01 00:00:00,6049,535,0.0884443709704083
2021-10-31 00:00:00,2016,336,0.1666666666666667
2021-10-30 00:00:00,2399,306,0.1275531471446436
2021-10-29 00:00:00,4779,457,0.0956267001464742
2021-10-28 00:00:00,5592,499,0.0892346208869814
2021-10-27 00:00:00,5474,460,0.0840336134453782
2021-10-26 00:00:00,5665,441,0.077846425419241
2021-10-25 00:00:00,5884,560,0.0951733514615908
2021-10-24 00:00:00,2021,256,0.1266699653636814
2021-10-23 00:00:00,2320,319,0.1375
2021-10-22 00:00:00,4363,433,0.0992436396974559
2021-10-21 00:00:00,5117,430,0.0840336134453782
2021-10-20 00:00:00,5275,413,0.0782938388625592
2021-10-19 00:00:00,5301,449,0.0847009998113563
2021-10-18 00:00:00,5735,462,0.0805579773321709
2021-10-17 00:00:00,1848,230,0.1244588744588745
2021-10-16 00:00:00,1901,209,0.1099421357180431
2021-10-15 00:00:00,3917,310,0.0791422006637733
2021-10-14 00:00:00,4480,307,0.0685267857142857
2021-10-13 00:00:00,4408,308,0.0698729582577133
2021-10-12 00:00:00,4792,306,0.0638564273789649
2021-10-11 00:00:00,4791,313,0.0653308286370278
2021-10-10 00:00:00,1685,181,0.1074183976261128
2021-10-09 00:00:00,2145,214,0.0997668997668998
2021-10-08 00:00:00,4315,284,0.0658169177288528
2021-10-07 00:00:00,5127,329,0.0641700799687927
2021-10-06 00:00:00,5634,377,0.0669151579694711
2021-10-05 00:00:00,5987,391,0.0653081676966761
2021-10-04 00:00:00,5767,392,0.067972949540489
2021-10-03 00:00:00,2039,207,0.1015203531142717
2021-10-02 00:00:00,2112,214,0.1013257575757576
2021-10-01 00:00:00,4448,338,0.0759892086330935
2021-09-30 00:00:00,5508,337,0.0611837327523602
2021-09-29 00:00:00,5425,360,0.0663594470046083
2021-09-28 00:00:00,5371,361,0.0672128095326755
2021-09-27 00:00:00,5998,412,0.0686895631877293
2021-09-26 00:00:00,2113,235,0.1112162801703739
2021-09-25 00:00:00,2230,227,0.1017937219730942
2021-09-24 00:00:00,4774,297,0.0622119815668203
2021-09-23 00:00:00,5441,312,0.0573424002940636
2021-09-22 00:00:00,5539,340,0.0613829211048926
2021-09-21 00:00:00,5579,306,0.0548485391647249
2021-09-20 00:00:00,6095,397,0.065135356849877
2021-09-19 00:00:00,2008,201,0.1000996015936255
