date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,333,322,275,284,207,3
1/10/2021,454,458,385,392,640,6
1/11/2021,466,473,407,409,838,6
1/12/2021,472,479,412,420,1053,7
1/13/2021,491,512,434,445,1366,7
1/14/2021,496,520,447,456,1615,7
1/15/2021,501,527,457,466,2043,7
1/16/2021,516,533,465,478,2401,7
1/17/2021,519,534,468,479,2415,7
1/18/2021,522,539,475,488,2592,7
1/19/2021,539,551,487,503,2797,7
1/2/2021,334,325,278,287,210,3
1/20/2021,548,566,502,527,3175,7
1/21/2021,554,580,514,549,3554,7
1/22/2021,567,588,522,557,3721,7
1/23/2021,593,625,556,592,4079,7
1/24/2021,603,629,562,613,4151,7
1/25/2021,624,649,598,656,4340,7
1/26/2021,646,693,646,714,4555,8
1/27/2021,675,730,688,760,4938,8
1/28/2021,724,769,741,837,5551,9
1/29/2021,765,813,811,905,5919,9
1/3/2021,346,339,289,301,235,3
1/30/2021,767,818,813,910,5937,9
1/31/2021,772,821,817,917,5964,9
1/4/2021,352,348,294,303,256,3
1/5/2021,371,375,308,318,265,3
1/6/2021,392,394,326,342,282,4
1/7/2021,400,401,336,351,312,4
1/8/2021,430,434,365,374,343,5
1/9/2021,448,454,385,390,637,6
10/1/2021,12536,8514,8101,11039,22805,6059
10/10/2021,12684,8594,8190,11091,22858,6137
10/11/2021,12698,8606,8198,11096,22866,6147
10/12/2021,12718,8612,8203,11101,22869,6159
10/13/2021,12736,8630,8208,11104,22873,6171
10/14/2021,12771,8648,8227,11121,22884,6182
10/15/2021,12789,8663,8239,11136,22891,6188
10/16/2021,12821,8692,8253,11145,22895,6742
10/17/2021,12830,8694,8259,11146,22899,6749
10/18/2021,12849,8716,8272,11156,22908,6761
10/19/2021,12867,8724,8283,11168,22916,6768
10/2/2021,12544,8515,8105,11042,22806,6066
10/20/2021,12874,8736,8289,11173,22921,6773
10/21/2021,12885,8747,8297,11187,22929,6780
10/22/2021,12916,8778,8315,11199,22951,6799
10/23/2021,12927,8779,8316,11204,22960,6804
10/24/2021,12932,8780,8319,11209,22969,6805
10/25/2021,12946,8790,8330,11216,23000,6809
10/26/2021,12961,8811,8344,11224,23018,6815
10/27/2021,12976,8827,8357,11236,23044,6817
10/28/2021,12997,8841,8372,11247,23081,6828
10/29/2021,13018,8854,8389,11262,23113,6844
10/3/2021,12549,8516,8107,11042,22806,6067
10/30/2021,13023,8857,8394,11268,23120,6849
10/31/2021,13027,8859,8395,11269,23125,6849
10/4/2021,12570,8521,8123,11046,22814,6074
10/5/2021,12602,8535,8133,11054,22818,6084
10/6/2021,12623,8552,8153,11062,22828,6092
10/7/2021,12647,8564,8165,11073,22837,6109
10/8/2021,12662,8583,8180,11088,22854,6129
10/9/2021,12678,8590,8186,11090,22856,6137
11/1/2021,13046,8870,8404,11279,23152,6859
11/10/2021,13251,9007,8531,11395,23362,7246
11/11/2021,13274,9030,8549,11410,23390,7329
11/12/2021,13319,9070,8582,11442,23439,7536
11/13/2021,13356,9105,8609,11454,23455,7957
11/14/2021,13372,9112,8620,11464,23459,8006
11/15/2021,13387,9135,8634,11478,23481,8102
11/16/2021,13409,9154,8647,11495,23504,8232
11/17/2021,13431,9167,8666,11509,23525,8491
11/18/2021,13455,9179,8678,11528,23556,8567
11/19/2021,13477,9205,8706,11551,23582,8668
11/2/2021,13074,8885,8415,11290,23172,6870
11/3/2021,13088,8902,8425,11299,23187,6877
11/4/2021,13120,8918,8440,11316,23234,6923
11/5/2021,13170,8941,8472,11340,23269,7085
11/6/2021,13177,8947,8479,11349,23277,7119
11/7/2021,13188,8949,8481,11351,23284,7131
11/8/2021,13209,8967,8494,11369,23309,7157
11/9/2021,13228,8986,8514,11384,23339,7208
12/1/2020,,1,,1,1,
12/10/2020,,1,,1,1,
12/11/2020,,1,,1,1,
12/12/2020,,1,,1,1,
12/13/2020,,1,,1,1,
12/14/2020,,1,,1,1,
