date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2021-03-19 00:00:00,1,,,,,,,,,,,,,1.0,,
2021-03-18 00:00:00,133,,1.0,10.0,,22.0,24.0,4.0,2.0,66.0,,,,1.0,3.0,
2021-03-17 00:00:00,416,2.0,3.0,12.0,,41.0,80.0,1.0,9.0,258.0,1.0,,1.0,1.0,2.0,5.0
2021-03-16 00:00:00,606,3.0,11.0,11.0,6.0,51.0,69.0,6.0,28.0,389.0,1.0,1.0,4.0,3.0,13.0,10.0
2021-03-15 00:00:00,722,7.0,16.0,12.0,5.0,40.0,83.0,7.0,29.0,479.0,4.0,,3.0,5.0,21.0,11.0
2021-03-14 00:00:00,352,4.0,1.0,7.0,1.0,24.0,36.0,1.0,14.0,253.0,1.0,,,1.0,3.0,6.0
2021-03-13 00:00:00,412,,6.0,5.0,1.0,18.0,53.0,4.0,17.0,297.0,,,3.0,1.0,6.0,1.0
2021-03-12 00:00:00,610,12.0,5.0,4.0,5.0,40.0,84.0,9.0,23.0,390.0,5.0,,1.0,5.0,11.0,16.0
2021-03-11 00:00:00,643,1.0,6.0,3.0,9.0,64.0,82.0,9.0,25.0,409.0,1.0,,2.0,4.0,17.0,11.0
2021-03-10 00:00:00,727,2.0,7.0,9.0,4.0,57.0,103.0,19.0,29.0,459.0,3.0,,1.0,8.0,19.0,7.0
2021-03-09 00:00:00,777,9.0,6.0,21.0,5.0,65.0,88.0,17.0,38.0,496.0,1.0,,2.0,6.0,16.0,7.0
2021-03-08 00:00:00,886,9.0,11.0,15.0,1.0,84.0,99.0,12.0,30.0,571.0,1.0,,6.0,3.0,30.0,14.0
2021-03-07 00:00:00,455,4.0,5.0,9.0,3.0,45.0,53.0,8.0,19.0,301.0,,,1.0,4.0,1.0,2.0
2021-03-06 00:00:00,535,1.0,4.0,10.0,,40.0,54.0,2.0,23.0,387.0,,,,3.0,3.0,8.0
2021-03-05 00:00:00,799,4.0,15.0,16.0,3.0,54.0,90.0,14.0,26.0,534.0,2.0,1.0,,2.0,22.0,16.0
2021-03-04 00:00:00,785,8.0,16.0,14.0,4.0,71.0,105.0,15.0,27.0,486.0,4.0,,3.0,2.0,20.0,10.0
2021-03-03 00:00:00,908,9.0,21.0,16.0,11.0,51.0,103.0,15.0,26.0,589.0,2.0,,7.0,1.0,47.0,10.0
2021-03-02 00:00:00,988,3.0,34.0,20.0,7.0,92.0,115.0,9.0,34.0,615.0,2.0,,2.0,6.0,35.0,14.0
2021-03-01 00:00:00,1072,4.0,27.0,16.0,5.0,96.0,141.0,20.0,36.0,655.0,3.0,1.0,6.0,2.0,39.0,21.0
2021-02-28 00:00:00,539,8.0,9.0,15.0,1.0,61.0,61.0,4.0,17.0,350.0,,,1.0,2.0,2.0,8.0
2021-02-27 00:00:00,648,3.0,7.0,10.0,,58.0,75.0,6.0,14.0,423.0,2.0,,1.0,8.0,32.0,9.0
2021-02-26 00:00:00,930,8.0,16.0,23.0,3.0,72.0,105.0,24.0,40.0,572.0,4.0,1.0,3.0,7.0,31.0,21.0
2021-02-25 00:00:00,1009,10.0,12.0,15.0,,70.0,125.0,13.0,34.0,659.0,1.0,,2.0,3.0,48.0,17.0
2021-02-24 00:00:00,1110,6.0,10.0,30.0,6.0,87.0,134.0,31.0,30.0,704.0,5.0,,5.0,5.0,34.0,23.0
