date,Arizona,Arizona_cum,StatePODs,StatePODs_cum
2021-03-19 00:00:00,42265,2825593,16549.0,734666.0
2021-03-18 00:00:00,55291,2783328,16367.0,718117.0
2021-03-17 00:00:00,58792,2728037,16720.0,701750.0
2021-03-16 00:00:00,52609,2669245,14685.0,685030.0
2021-03-15 00:00:00,45430,2616636,13744.0,670345.0
2021-03-14 00:00:00,26232,2571206,16103.0,656601.0
2021-03-13 00:00:00,48560,2544974,17896.0,640498.0
2021-03-12 00:00:00,68897,2496414,16838.0,622602.0
2021-03-11 00:00:00,67807,2427517,17634.0,605764.0
2021-03-10 00:00:00,64891,2359710,16900.0,588130.0
2021-03-09 00:00:00,55258,2294819,16197.0,571230.0
2021-03-08 00:00:00,49407,2239561,16638.0,555033.0
2021-03-07 00:00:00,25625,2190154,16282.0,538395.0
2021-03-06 00:00:00,43896,2164529,16444.0,522113.0
2021-03-05 00:00:00,57002,2120633,16389.0,505669.0
2021-03-04 00:00:00,56552,2063631,15922.0,489280.0
2021-03-03 00:00:00,57235,2007079,15399.0,473358.0
2021-03-02 00:00:00,48800,1949844,14451.0,457959.0
2021-03-01 00:00:00,44558,1901044,12840.0,443508.0
2021-02-28 00:00:00,25384,1856486,15575.0,430668.0
2021-02-27 00:00:00,50657,1831102,15098.0,415093.0
2021-02-26 00:00:00,66044,1780445,13987.0,399995.0
2021-02-25 00:00:00,59678,1714401,13359.0,386008.0
2021-02-24 00:00:00,56020,1654723,13694.0,372649.0
2021-02-23 00:00:00,43588,1598703,12728.0,358955.0
2021-02-22 00:00:00,27461,1555115,11775.0,346227.0
2021-02-21 00:00:00,14733,1527654,10822.0,334452.0
2021-02-20 00:00:00,34296,1512921,11254.0,323630.0
2021-02-19 00:00:00,41753,1478625,10222.0,312376.0
2021-02-18 00:00:00,43715,1436872,9841.0,302154.0
2021-02-17 00:00:00,46141,1393157,10555.0,292313.0
2021-02-16 00:00:00,44016,1347016,11077.0,281758.0
2021-02-15 00:00:00,30900,1303000,11028.0,270681.0
2021-02-14 00:00:00,17214,1272100,10226.0,259653.0
2021-02-13 00:00:00,45414,1254886,10478.0,249427.0
2021-02-12 00:00:00,60555,1209472,11057.0,238949.0
2021-02-11 00:00:00,50359,1148917,10847.0,227892.0
2021-02-10 00:00:00,49845,1098558,11070.0,217045.0
2021-02-09 00:00:00,43523,1048713,11035.0,205975.0
2021-02-08 00:00:00,38261,1005190,13482.0,194940.0
2021-02-07 00:00:00,16198,966929,11442.0,181458.0
2021-02-06 00:00:00,37662,950731,10991.0,170016.0
2021-02-05 00:00:00,43310,913069,9140.0,159025.0
2021-02-04 00:00:00,45808,869759,9949.0,149885.0
2021-02-03 00:00:00,43206,823951,8975.0,139936.0
2021-02-02 00:00:00,37987,780745,8729.0,130961.0
2021-02-01 00:00:00,29044,742758,8253.0,122232.0
2021-01-31 00:00:00,11518,713714,4834.0,113979.0
2021-01-30 00:00:00,25949,702196,4759.0,109145.0
2021-01-29 00:00:00,39222,676247,4950.0,104386.0
2021-01-28 00:00:00,39121,637025,5409.0,99436.0
2021-01-27 00:00:00,39163,597904,5514.0,94027.0
2021-01-26 00:00:00,36322,558741,6135.0,88513.0
2021-01-25 00:00:00,28786,522419,5274.0,82378.0
2021-01-24 00:00:00,16022,493633,5752.0,77104.0
2021-01-23 00:00:00,28377,477611,5758.0,71352.0
2021-01-22 00:00:00,37234,449234,5562.0,65594.0
2021-01-21 00:00:00,34538,412000,6169.0,60032.0
2021-01-20 00:00:00,31115,377462,5694.0,53863.0
2021-01-19 00:00:00,26415,346347,6001.0,48169.0
2021-01-18 00:00:00,18791,319932,6008.0,42168.0
2021-01-17 00:00:00,9266,301141,5970.0,36160.0
2021-01-16 00:00:00,15678,291875,5663.0,30190.0
2021-01-15 00:00:00,24069,276197,5947.0,24527.0
2021-01-14 00:00:00,24332,252128,5885.0,18580.0
2021-01-13 00:00:00,24814,227796,6323.0,12695.0
2021-01-12 00:00:00,22833,202982,5637.0,6372.0
2021-01-11 00:00:00,15409,180149,733.0,735.0
2021-01-10 00:00:00,3159,164740,,
2021-01-09 00:00:00,7888,161581,,
2021-01-08 00:00:00,11591,153693,1.0,2.0
2021-01-07 00:00:00,12157,142102,,
2021-01-06 00:00:00,11661,129945,,
2021-01-05 00:00:00,8688,118284,1.0,1.0
2021-01-04 00:00:00,8415,109596,,
2021-01-03 00:00:00,3173,101181,,
2021-01-02 00:00:00,7513,98008,,
2021-01-01 00:00:00,480,90495,,
2020-12-31 00:00:00,7653,90015,,
2020-12-30 00:00:00,14612,82362,,
2020-12-29 00:00:00,12627,67750,,
2020-12-28 00:00:00,9001,55123,,
2020-12-27 00:00:00,2631,46122,,
2020-12-26 00:00:00,6499,43491,,
2020-12-25 00:00:00,136,36992,,
2020-12-24 00:00:00,3732,36856,,
2020-12-23 00:00:00,9542,33124,,
2020-12-22 00:00:00,7607,23582,,
2020-12-21 00:00:00,5385,15975,,
2020-12-20 00:00:00,1008,10590,,
2020-12-19 00:00:00,2547,9582,,
2020-12-18 00:00:00,3489,7035,,
2020-12-17 00:00:00,2901,3546,,
2020-12-16 00:00:00,553,645,,
2020-12-15 00:00:00,28,92,,
2020-12-14 00:00:00,4,64,,
2020-12-13 00:00:00,3,60,,
2020-12-12 00:00:00,3,57,,
2020-12-11 00:00:00,7,54,,
2020-12-10 00:00:00,1,47,,
2020-12-09 00:00:00,3,46,,
2020-12-08 00:00:00,3,43,,
2020-12-07 00:00:00,4,40,,
2020-12-05 00:00:00,1,36,,
2020-12-04 00:00:00,2,35,,
2020-12-03 00:00:00,5,33,,
2020-12-02 00:00:00,7,28,,
2020-12-01 00:00:00,21,21,,
