Category,value
tests,700248
YUMA,12430
YAVAPAI,20551
SANTA CRUZ,2124
PINAL,42742
PIMA,64424
NAVAJO,5637
MOHAVE,15298
MARICOPA,499606
LA PAZ,1859
GREENLEE,298
GRAHAM,1555
GILA,6679
COCONINO,9096
COCHISE,6465
APACHE,1540
Unknown,633
65 years and older,170948
55 - 64 years,139024
45 - 54 years,126210
20 - 44 years,232644
Less than 20 years,30789
positive,0.1998663330705693
