date,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL
2021-07-23 00:00:00,2,0,0,,,
2021-07-22 00:00:00,868,40,0.0460829493087558,31.0,13.0,0.4193548387096775
2021-07-21 00:00:00,1057,114,0.1078524124881741,38.0,22.0,0.5789473684210528
2021-07-20 00:00:00,1203,163,0.1354945968412303,36.0,24.0,0.6666666666666666
2021-07-19 00:00:00,1297,149,0.1148804934464148,46.0,15.0,0.3260869565217392
2021-07-18 00:00:00,624,85,0.1362179487179487,12.0,2.0,0.1666666666666667
2021-07-17 00:00:00,707,85,0.1202263083451202,12.0,3.0,0.25
2021-07-16 00:00:00,948,106,0.1118143459915612,33.0,8.0,0.2424242424242425
2021-07-15 00:00:00,977,94,0.0962128966223132,42.0,20.0,0.4761904761904762
2021-07-14 00:00:00,1080,92,0.0851851851851852,36.0,20.0,0.5555555555555556
2021-07-13 00:00:00,1333,106,0.0795198799699925,30.0,16.0,0.5333333333333334
2021-07-12 00:00:00,1553,124,0.0798454603992273,35.0,19.0,0.5428571428571428
2021-07-11 00:00:00,440,64,0.1454545454545455,1.0,1.0,1
2021-07-10 00:00:00,472,58,0.1228813559322034,9.0,8.0,0.8888888888888888
2021-07-09 00:00:00,960,91,0.0947916666666667,35.0,14.0,0.4
2021-07-08 00:00:00,1410,77,0.0546099290780142,49.0,20.0,0.4081632653061225
2021-07-07 00:00:00,1191,108,0.0906801007556675,31.0,19.0,0.6129032258064516
2021-07-06 00:00:00,1179,84,0.0712468193384224,32.0,18.0,0.5625
2021-07-05 00:00:00,659,73,0.1107738998482549,48.0,20.0,0.4166666666666667
2021-07-04 00:00:00,243,11,0.0452674897119342,4.0,2.0,0.5
2021-07-03 00:00:00,475,32,0.0673684210526316,55.0,27.0,0.490909090909091
2021-07-02 00:00:00,882,77,0.0873015873015873,43.0,18.0,0.4186046511627907
2021-07-01 00:00:00,680,38,0.0558823529411765,122.0,64.0,0.5245901639344264
2021-06-30 00:00:00,904,59,0.0652654867256637,125.0,71.0,0.568
2021-06-29 00:00:00,873,52,0.0595647193585338,98.0,57.0,0.5816326530612246
2021-06-28 00:00:00,1151,70,0.0608166811468289,90.0,51.0,0.5666666666666668
2021-06-27 00:00:00,381,44,0.115485564304462,21.0,12.0,0.5714285714285714
2021-06-26 00:00:00,488,50,0.1024590163934426,25.0,10.0,0.4
2021-06-25 00:00:00,1295,54,0.0416988416988417,92.0,50.0,0.5434782608695652
2021-06-24 00:00:00,1559,42,0.026940346375882,93.0,53.0,0.5698924731182796
2021-06-23 00:00:00,1087,46,0.0423183072677093,81.0,42.0,0.5185185185185186
2021-06-22 00:00:00,1297,35,0.0269853508095605,52.0,32.0,0.6153846153846154
2021-06-21 00:00:00,1204,63,0.0523255813953488,168.0,90.0,0.5357142857142858
2021-06-20 00:00:00,429,27,0.0629370629370629,6.0,2.0,0.3333333333333333
2021-06-19 00:00:00,491,37,0.0753564154786151,25.0,14.0,0.5600000000000002
