date,Arizona_cume,Arizona
2020-12-01 00:00:00,97,
2020-12-02 00:00:00,111,14
2020-12-03 00:00:00,122,11
2020-12-04 00:00:00,127,5
2020-12-05 00:00:00,129,2
2020-12-06 00:00:00,131,2
2020-12-07 00:00:00,139,8
2020-12-08 00:00:00,145,6
2020-12-09 00:00:00,153,8
2020-12-10 00:00:00,166,13
2020-12-11 00:00:00,178,12
2020-12-12 00:00:00,185,7
2020-12-13 00:00:00,190,5
2020-12-14 00:00:00,204,14
2020-12-15 00:00:00,252,48
2020-12-16 00:00:00,842,590
2020-12-17 00:00:00,4002,3160
2020-12-18 00:00:00,7654,3652
2020-12-19 00:00:00,10213,2559
2020-12-20 00:00:00,11242,1029
2020-12-21 00:00:00,16762,5520
2020-12-22 00:00:00,24558,7796
2020-12-23 00:00:00,34280,9722
2020-12-24 00:00:00,38130,3850
2020-12-25 00:00:00,38269,139
2020-12-26 00:00:00,44797,6528
2020-12-27 00:00:00,47452,2655
2020-12-28 00:00:00,56865,9413
2020-12-29 00:00:00,69768,12903
2020-12-30 00:00:00,84646,14878
2020-12-31 00:00:00,92465,7819
2021-01-01 00:00:00,93753,1288
2021-01-02 00:00:00,101353,7600
2021-01-03 00:00:00,104570,3217
2021-01-04 00:00:00,113297,8727
2021-01-05 00:00:00,122290,8993
2021-01-06 00:00:00,134250,11960
2021-01-07 00:00:00,146889,12639
2021-01-08 00:00:00,158927,12038
2021-01-09 00:00:00,166884,7957
2021-01-10 00:00:00,170130,3246
2021-01-11 00:00:00,185928,15798
2021-01-12 00:00:00,209162,23234
2021-01-13 00:00:00,234490,25328
2021-01-14 00:00:00,259251,24761
2021-01-15 00:00:00,284330,25079
2021-01-16 00:00:00,300121,15791
2021-01-17 00:00:00,309472,9351
2021-01-18 00:00:00,328546,19074
2021-01-19 00:00:00,355653,27107
2021-01-20 00:00:00,387763,32110
2021-01-21 00:00:00,422928,35165
2021-01-22 00:00:00,460992,38064
2021-01-23 00:00:00,489770,28778
2021-01-24 00:00:00,506012,16242
2021-01-25 00:00:00,535585,29573
2021-01-26 00:00:00,572414,36829
2021-01-27 00:00:00,612359,39945
2021-01-28 00:00:00,652385,40026
2021-01-29 00:00:00,692385,40000
2021-01-30 00:00:00,718739,26354
2021-01-31 00:00:00,730367,11628
2021-02-01 00:00:00,761738,31371
2021-02-02 00:00:00,800712,38974
2021-02-03 00:00:00,844730,44018
2021-02-04 00:00:00,891635,46905
2021-02-05 00:00:00,935705,44070
2021-02-06 00:00:00,974151,38446
2021-02-07 00:00:00,990556,16405
2021-02-08 00:00:00,1029573,39017
2021-02-09 00:00:00,1074048,44475
2021-02-10 00:00:00,1125007,50959
2021-02-11 00:00:00,1176792,51785
2021-02-12 00:00:00,1238849,62057
2021-02-13 00:00:00,1284618,45769
2021-02-14 00:00:00,1302053,17435
2021-02-15 00:00:00,1333681,31628
2021-02-16 00:00:00,1378511,44830
2021-02-17 00:00:00,1425903,47392
2021-02-18 00:00:00,1471229,45326
2021-02-19 00:00:00,1514266,43037
2021-02-20 00:00:00,1549735,35469
2021-02-21 00:00:00,1564798,15063
2021-02-22 00:00:00,1593318,28520
2021-02-23 00:00:00,1637780,44462
2021-02-24 00:00:00,1695085,57305
2021-02-25 00:00:00,1755797,60712
2021-02-26 00:00:00,1823066,67269
2021-02-27 00:00:00,1874941,51875
2021-02-28 00:00:00,1900777,25836
2021-03-01 00:00:00,1948160,47383
2021-03-02 00:00:00,1999435,51275
2021-03-03 00:00:00,2058536,59101
2021-03-04 00:00:00,2117488,58952
2021-03-05 00:00:00,2177135,59647
2021-03-06 00:00:00,2222509,45374
2021-03-07 00:00:00,2248717,26208
2021-03-08 00:00:00,2300385,51668
2021-03-09 00:00:00,2357769,57384
2021-03-10 00:00:00,2425911,68142
2021-03-11 00:00:00,2497675,71764
2021-03-12 00:00:00,2571657,73982
2021-03-13 00:00:00,2624106,52449
2021-03-14 00:00:00,2653067,28961
2021-03-15 00:00:00,2701408,48341
2021-03-16 00:00:00,2757145,55737
2021-03-17 00:00:00,2820711,63566
2021-03-18 00:00:00,2885630,64919
2021-03-19 00:00:00,2946660,61030
2021-03-20 00:00:00,2994174,47514
2021-03-21 00:00:00,3025970,31796
2021-03-22 00:00:00,3070298,44328
2021-03-23 00:00:00,3119980,49682
2021-03-24 00:00:00,3184432,64452
2021-03-25 00:00:00,3257137,72705
2021-03-26 00:00:00,3328671,71534
2021-03-27 00:00:00,3382731,54060
2021-03-28 00:00:00,3421479,38748
2021-03-29 00:00:00,3483976,62497
2021-03-30 00:00:00,3552498,68522
2021-03-31 00:00:00,3631055,78557
2021-04-01 00:00:00,3708658,77603
2021-04-02 00:00:00,3778769,70111
2021-04-03 00:00:00,3828921,50152
2021-04-04 00:00:00,3850089,21168
2021-04-05 00:00:00,3909280,59191
2021-04-06 00:00:00,3976125,66845
2021-04-07 00:00:00,4052362,76237
2021-04-08 00:00:00,4130025,77663
2021-04-09 00:00:00,4201295,71270
