date,cases
2021-03-10 00:00:00,7
2021-03-09 00:00:00,93
2021-03-08 00:00:00,506
2021-03-07 00:00:00,419
2021-03-06 00:00:00,544
2021-03-05 00:00:00,814
2021-03-04 00:00:00,796
2021-03-03 00:00:00,919
2021-03-02 00:00:00,978
2021-03-01 00:00:00,1071
2021-02-28 00:00:00,544
2021-02-27 00:00:00,649
2021-02-26 00:00:00,939
2021-02-25 00:00:00,1011
2021-02-24 00:00:00,1118
2021-02-23 00:00:00,1157
2021-02-22 00:00:00,1450
2021-02-21 00:00:00,752
2021-02-20 00:00:00,902
2021-02-19 00:00:00,1330
2021-02-18 00:00:00,1614
2021-02-17 00:00:00,1690
2021-02-16 00:00:00,1811
2021-02-15 00:00:00,1704
2021-02-14 00:00:00,759
2021-02-13 00:00:00,1005
2021-02-12 00:00:00,1504
2021-02-11 00:00:00,1687
2021-02-10 00:00:00,2010
2021-02-09 00:00:00,1994
2021-02-08 00:00:00,2507
2021-02-07 00:00:00,1133
2021-02-06 00:00:00,1578
2021-02-05 00:00:00,2252
2021-02-04 00:00:00,2554
2021-02-03 00:00:00,2979
2021-02-02 00:00:00,3331
2021-02-01 00:00:00,3876
2021-01-31 00:00:00,1927
2021-01-30 00:00:00,2560
2021-01-29 00:00:00,3543
2021-01-28 00:00:00,4294
2021-01-27 00:00:00,4979
2021-01-26 00:00:00,5001
2021-01-25 00:00:00,5458
2021-01-24 00:00:00,3005
2021-01-23 00:00:00,4002
2021-01-22 00:00:00,5755
2021-01-21 00:00:00,6373
2021-01-20 00:00:00,6830
2021-01-19 00:00:00,7643
2021-01-18 00:00:00,6252
2021-01-17 00:00:00,4127
2021-01-16 00:00:00,4552
2021-01-15 00:00:00,7023
2021-01-14 00:00:00,7358
2021-01-13 00:00:00,8104
2021-01-12 00:00:00,8514
2021-01-11 00:00:00,9858
2021-01-10 00:00:00,5242
2021-01-09 00:00:00,6431
2021-01-08 00:00:00,8843
2021-01-07 00:00:00,9928
2021-01-06 00:00:00,10858
2021-01-05 00:00:00,11726
2021-01-04 00:00:00,12389
2021-01-03 00:00:00,6630
2021-01-02 00:00:00,6915
2021-01-01 00:00:00,4189
2020-12-31 00:00:00,8903
2020-12-30 00:00:00,11154
2020-12-29 00:00:00,11279
2020-12-28 00:00:00,11727
2020-12-27 00:00:00,6534
2020-12-26 00:00:00,4965
2020-12-25 00:00:00,1332
2020-12-24 00:00:00,5234
2020-12-23 00:00:00,8127
2020-12-22 00:00:00,8759
2020-12-21 00:00:00,9281
2020-12-20 00:00:00,4173
2020-12-19 00:00:00,5486
2020-12-18 00:00:00,7666
2020-12-17 00:00:00,8183
2020-12-16 00:00:00,7845
2020-12-15 00:00:00,6966
2020-12-14 00:00:00,9083
2020-12-13 00:00:00,3970
2020-12-12 00:00:00,5064
2020-12-11 00:00:00,7383
2020-12-10 00:00:00,7310
2020-12-09 00:00:00,7765
2020-12-08 00:00:00,8233
2020-12-07 00:00:00,8094
2020-12-06 00:00:00,2983
2020-12-05 00:00:00,4212
2020-12-04 00:00:00,5857
2020-12-03 00:00:00,7616
2020-12-02 00:00:00,7807
2020-12-01 00:00:00,7622
2020-11-30 00:00:00,8058
2020-11-29 00:00:00,3878
2020-11-28 00:00:00,3755
2020-11-27 00:00:00,4043
2020-11-26 00:00:00,1660
2020-11-25 00:00:00,5227
2020-11-24 00:00:00,5827
2020-11-23 00:00:00,6084
2020-11-22 00:00:00,2596
2020-11-21 00:00:00,3276
2020-11-20 00:00:00,4554
2020-11-19 00:00:00,4896
2020-11-18 00:00:00,4890
2020-11-17 00:00:00,4610
2020-11-16 00:00:00,4440
2020-11-15 00:00:00,1883
2020-11-14 00:00:00,2342
2020-11-13 00:00:00,3186
2020-11-12 00:00:00,3480
2020-11-11 00:00:00,2626
2020-11-10 00:00:00,3164
2020-11-09 00:00:00,3091
2020-11-08 00:00:00,1521
2020-11-07 00:00:00,1815
2020-11-06 00:00:00,2596
2020-11-05 00:00:00,2746
2020-11-04 00:00:00,2657
2020-11-03 00:00:00,2353
2020-11-02 00:00:00,2462
2020-11-01 00:00:00,1075
2020-10-31 00:00:00,1167
2020-10-30 00:00:00,1591
2020-10-29 00:00:00,1625
2020-10-28 00:00:00,1683
2020-10-27 00:00:00,1511
2020-10-26 00:00:00,1638
2020-10-25 00:00:00,658
2020-10-24 00:00:00,1065
2020-10-23 00:00:00,1263
2020-10-22 00:00:00,1310
2020-10-21 00:00:00,1365
2020-10-20 00:00:00,1263
2020-10-19 00:00:00,1372
2020-10-18 00:00:00,660
2020-10-17 00:00:00,736
2020-10-16 00:00:00,1032
2020-10-15 00:00:00,917
2020-10-14 00:00:00,1006
2020-10-13 00:00:00,1020
2020-10-12 00:00:00,988
2020-10-11 00:00:00,495
2020-10-10 00:00:00,548
2020-10-09 00:00:00,807
2020-10-08 00:00:00,784
2020-10-07 00:00:00,808
2020-10-06 00:00:00,835
2020-10-05 00:00:00,811
2020-10-04 00:00:00,374
2020-10-03 00:00:00,444
2020-10-02 00:00:00,682
2020-10-01 00:00:00,614
2020-09-30 00:00:00,669
2020-09-29 00:00:00,647
2020-09-28 00:00:00,664
2020-09-27 00:00:00,274
2020-09-26 00:00:00,395
2020-09-25 00:00:00,568
2020-09-24 00:00:00,560
2020-09-23 00:00:00,650
2020-09-22 00:00:00,650
2020-09-21 00:00:00,688
2020-09-20 00:00:00,306
2020-09-19 00:00:00,342
2020-09-18 00:00:00,546
2020-09-17 00:00:00,667
2020-09-16 00:00:00,748
2020-09-15 00:00:00,781
2020-09-14 00:00:00,876
2020-09-13 00:00:00,237
2020-09-12 00:00:00,356
2020-09-11 00:00:00,536
2020-09-10 00:00:00,639
2020-09-09 00:00:00,606
2020-09-08 00:00:00,717
2020-09-07 00:00:00,148
2020-09-06 00:00:00,194
2020-09-05 00:00:00,205
2020-09-04 00:00:00,425
2020-09-03 00:00:00,518
2020-09-02 00:00:00,589
2020-09-01 00:00:00,695
2020-08-31 00:00:00,738
2020-08-30 00:00:00,238
2020-08-29 00:00:00,276
2020-08-28 00:00:00,560
2020-08-27 00:00:00,590
2020-08-26 00:00:00,758
2020-08-25 00:00:00,567
2020-08-24 00:00:00,779
2020-08-23 00:00:00,262
2020-08-22 00:00:00,338
2020-08-21 00:00:00,513
