date,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA
2021-03-10 00:00:00,15,1,0.0666666666666667,,,
2021-03-09 00:00:00,1683,53,0.0314913844325609,1.0,0.0,0
2021-03-08 00:00:00,5260,126,0.0239543726235741,53.0,27.0,0.509433962264151
2021-03-07 00:00:00,1612,63,0.0390818858560794,2.0,2.0,1
2021-03-06 00:00:00,1771,82,0.0463015245623941,10.0,7.0,0.7
2021-03-05 00:00:00,5517,126,0.0228384991843393,91.0,38.0,0.4175824175824176
2021-03-04 00:00:00,6273,157,0.0250278973377969,77.0,33.0,0.4285714285714286
2021-03-03 00:00:00,6079,160,0.026320118440533,85.0,38.0,0.4470588235294118
2021-03-02 00:00:00,6799,162,0.0238270333872628,89.0,41.0,0.4606741573033708
2021-03-01 00:00:00,8569,181,0.0211226514179017,73.0,28.0,0.3835616438356164
2021-02-28 00:00:00,1771,81,0.0457368718238283,3.0,1.0,0.3333333333333333
2021-02-27 00:00:00,1760,106,0.0602272727272727,8.0,3.0,0.375
2021-02-26 00:00:00,5972,169,0.0282987273945077,80.0,28.0,0.35
2021-02-25 00:00:00,6434,173,0.0268884053465962,61.0,34.0,0.5573770491803278
2021-02-24 00:00:00,6618,175,0.0264430341492898,93.0,27.0,0.2903225806451613
2021-02-23 00:00:00,6732,167,0.0248068924539513,108.0,46.0,0.425925925925926
2021-02-22 00:00:00,8907,225,0.0252610306500505,77.0,22.0,0.2857142857142857
2021-02-21 00:00:00,2185,127,0.0581235697940504,10.0,7.0,0.7
2021-02-20 00:00:00,2213,181,0.0817894261183913,7.0,2.0,0.2857142857142857
2021-02-19 00:00:00,7044,241,0.034213515048268,107.0,33.0,0.308411214953271
2021-02-18 00:00:00,7386,244,0.03303547251557,90.0,36.0,0.4
2021-02-17 00:00:00,6675,302,0.0452434456928839,74.0,27.0,0.3648648648648649
2021-02-16 00:00:00,8270,280,0.033857315598549,90.0,37.0,0.4111111111111111
2021-02-15 00:00:00,8025,280,0.0348909657320872,103.0,36.0,0.3495145631067962
2021-02-14 00:00:00,2010,149,0.0741293532338309,13.0,5.0,0.3846153846153847
2021-02-13 00:00:00,2439,255,0.1045510455104551,19.0,6.0,0.3157894736842105
2021-02-12 00:00:00,7529,373,0.0495417718156462,127.0,49.0,0.3858267716535433
2021-02-11 00:00:00,8296,334,0.0402603664416586,115.0,51.0,0.4434782608695652
2021-02-10 00:00:00,8578,458,0.0533923991606435,117.0,54.0,0.4615384615384616
2021-02-09 00:00:00,8971,407,0.0453684093189165,121.0,47.0,0.3884297520661157
2021-02-08 00:00:00,9001,457,0.0507721364292856,151.0,61.0,0.4039735099337749
2021-02-07 00:00:00,2315,237,0.1023758099352052,10.0,3.0,0.3
2021-02-06 00:00:00,2893,292,0.1009332872450743,27.0,7.0,0.2592592592592593
2021-02-05 00:00:00,8325,538,0.0646246246246246,167.0,58.0,0.3473053892215569
2021-02-04 00:00:00,7740,525,0.0678294573643411,135.0,58.0,0.4296296296296297
2021-02-03 00:00:00,6808,422,0.0619858989424207,154.0,65.0,0.4220779220779221
2021-02-02 00:00:00,9165,633,0.0690671031096563,157.0,68.0,0.4331210191082803
2021-02-01 00:00:00,10585,731,0.0690599905526689,154.0,63.0,0.4090909090909091
2021-01-31 00:00:00,2944,336,0.1141304347826087,8.0,2.0,0.25
2021-01-30 00:00:00,3454,503,0.1456282570932253,15.0,4.0,0.2666666666666667
2021-01-29 00:00:00,8838,732,0.0828241683638832,122.0,68.0,0.5573770491803278
2021-01-28 00:00:00,8457,725,0.0857277994560719,105.0,41.0,0.3904761904761905
2021-01-27 00:00:00,8811,849,0.0963568266939053,121.0,49.0,0.4049586776859504
2021-01-26 00:00:00,9199,777,0.0844657027937819,141.0,71.0,0.5035460992907802
2021-01-25 00:00:00,11483,959,0.083514760950971,107.0,45.0,0.4205607476635514
2021-01-24 00:00:00,3417,459,0.1343283582089552,8.0,4.0,0.5
2021-01-23 00:00:00,3790,638,0.1683377308707124,14.0,6.0,0.4285714285714286
2021-01-22 00:00:00,10183,1196,0.1174506530491997,97.0,37.0,0.3814432989690722
2021-01-21 00:00:00,10634,1031,0.0969531690803085,118.0,36.0,0.3050847457627119
2021-01-20 00:00:00,9260,1160,0.1252699784017279,100.0,24.0,0.24
2021-01-19 00:00:00,10336,1275,0.1233552631578947,117.0,38.0,0.3247863247863248
2021-01-18 00:00:00,8215,775,0.0943396226415094,109.0,36.0,0.3302752293577982
2021-01-17 00:00:00,4801,738,0.1537179754217872,31.0,8.0,0.2580645161290323
2021-01-16 00:00:00,5112,975,0.1907276995305164,14.0,6.0,0.4285714285714286
2021-01-15 00:00:00,9605,1256,0.1307652264445601,120.0,42.0,0.35
2021-01-14 00:00:00,9036,1120,0.1239486498450642,115.0,23.0,0.2
2021-01-13 00:00:00,9141,1347,0.1473580571053495,155.0,26.0,0.167741935483871
2021-01-12 00:00:00,11236,1398,0.1244215023139908,218.0,31.0,0.1422018348623853
2021-01-11 00:00:00,12345,1512,0.1224787363304982,206.0,45.0,0.2184466019417476
2021-01-10 00:00:00,5687,940,0.1652892561983471,11.0,3.0,0.2727272727272727
2021-01-09 00:00:00,5991,1044,0.1742613920881322,10.0,6.0,0.6
2021-01-08 00:00:00,10696,1444,0.1350037397157816,230.0,37.0,0.1608695652173913
2021-01-07 00:00:00,9697,1455,0.1500464061049809,245.0,40.0,0.163265306122449
2021-01-06 00:00:00,10699,1626,0.151976820263576,230.0,32.0,0.1391304347826087
2021-01-05 00:00:00,11319,1838,0.1623818358512236,226.0,29.0,0.1283185840707965
2021-01-04 00:00:00,12458,1985,0.1593353668325574,253.0,33.0,0.1304347826086957
2021-01-03 00:00:00,4954,1045,0.210940654016956,4.0,0.0,0
2021-01-02 00:00:00,5241,1193,0.2276283152070216,8.0,1.0,0.125
2021-01-01 00:00:00,1719,308,0.179173938336242,3.0,1.0,0.3333333333333333
2020-12-31 00:00:00,8413,1456,0.1730654938785213,70.0,21.0,0.3
2020-12-30 00:00:00,9779,1677,0.1714899273954392,110.0,40.0,0.3636363636363637
2020-12-29 00:00:00,9557,1648,0.17243904991106,80.0,26.0,0.325
2020-12-28 00:00:00,11432,1918,0.1677746675997201,108.0,30.0,0.2777777777777778
2020-12-27 00:00:00,4678,975,0.2084224027362121,6.0,2.0,0.3333333333333333
2020-12-26 00:00:00,4591,1099,0.2393813983881508,5.0,2.0,0.4
2020-12-25 00:00:00,843,176,0.2087781731909846,3.0,0.0,0
2020-12-24 00:00:00,5011,673,0.1343045300339254,39.0,8.0,0.2051282051282051
2020-12-23 00:00:00,8977,1199,0.133563551297761,126.0,28.0,0.2222222222222222
2020-12-22 00:00:00,10533,1521,0.1444033039020222,155.0,28.0,0.1806451612903226
2020-12-21 00:00:00,12610,1664,0.131958762886598,221.0,38.0,0.1719457013574661
2020-12-20 00:00:00,4254,668,0.1570286788904561,7.0,1.0,0.1428571428571429
2020-12-19 00:00:00,6023,1292,0.2145110410094637,16.0,6.0,0.375
2020-12-18 00:00:00,10744,1598,0.1487341772151899,155.0,24.0,0.1548387096774194
2020-12-17 00:00:00,10464,1543,0.1474579510703364,170.0,22.0,0.1294117647058824
