date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-09-11 00:00:00,102,3,0.0294117647058824,,,
2021-09-10 00:00:00,6074,727,0.1196904840302931,79,32,0.4050632911392405
2021-09-09 00:00:00,12904,1478,0.1145381277123373,813,426,0.5239852398523986
2021-09-08 00:00:00,16515,1982,0.1200121102028459,821,427,0.5200974421437272
2021-09-07 00:00:00,17367,2137,0.1230494616226176,866,481,0.5554272517321016
2021-09-06 00:00:00,7537,1051,0.1394454026801115,274,135,0.4927007299270074
2021-09-05 00:00:00,8314,1089,0.1309838826076498,159,85,0.5345911949685536
2021-09-04 00:00:00,9083,1245,0.1370692502477155,244,130,0.5327868852459018
2021-09-03 00:00:00,13521,1656,0.1224761482138895,871,434,0.4982778415614236
2021-09-02 00:00:00,15360,1651,0.1074869791666667,919,486,0.528835690968444
2021-09-01 00:00:00,15871,1847,0.116375779724025,948,519,0.5474683544303798
2021-08-31 00:00:00,17861,1881,0.1053132523374951,1020,512,0.5019607843137256
2021-08-30 00:00:00,18778,2125,0.1131643412503994,975,511,0.5241025641025642
2021-08-29 00:00:00,8924,1130,0.12662483191394,211,107,0.5071090047393366
2021-08-28 00:00:00,10782,1305,0.1210350584307179,367,190,0.5177111716621254
2021-08-27 00:00:00,17799,1750,0.0983201303444014,909,477,0.5247524752475248
2021-08-26 00:00:00,18173,1878,0.1033401199581797,1046,592,0.5659655831739961
2021-08-25 00:00:00,19214,2064,0.1074216716977204,1143,640,0.5599300087489064
2021-08-24 00:00:00,19771,1901,0.0961509281270548,1165,626,0.5373390557939914
2021-08-23 00:00:00,20853,2157,0.1034383541936412,1102,577,0.5235934664246824
2021-08-22 00:00:00,9864,1121,0.1136455798864558,248,132,0.532258064516129
2021-08-21 00:00:00,11350,1272,0.1120704845814978,396,191,0.4823232323232324
2021-08-20 00:00:00,18876,1926,0.1020343293070566,1030,567,0.5504854368932038
2021-08-19 00:00:00,19866,2011,0.1012282291352059,999,552,0.5525525525525526
2021-08-18 00:00:00,20449,2060,0.1007384224167441,1001,520,0.5194805194805194
2021-08-17 00:00:00,21238,2098,0.098785196346172,1058,558,0.5274102079395085
2021-08-16 00:00:00,22366,2264,0.1012250737726907,979,525,0.5362614913176712
2021-08-15 00:00:00,10179,1252,0.1229983298948816,221,106,0.4796380090497738
2021-08-14 00:00:00,10791,1303,0.1207487721249189,339,181,0.5339233038348082
2021-08-13 00:00:00,16620,1869,0.1124548736462094,893,474,0.530795072788354
2021-08-12 00:00:00,17020,1835,0.1078143360752057,910,463,0.5087912087912088
2021-08-11 00:00:00,17083,1994,0.1167242287654393,994,526,0.529175050301811
2021-08-10 00:00:00,17250,1924,0.111536231884058,954,479,0.5020964360587002
2021-08-09 00:00:00,17466,2120,0.1213786785755182,877,473,0.539338654503991
2021-08-08 00:00:00,7645,1059,0.1385219097449313,194,107,0.5515463917525774
2021-08-07 00:00:00,8633,1190,0.1378431599675663,313,155,0.4952076677316294
2021-08-06 00:00:00,12521,1629,0.1301014295982749,829,375,0.4523522316043426
2021-08-05 00:00:00,12880,1708,0.1326086956521739,748,340,0.4545454545454546
2021-08-04 00:00:00,12215,1683,0.137781416291445,789,354,0.4486692015209126
2021-08-03 00:00:00,12747,1690,0.1325802149525379,778,319,0.4100257069408741
2021-08-02 00:00:00,12479,1856,0.1487298661751743,701,357,0.5092724679029959
2021-08-01 00:00:00,6411,1015,0.1583216346903759,171,71,0.4152046783625731
2021-07-31 00:00:00,6555,934,0.1424866514111365,248,132,0.532258064516129
2021-07-30 00:00:00,9878,1391,0.1408179793480462,650,289,0.4446153846153847
2021-07-29 00:00:00,9895,1376,0.1390601313794846,642,301,0.4688473520249222
2021-07-28 00:00:00,9434,1373,0.1455374178503286,574,270,0.4703832752613242
2021-07-27 00:00:00,8841,1242,0.1404818459450289,548,253,0.4616788321167884
2021-07-26 00:00:00,8587,1165,0.1356701991382322,572,259,0.4527972027972028
2021-07-25 00:00:00,4362,705,0.1616231086657497,120,58,0.4833333333333334
2021-07-24 00:00:00,4886,723,0.1479738027015964,138,64,0.463768115942029
2021-07-23 00:00:00,7219,934,0.129380800664912,434,203,0.467741935483871
2021-07-22 00:00:00,7425,972,0.1309090909090909,562,285,0.50711743772242
2021-07-21 00:00:00,7592,961,0.1265806111696523,519,248,0.4778420038535646
2021-07-20 00:00:00,7354,922,0.1253739461517542,478,213,0.4456066945606695
2021-07-19 00:00:00,7726,940,0.121667098110277,377,182,0.4827586206896552
2021-07-18 00:00:00,3994,593,0.1484727090635954,68,31,0.4558823529411766
2021-07-17 00:00:00,4284,564,0.1316526610644258,119,66,0.5546218487394958
2021-07-16 00:00:00,6267,733,0.1169618637306526,376,171,0.4547872340425532
2021-07-15 00:00:00,6286,704,0.1119949093223035,458,230,0.5021834061135372
2021-07-14 00:00:00,6185,696,0.1125303152789006,442,194,0.4389140271493213
2021-07-13 00:00:00,6537,723,0.1106011932078935,526,232,0.44106463878327
2021-07-12 00:00:00,6718,723,0.1076213158678178,397,187,0.4710327455919396
2021-07-11 00:00:00,3297,431,0.1307249014255384,134,72,0.537313432835821
2021-07-10 00:00:00,3741,399,0.1066559743384122,102,48,0.4705882352941176
2021-07-09 00:00:00,5811,504,0.0867320598864223,441,234,0.5306122448979592
2021-07-08 00:00:00,5801,524,0.0903292535769695,442,199,0.4502262443438914
2021-07-07 00:00:00,6233,563,0.0903256858655543,403,221,0.5483870967741936
2021-07-06 00:00:00,6542,560,0.0856007337205748,367,156,0.4250681198910082
