date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,8,20,14,16,
1/10/2021,29,19,41,39,30,
1/11/2021,29,19,41,40,33,
1/12/2021,29,19,42,40,39,
1/13/2021,57,47,79,83,63,
1/14/2021,58,47,79,84,68,1
1/15/2021,60,47,79,84,71,1
1/16/2021,60,48,79,85,72,1
1/17/2021,60,48,79,86,73,1
1/18/2021,61,49,80,88,80,1
1/19/2021,61,49,80,88,85,1
1/2/2021,11,8,20,14,16,
1/20/2021,68,53,88,110,100,1
1/21/2021,68,53,89,112,104,1
1/22/2021,68,56,89,112,104,1
1/23/2021,69,57,89,112,107,1
1/24/2021,69,57,89,113,107,1
1/25/2021,70,59,90,115,131,1
1/26/2021,72,59,90,117,152,1
1/27/2021,73,59,93,119,513,1
1/28/2021,76,62,96,125,898,1
1/29/2021,77,62,97,126,918,1
1/3/2021,11,8,20,14,16,
1/30/2021,78,63,97,126,923,1
1/31/2021,78,63,97,127,931,1
1/4/2021,11,8,20,15,16,
1/5/2021,11,8,20,15,18,
1/6/2021,17,12,28,28,18,
1/7/2021,29,19,41,39,30,
1/8/2021,29,19,41,39,30,
1/9/2021,29,19,41,39,30,
12/21/2020,1,1,2,,6,
12/22/2020,5,4,7,3,10,
12/23/2020,7,6,10,6,13,
12/24/2020,7,6,10,6,13,
12/25/2020,7,6,10,6,13,
12/26/2020,7,6,10,6,13,
12/27/2020,7,6,10,6,13,
12/28/2020,7,7,11,7,13,
12/29/2020,8,7,12,7,13,
12/30/2020,11,8,18,11,16,
12/31/2020,11,8,20,14,16,
2/1/2021,78,65,98,128,949,1
2/10/2021,91,81,113,181,1861,2
2/11/2021,93,84,114,187,1882,2
2/12/2021,95,84,114,190,1888,2
2/13/2021,95,84,115,191,1894,2
2/14/2021,95,84,115,192,1903,2
2/15/2021,95,85,115,193,1906,2
2/16/2021,95,85,115,193,1914,3
2/17/2021,95,88,116,201,1931,3
2/18/2021,98,92,116,220,2190,3
2/19/2021,98,93,117,220,2196,3
2/2/2021,78,65,99,131,972,1
2/20/2021,99,93,117,221,2197,3
2/21/2021,99,93,117,222,2198,3
2/22/2021,99,93,117,222,2203,3
2/23/2021,99,94,117,226,2213,4
2/24/2021,103,99,125,249,2454,5
2/25/2021,106,102,127,260,2485,5
2/26/2021,106,102,129,260,2492,5
2/27/2021,106,103,129,261,2494,5
2/28/2021,106,103,129,261,2498,5
2/3/2021,84,66,101,152,1390,1
2/4/2021,88,74,108,166,1448,1
2/5/2021,88,75,109,167,1482,1
2/6/2021,89,75,109,167,1484,1
2/7/2021,89,75,109,167,1488,1
2/8/2021,89,75,111,169,1514,2
2/9/2021,89,76,112,170,1548,2
3/1/2021,106,105,129,261,2524,6
3/10/2021,112,112,142,326,2779,7
3/11/2021,115,119,153,407,3017,9
3/12/2021,116,119,156,416,3052,9
3/13/2021,116,120,157,421,3056,9
3/14/2021,117,120,157,424,3056,10
3/15/2021,117,120,157,433,3089,10
3/16/2021,117,120,158,440,3121,10
3/17/2021,119,128,176,520,3324,11
3/18/2021,121,133,182,533,3352,12
3/19/2021,122,133,184,540,3376,12
3/2/2021,106,105,129,265,2557,7
3/20/2021,122,134,184,542,3379,12
3/21/2021,122,134,185,544,3380,12
3/22/2021,122,134,188,553,3409,12
3/23/2021,125,137,192,568,3431,13
3/24/2021,127,138,197,586,3460,13
3/25/2021,139,148,218,685,3645,16
3/26/2021,140,151,222,688,3647,16
3/27/2021,141,153,222,689,3648,16
3/28/2021,141,154,222,689,3648,16
3/29/2021,144,155,224,691,3651,17
3/3/2021,108,106,130,276,2605,7
3/30/2021,177,180,244,707,3662,19
3/31/2021,203,213,285,808,3773,25
3/4/2021,109,108,134,299,2667,7
3/5/2021,109,110,134,299,2676,7
3/6/2021,110,110,135,300,2680,7
3/7/2021,110,110,135,301,2681,7
3/8/2021,110,110,135,306,2693,7
3/9/2021,110,110,138,312,2733,7
4/1/2021,208,215,294,817,3786,25
4/10/2021,261,260,362,909,3965,68
4/11/2021,266,261,363,915,3966,68
4/12/2021,270,263,365,922,3972,68
4/13/2021,274,263,366,924,3976,69
4/14/2021,291,268,377,931,3986,69
4/15/2021,303,271,384,944,4001,69
4/16/2021,305,273,386,945,4001,69
4/17/2021,306,273,386,945,4001,69
4/18/2021,306,273,387,945,4001,69
4/19/2021,308,274,388,947,4006,70
4/2/2021,213,219,296,820,3788,25
4/20/2021,309,274,388,948,4010,70
4/21/2021,320,280,395,968,4039,72
4/22/2021,326,280,398,976,4062,72
4/23/2021,331,287,400,980,4064,74
4/24/2021,333,288,402,981,4067,75
4/25/2021,333,288,402,981,4067,75
4/26/2021,335,290,404,985,4069,78
4/27/2021,337,294,406,987,4083,79
4/28/2021,344,296,411,993,4091,81
4/29/2021,346,299,415,995,4102,81
4/3/2021,213,219,298,821,3789,25
4/30/2021,353,302,419,995,4108,82
4/4/2021,214,219,298,821,3790,25
4/5/2021,215,222,302,827,3802,27
4/6/2021,221,224,313,842,3819,27
4/7/2021,239,247,346,860,3878,30
4/8/2021,251,255,360,905,3950,30
4/9/2021,259,259,361,909,3963,68
5/1/2021,362,309,423,998,4112,84
5/10/2021,377,331,445,1030,4151,93
5/11/2021,378,331,446,1032,4154,94
5/12/2021,382,334,451,1036,4172,95
5/13/2021,383,334,452,1038,4176,97
5/14/2021,383,334,453,1043,4181,97
5/15/2021,383,336,453,1043,4181,98
5/16/2021,383,336,453,1043,4181,98
5/17/2021,386,336,459,1045,4185,100
5/18/2021,386,337,461,1049,4195,106
5/19/2021,389,339,467,1062,4207,127
5/2/2021,363,309,425,999,4113,84
5/20/2021,391,339,468,1064,4212,127
5/21/2021,399,339,469,1069,4216,128
5/22/2021,400,339,469,1069,4218,130
5/23/2021,400,339,470,1069,4218,132
5/24/2021,400,340,472,1072,4219,134
5/25/2021,401,340,473,1077,4222,142
5/26/2021,407,344,478,1078,4231,143
5/27/2021,407,344,480,1079,4231,144
5/28/2021,408,344,480,1079,4233,144
5/29/2021,410,345,481,1079,4234,144
5/3/2021,366,310,427,1004,4114,84
5/30/2021,410,345,481,1079,4234,145
5/31/2021,410,345,481,1079,4234,145
5/4/2021,367,312,429,1005,4121,88
5/5/2021,375,326,437,1015,4134,90
5/6/2021,375,330,444,1025,4146,92
5/7/2021,376,331,445,1025,4146,93
5/8/2021,376,331,445,1028,4148,93
5/9/2021,376,331,445,1028,4149,93
6/1/2021,413,348,482,1080,4236,149
6/10/2021,424,354,497,1094,4266,172
6/11/2021,426,355,498,1095,4267,175
6/12/2021,427,355,498,1095,4267,175
6/13/2021,427,356,498,1097,4267,175
6/14/2021,428,356,501,1097,4268,175
6/15/2021,430,358,501,1097,4269,183
6/16/2021,430,358,504,1100,4271,184
6/17/2021,432,359,505,1100,4271,184
6/18/2021,433,359,505,1100,4272,185
6/19/2021,433,360,505,1101,4272,185
6/2/2021,415,350,487,1086,4246,150
6/20/2021,433,360,505,1101,4272,185
6/21/2021,434,361,505,1101,4273,186
6/22/2021,436,361,506,1103,4274,193
6/23/2021,438,361,508,1105,4277,193
6/24/2021,439,362,510,1108,4278,194
6/25/2021,441,363,511,1108,4278,195
6/26/2021,441,365,512,1109,4278,196
6/27/2021,441,365,512,1110,4279,196
6/28/2021,441,365,513,1111,4281,196
6/29/2021,441,365,514,1116,4283,203
6/3/2021,418,351,492,1088,4253,151
6/30/2021,443,366,516,1116,4284,206
6/4/2021,418,351,493,1089,4254,152
6/5/2021,418,351,493,1089,4256,153
6/6/2021,419,351,493,1089,4258,153
6/7/2021,423,351,495,1089,4258,154
6/8/2021,424,351,496,1089,4261,163
6/9/2021,424,354,497,1093,4265,172
7/1/2021,445,368,516,1116,4289,206
7/10/2021,449,375,525,1130,4298,210
7/11/2021,449,376,527,1130,4298,210
7/12/2021,453,379,529,1132,4300,211
7/13/2021,453,380,530,1132,4301,215
7/14/2021,453,380,532,1133,4302,217
7/15/2021,455,380,533,1133,4303,217
7/16/2021,455,380,536,1133,4303,219
7/17/2021,455,381,536,1134,4304,220
7/18/2021,455,382,536,1134,4304,220
7/19/2021,455,382,536,1134,4306,222
7/2/2021,445,369,519,1116,4289,206
7/20/2021,456,384,537,1137,4309,229
7/21/2021,458,386,544,1140,4313,238
