date,Maricopa_cume,Maricopa
1/1/2021,97,
1/10/2021,108,11
1/11/2021,114,6
1/12/2021,117,3
1/13/2021,122,5
1/14/2021,126,4
1/15/2021,131,5
1/16/2021,143,12
1/17/2021,148,5
1/18/2021,152,4
1/19/2021,156,4
1/2/2021,166,10
1/20/2021,187,21
1/21/2021,234,47
1/22/2021,1491,1257
1/23/2021,3159,1668
1/24/2021,4846,1687
1/25/2021,5831,985
1/26/2021,9112,3281
1/27/2021,13385,4273
1/28/2021,18212,4827
1/29/2021,19781,1569
1/3/2021,19785,4
1/30/2021,24914,5129
1/31/2021,27239,2325
1/4/2021,32551,5312
1/5/2021,40521,7970
1/6/2021,49348,8827
1/7/2021,53128,3780
1/8/2021,54080,952
1/9/2021,60349,6269
12/1/2020,63054,2705
12/10/2020,67770,4716
12/11/2020,72196,4426
12/12/2020,77260,5064
12/13/2020,82576,5316
12/14/2020,87180,4604
12/15/2020,91839,4659
12/16/2020,94580,2741
12/17/2020,103633,9053
12/18/2020,114460,10827
12/19/2020,126081,11621
12/2/2020,137573,11492
12/20/2020,147494,9921
12/21/2020,153925,6431
12/22/2020,156679,2754
12/23/2020,163567,6888
12/24/2020,175894,12327
12/25/2020,189532,13638
12/26/2020,203899,14367
12/27/2020,221287,17388
12/28/2020,235249,13962
12/29/2020,242444,7195
12/3/2020,254122,11678
12/30/2020,271078,16956
12/31/2020,286948,15870
12/4/2020,301285,14337
12/7/2020,318716,17431
12/8/2020,330139,11423
12/9/2020,333669,3530
2/1/2021,343558,9889
2/10/2021,358210,14652
2/11/2021,372630,14420
2/12/2021,389492,16862
2/13/2021,404747,15255
2/14/2021,419269,14522
2/15/2021,421802,2533
2/16/2021,433202,11400
2/17/2021,451326,18124
2/18/2021,468016,16690
2/19/2021,485309,17293
2/2/2021,512199,26890
2/20/2021,531963,19764
2/21/2021,535901,3938
2/22/2021,545521,9620
2/23/2021,563749,18228
2/24/2021,583388,19639
2/25/2021,603555,20167
2/26/2021,624417,20862
2/27/2021,640740,16323
2/28/2021,643893,3153
2/3/2021,653596,9703
2/4/2021,673157,19561
2/5/2021,694735,21578
2/6/2021,714705,19970
2/7/2021,741554,26849
2/8/2021,760903,19349
2/9/2021,765203,4300
3/1/2021,781216,16013
3/10/2021,798736,17520
3/11/2021,817345,18609
3/12/2021,836658,19313
3/13/2021,856960,20302
3/14/2021,871834,14874
3/15/2021,876709,4875
3/16/2021,893955,17246
3/17/2021,913854,19899
3/18/2021,936930,23076
3/19/2021,960801,23871
3/2/2021,990637,29836
3/20/2021,1008546,17909
3/21/2021,1015847,7301
3/22/2021,1034018,18171
3/23/2021,1054668,20650
3/24/2021,1078561,23893
3/25/2021,1102705,24144
3/26/2021,1124643,21938
