date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,643,728,562,429,350,3
1/10/2021,1160,1136,936,781,700,15
1/11/2021,1232,1222,1013,831,764,16
1/12/2021,1339,1310,1084,914,961,17
1/13/2021,1401,1375,1162,992,1215,18
1/14/2021,1502,1460,1255,1079,1483,18
1/15/2021,1617,1557,1332,1175,2222,19
1/16/2021,1628,1573,1348,1198,2325,19
1/17/2021,1634,1582,1355,1202,2332,19
1/18/2021,1702,1654,1410,1255,2397,22
1/19/2021,1790,1719,1475,1332,2653,23
1/2/2021,669,744,570,444,360,3
1/20/2021,2045,1995,1798,1620,2862,28
1/21/2021,2198,2102,1899,1720,3069,29
1/22/2021,2293,2179,1995,1833,3404,30
1/23/2021,2338,2212,2031,1870,3601,33
1/24/2021,2343,2215,2031,1871,3619,33
1/25/2021,2392,2266,2094,1972,3924,34
1/26/2021,2455,2320,2148,2056,4282,37
1/27/2021,2708,2463,2297,2219,4659,40
1/28/2021,2901,2586,2424,2379,5063,46
1/29/2021,3001,2666,2504,2489,5399,50
1/3/2021,669,745,570,445,362,3
1/30/2021,3061,2711,2530,2527,5517,58
1/31/2021,3071,2713,2531,2532,5539,58
1/4/2021,741,820,628,513,422,4
1/5/2021,826,890,683,577,487,8
1/6/2021,908,939,738,629,552,10
1/7/2021,1025,1022,826,696,651,11
1/8/2021,1146,1128,924,761,690,15
1/9/2021,1160,1135,934,778,698,15
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,1,,2,1,
12/16/2020,26,38,31,23,14,
12/17/2020,55,71,62,46,19,
12/18/2020,101,128,107,77,36,
12/19/2020,111,141,115,90,37,
12/2/2020,,1,,1,,
12/20/2020,112,142,115,90,38,
12/21/2020,114,143,117,91,39,
12/22/2020,121,163,129,102,44,1
12/23/2020,179,268,205,140,66,2
12/24/2020,260,370,274,197,78,2
12/25/2020,287,397,294,217,83,2
12/26/2020,305,421,308,227,85,2
12/27/2020,332,444,322,239,88,2
12/28/2020,387,503,366,268,100,3
12/29/2020,450,578,413,316,195,3
12/3/2020,,1,,1,,
12/30/2020,550,666,487,377,296,3
12/31/2020,603,709,535,412,346,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3128,2775,2593,2638,5985,58
2/10/2021,5006,3634,3551,3934,9945,240
2/11/2021,5150,3752,3680,4110,10577,248
2/12/2021,5572,4053,3975,4493,11306,309
2/13/2021,5979,4270,4154,4690,11816,353
2/14/2021,5989,4273,4158,4694,11843,353
2/15/2021,6126,4401,4271,4814,12167,362
2/16/2021,6294,4555,4424,5003,12578,374
2/17/2021,6886,4907,4695,5270,12922,689
2/18/2021,6951,4968,4774,5367,13017,694
2/19/2021,7074,5039,4857,5476,13097,709
2/2/2021,3173,2811,2629,2690,6386,60
2/20/2021,7311,5140,4969,5561,13158,734
2/21/2021,7314,5143,4972,5564,13165,735
2/22/2021,7346,5165,4993,5608,13192,737
2/23/2021,7373,5183,5030,5656,13249,739
2/24/2021,7671,5387,5218,5876,13470,757
2/25/2021,7928,5581,5389,6067,13758,788
2/26/2021,8230,5799,5615,6283,14026,812
2/27/2021,8326,5874,5689,6355,14108,820
2/28/2021,8335,5879,5695,6362,14135,821
2/3/2021,3534,2939,2773,2860,6888,74
2/4/2021,3969,3085,2921,3047,7520,92
2/5/2021,4074,3173,3026,3197,8128,95
2/6/2021,4416,3390,3303,3565,8459,201
2/7/2021,4425,3393,3310,3573,8504,202
2/8/2021,4628,3442,3375,3679,8840,217
2/9/2021,4684,3486,3409,3760,9182,220
3/1/2021,8598,6078,5898,6559,14327,839
3/10/2021,9847,6774,6542,7862,15115,1065
3/11/2021,10030,6874,6657,8089,15267,1085
3/12/2021,10172,6945,6739,8253,15384,1095
3/13/2021,10201,6959,6759,8315,15435,1097
3/14/2021,10209,6963,6764,8336,15445,1097
3/15/2021,10300,6993,6799,8476,15553,1105
3/16/2021,10541,7132,6926,8677,15659,1163
3/17/2021,10787,7235,7038,8869,15808,1201
3/18/2021,10968,7355,7153,8975,15880,1222
3/19/2021,11140,7462,7265,9108,15963,1240
3/2/2021,9004,6306,6104,6791,14501,904
3/20/2021,11228,7525,7318,9181,16008,1248
3/21/2021,11250,7528,7320,9193,16021,1250
3/22/2021,11378,7625,7427,9271,16072,1271
3/23/2021,11720,7761,7530,9376,16136,1330
3/24/2021,12009,7833,7594,9455,16210,1378
3/25/2021,12350,7962,7706,9560,16265,1426
3/26/2021,12561,8019,7765,9638,16306,1487
3/27/2021,12775,8072,7807,9684,16330,1538
3/28/2021,12819,8091,7827,9694,16336,1545
3/29/2021,13052,8143,7896,9768,16369,1617
3/3/2021,9129,6376,6167,6934,14611,931
3/30/2021,13288,8210,7969,9849,16427,1686
3/31/2021,13653,8337,8081,9952,16499,1766
3/4/2021,9247,6441,6227,7099,14679,942
3/5/2021,9440,6560,6344,7288,14786,1013
3/6/2021,9547,6619,6396,7357,14822,1027
3/7/2021,9551,6620,6397,7380,14836,1028
3/8/2021,9641,6667,6433,7544,14908,1034
3/9/2021,9733,6728,6501,7719,15010,1052
4/1/2021,13971,8417,8177,10035,16608,1808
4/10/2021,15464,9043,8749,10655,17103,2138
4/11/2021,15493,9049,8754,10664,17108,2147
4/12/2021,15607,9077,8781,10694,17139,2159
4/13/2021,15704,9112,8815,10728,17167,2170
4/14/2021,15835,9164,8854,10776,17202,2198
4/15/2021,15979,9206,8883,10820,17249,2218
4/16/2021,16112,9262,8931,10869,17322,2257
4/17/2021,16155,9298,8964,10901,17356,2269
4/18/2021,16168,9302,8970,10904,17361,2271
4/19/2021,16299,9321,8991,10941,17386,2402
4/2/2021,14267,8528,8295,10163,16688,1892
4/20/2021,16400,9346,9023,10975,17420,2454
4/21/2021,16521,9400,9075,11035,17461,2508
4/22/2021,16632,9431,9123,11079,17493,2550
4/23/2021,16763,9481,9158,11124,17530,2648
4/24/2021,16817,9507,9188,11141,17545,2672
4/25/2021,16843,9511,9200,11148,17552,2685
