Category,value
tests,5265298
day,
pos,
est_pos,
total_pos,
Apache,33491
Cochise,67213
Coconino,105928
Gila,33181
Graham,13946
Greenlee,2157
La Paz,8050
Maricopa,3152598
Mohave,115708
Navajo,68818
Pima,772643
Pinal,330023
Santa Cruz,33043
Yavapai,126634
Yuma,151939
0_5,
Less than 20 years,1076969
20 - 44 years,2078532
45 - 54 years,658130
55 - 64 years,622275
65 years and older,817975
Unknown,11417
positive,0.1270423820266203
