date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,21085,22702,20673,18024,12096,201,147.0,138.0,183,189.0,232.0,4.0,643.0,728.0,562.0,429,350.0,3.0,343.0,315.0,269.0,278.0,200,3.0,179.0,184.0,161.0,188.0,241.0,5.0,15.0,17.0,27.0,20.0,36.0,,161,149.0,167.0,208.0,196.0,6.0,11.0,8.0,20.0,14.0,16.0,,11842,12917,12021,9700,5541,115,301.0,386.0,429.0,501.0,329.0,7.0,212.0,262.0,264.0,315.0,892.0,7.0,647.0,991.0,932,750,500.0,5.0,4376,4429,3664,3444,2048,25.0,314.0,416.0,431.0,647.0,407,8.0,111.0,95.0,53.0,59.0,48.0,1.0,945,862,633,480.0,222,7.0
1/10/2021,34789,34818,32762,29686,28836,472,181.0,188.0,255,299.0,654.0,11.0,1160.0,1136.0,936.0,781,700.0,15.0,465.0,450.0,378.0,388.0,629,6.0,273.0,304.0,301.0,314.0,518.0,8.0,22.0,22.0,39.0,33.0,88.0,1.0,312,341.0,409.0,534.0,1013.0,16.0,29.0,19.0,41.0,39.0,30.0,,20158,19892,18823,15814,11028,238,454.0,558.0,638.0,750.0,790.0,12.0,363.0,447.0,459.0,557.0,2150.0,33.0,1198.0,1727.0,1713,1465,2245.0,17.0,6673,6386,5538,5363,4524,65.0,570.0,702.0,803.0,1117.0,920,12.0,268.0,207.0,156.0,152.0,179.0,7.0,1293,1199,923,708.0,498,11.0
1/11/2021,36720,36631,34712,31357,32588,531,185.0,193.0,264,314.0,736.0,12.0,1232.0,1222.0,1013.0,831,764.0,16.0,477.0,464.0,400.0,404.0,827,6.0,280.0,316.0,309.0,329.0,564.0,8.0,22.0,22.0,39.0,33.0,88.0,1.0,327,358.0,426.0,567.0,1089.0,16.0,29.0,19.0,41.0,40.0,33.0,,21401,21003,20036,16782,12789,273,471.0,572.0,669.0,788.0,889.0,12.0,399.0,497.0,524.0,605.0,2329.0,36.0,1248.0,1811.0,1799,1530,2423.0,21.0,6989,6662,5809,5649,4900,76.0,579.0,711.0,811.0,1135.0,946,13.0,285.0,227.0,182.0,170.0,194.0,7.0,1353,1287,986,746.0,839,11.0
1/12/2021,39533,39316,37489,33879,40124,638,194.0,204.0,276,342.0,854.0,12.0,1339.0,1310.0,1084.0,914,961.0,17.0,483.0,470.0,404.0,413.0,1041,6.0,289.0,323.0,323.0,358.0,629.0,11.0,25.0,28.0,44.0,39.0,105.0,1.0,335,363.0,435.0,582.0,1123.0,16.0,29.0,19.0,42.0,40.0,39.0,,23413,22977,22050,18448,17536,360,491.0,596.0,698.0,835.0,1051.0,12.0,425.0,525.0,584.0,674.0,2545.0,37.0,1341.0,1927.0,1917,1630,2704.0,22.0,7321,6921,6073,5909,5409,86.0,598.0,737.0,839.0,1186.0,1031,13.0,305.0,242.0,205.0,197.0,239.0,8.0,1416,1354,1062,800.0,1160,13.0
1/13/2021,42310,42230,40590,36568,48866,728,196.0,214.0,297,372.0,939.0,14.0,1401.0,1375.0,1162.0,992,1215.0,18.0,502.0,502.0,426.0,437.0,1351,6.0,300.0,332.0,335.0,375.0,727.0,11.0,28.0,34.0,45.0,42.0,133.0,1.0,340,370.0,444.0,589.0,1159.0,16.0,57.0,47.0,79.0,83.0,63.0,,25451,25107,24257,20104,23037,430,509.0,627.0,742.0,879.0,1215.0,13.0,445.0,544.0,608.0,739.0,2700.0,38.0,1453.0,2068.0,2065,1807,3111.0,25.0,7542,7157,6314,6155,5844,96.0,643.0,785.0,928.0,1277.0,1212,14.0,314.0,251.0,211.0,206.0,407.0,8.0,1502,1428,1137,862.0,1495,13.0
1/14/2021,45077,45268,43820,39563,58202,798,213.0,237.0,314,427.0,1156.0,17.0,1502.0,1460.0,1255.0,1079,1483.0,18.0,507.0,510.0,439.0,448.0,1599,6.0,316.0,363.0,362.0,424.0,849.0,12.0,36.0,41.0,60.0,65.0,143.0,1.0,350,386.0,463.0,619.0,1304.0,16.0,58.0,47.0,79.0,84.0,68.0,1.0,27416,27236,26529,21992,28994,474,542.0,657.0,792.0,944.0,1416.0,14.0,476.0,589.0,646.0,823.0,2892.0,47.0,1553.0,2256.0,2223,1954,3631.0,26.0,7852,7467,6631,6449,6263,101.0,676.0,830.0,983.0,1350.0,1324,16.0,325.0,262.0,220.0,217.0,569.0,8.0,1521,1445,1166,885.0,1583,13.0
1/15/2021,48564,48505,47182,42679,67311,917,221.0,238.0,331,451.0,1226.0,22.0,1617.0,1557.0,1332.0,1175,2222.0,19.0,512.0,517.0,449.0,458.0,2025,6.0,424.0,478.0,468.0,551.0,977.0,32.0,39.0,42.0,64.0,67.0,148.0,1.0,406,432.0,504.0,674.0,1339.0,23.0,60.0,47.0,79.0,84.0,71.0,1.0,29630,29261,28635,23764,33800,542,567.0,702.0,830.0,1010.0,1649.0,15.0,508.0,633.0,703.0,901.0,3132.0,48.0,1676.0,2412.0,2399,2090,4004.0,28.0,8484,8037,7209,7015,7557,112.0,691.0,841.0,996.0,1369.0,1370,16.0,341.0,276.0,231.0,225.0,735.0,9.0,1550,1461,1186,912.0,1672,13.0
1/16/2021,50362,50084,48860,44287,72681,963,221.0,238.0,332,454.0,1240.0,22.0,1628.0,1573.0,1348.0,1198,2325.0,19.0,528.0,522.0,457.0,470.0,2381,6.0,427.0,478.0,469.0,551.0,1032.0,32.0,39.0,42.0,64.0,67.0,149.0,1.0,406,433.0,505.0,675.0,1341.0,23.0,60.0,48.0,79.0,85.0,72.0,1.0,31006,30462,29906,24924,36958,577,578.0,719.0,846.0,1050.0,1916.0,17.0,512.0,634.0,704.0,903.0,3140.0,48.0,1737.0,2503.0,2497,2182,4623.0,31.0,8727,8230,7394,7180,7826,115.0,713.0,871.0,1040.0,1416.0,1514,18.0,347.0,278.0,231.0,225.0,740.0,9.0,1554,1463,1189,913.0,1677,13.0
1/17/2021,51478,51102,49931,45374,76134,1003,221.0,238.0,333,454.0,1240.0,22.0,1634.0,1582.0,1355.0,1202,2332.0,19.0,531.0,523.0,460.0,471.0,2394,6.0,428.0,478.0,469.0,551.0,1034.0,32.0,39.0,42.0,64.0,67.0,149.0,1.0,406,433.0,505.0,675.0,1344.0,23.0,60.0,48.0,79.0,86.0,73.0,1.0,31984,31359,30866,25891,40065,612,579.0,722.0,846.0,1053.0,1940.0,17.0,514.0,635.0,704.0,904.0,3142.0,48.0,1756.0,2535.0,2540,2217,4677.0,31.0,8810,8290,7439,7237,7955,118.0,715.0,873.0,1043.0,1420.0,1530,19.0,348.0,279.0,231.0,226.0,744.0,9.0,1556,1466,1190,914.0,1681,13.0
1/18/2021,53132,52640,51665,47094,83910,1046,228.0,245.0,345,463.0,1267.0,22.0,1702.0,1654.0,1410.0,1255,2397.0,22.0,534.0,528.0,467.0,480.0,2571,6.0,441.0,482.0,483.0,564.0,1109.0,32.0,42.0,43.0,65.0,71.0,156.0,1.0,409,441.0,511.0,698.0,1411.0,23.0,61.0,49.0,80.0,88.0,80.0,1.0,33034,32304,32016,27002,45035,642,597.0,740.0,868.0,1083.0,2150.0,18.0,527.0,646.0,734.0,931.0,3165.0,48.0,1821.0,2650.0,2608,2309,4895.0,32.0,9156,8604,7754,7526,9522,125.0,722.0,876.0,1056.0,1440.0,1678,20.0,350.0,284.0,233.0,231.0,750.0,9.0,1565,1472,1199,918.0,1698,13.0
