date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,301,386,430,500,328,7
1/10/2021,454,558,639,749,788,12
1/11/2021,471,572,670,787,887,12
1/12/2021,491,596,699,834,1049,12
1/13/2021,509,627,743,878,1213,13
1/14/2021,542,658,792,943,1413,14
1/15/2021,567,703,830,1009,1646,15
1/16/2021,578,720,846,1049,1913,17
1/17/2021,579,723,846,1052,1937,17
1/18/2021,597,741,868,1082,2147,18
1/19/2021,616,758,900,1131,2330,19
1/2/2021,307,395,439,511,341,7
1/20/2021,649,786,924,1197,2603,20
1/21/2021,666,808,946,1231,2752,20
1/22/2021,695,830,975,1277,2994,20
1/23/2021,708,840,985,1296,3590,20
1/24/2021,708,846,994,1302,4122,20
1/25/2021,715,853,1004,1320,4376,21
1/26/2021,729,860,1014,1348,4730,22
1/27/2021,753,879,1040,1399,5143,23
1/28/2021,772,902,1072,1447,5673,23
1/29/2021,788,910,1087,1477,6051,23
1/3/2021,309,396,448,518,348,7
1/30/2021,793,915,1099,1496,6354,23
1/31/2021,796,917,1105,1509,6828,23
1/4/2021,330,424,477,565,410,8
1/5/2021,345,450,498,592,453,8
1/6/2021,385,486,537,656,523,9
1/7/2021,412,514,583,692,636,11
1/8/2021,443,546,623,733,740,12
1/9/2021,449,555,634,744,758,12
12/16/2020,,,1,,,
12/17/2020,,,1,,,
12/18/2020,,,1,1,,
12/19/2020,,,1,1,,
12/20/2020,,,1,1,,
12/21/2020,1,,5,6,2,
12/22/2020,5,12,23,26,9,
12/23/2020,32,54,77,82,40,
12/24/2020,65,89,105,104,55,
12/25/2020,65,89,105,104,55,
12/26/2020,94,131,137,146,73,1
12/27/2020,100,140,151,156,94,2
12/28/2020,146,200,205,223,135,3
12/29/2020,207,270,300,322,190,4
12/30/2020,253,331,368,417,256,6
12/31/2020,299,383,422,490,307,6
2/1/2021,813,937,1123,1562,7229,24
2/10/2021,899,1033,1241,1790,10446,30
2/11/2021,902,1039,1253,1805,10671,31
2/12/2021,927,1065,1277,1847,11044,34
2/13/2021,929,1074,1282,1864,11270,34
2/14/2021,930,1075,1282,1871,11296,34
2/15/2021,940,1085,1300,1889,11454,35
2/16/2021,945,1089,1310,1909,11701,35
2/17/2021,958,1094,1316,1923,11964,35
2/18/2021,967,1108,1331,1941,12142,35
2/19/2021,970,1112,1332,1948,12226,35
2/2/2021,821,953,1140,1586,7632,25
2/20/2021,970,1112,1333,1952,12246,35
2/21/2021,970,1112,1333,1952,12268,35
2/22/2021,973,1113,1337,1960,12357,35
2/23/2021,975,1113,1338,1965,12432,35
2/24/2021,977,1119,1348,1986,12695,35
2/25/2021,982,1123,1361,2005,13017,35
2/26/2021,985,1129,1374,2023,13333,35
2/27/2021,995,1144,1383,2036,13546,35
2/28/2021,1000,1148,1392,2048,13855,35
2/3/2021,839,968,1168,1633,8397,27
2/4/2021,851,982,1189,1667,8813,27
2/5/2021,866,993,1205,1690,9169,28
2/6/2021,871,995,1207,1694,9374,28
2/7/2021,871,1003,1211,1705,9480,28
2/8/2021,871,1006,1214,1720,9639,29
2/9/2021,882,1019,1228,1742,9772,29
3/1/2021,1009,1154,1405,2061,14251,36
3/10/2021,1171,1316,1631,3049,19463,43
3/11/2021,1183,1329,1643,3242,20313,43
3/12/2021,1206,1348,1665,3397,21035,45
3/13/2021,1216,1366,1685,3545,21376,46
3/14/2021,1220,1376,1692,3605,21643,46
3/15/2021,1234,1386,1703,3729,22048,47
3/16/2021,1246,1390,1717,3860,22622,47
3/17/2021,1267,1405,1758,4058,23729,47
