Category,value
tests,12037906
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1998025
20 - 44 years,5151536
45 - 54 years,1597502
55 - 64 years,1483253
65 years and older,1786036
Unknown,21554
positive,0.0975787649446673
